,StDev_MAE,cName,Mean_MAE,Mean_R2,Mean_RMSE,StDev_RMSE,StDev_R2
0,65.85666731080657,Piloderma_rf_VPS5_LP4,243.84858820435466,0.5221864475339657,1157.2705068152127,510.7973735789677,0.15520819648396805
1,65.4808411699566,Piloderma_rf_VPS4_LP4,246.40012547422666,0.5216497807238848,1162.1080940946,516.8722891981914,0.15396914253851962
2,65.43726624197016,Piloderma_rf_VPS3_LP4,249.94551840475688,0.5199901136643897,1168.2576558215528,519.370246234407,0.1530155608173993
3,64.25673198057657,Piloderma_rf_VPS6_LP4,243.600985056019,0.5109187751049729,1157.8943469853573,498.80551676211604,0.1476854355993893
4,65.88359473006372,Piloderma_rf_VPS4_LP5,250.77614496002866,0.5085459361529273,1178.8146206847828,526.7618115963177,0.160325007563411
5,66.01770483247027,Piloderma_rf_VPS5_LP5,249.004835729786,0.5059405126208221,1176.2341211431255,520.011981772963,0.15976408964602293
6,65.01777391225588,Piloderma_rf_VPS2_LP4,258.9433589639319,0.5050361389602424,1187.9230642519292,525.4435556514414,0.15110068315762665
7,64.6580397176362,Piloderma_rf_VPS7_LP4,243.61447611124427,0.5037548136936725,1163.4764927800384,499.8388832987857,0.14971815405453023
8,66.05961755652179,Piloderma_rf_VPS3_LP5,255.9987601986385,0.5031662961585911,1189.2197722182248,529.5091494561373,0.15778403202353605
9,67.31000034992907,Piloderma_rf_VPS4_LP6,254.98524476924894,0.5010300054515,1194.0100829416735,537.2087590728438,0.16674140653705494
