,Residuals,ectomycorrhizal_richness_Predicted,ectomycorrhizal_richness_Classified,ectomycorrhizal_richness_Regressed,SG_SOC_Content_005cm,ectomycorrhizal_richness,EarthEnvTopoMed_TopoPositionIndex,sequencing_platformPacBio,sample_id,CGIAR_PET,EarthEnvTexture_CoOfVar_EVI,primersITS86F_ITS4,primers5_8S_Fun_ITS4_Fun,ConsensusLandCover_Human_Development_Percentage,primersITS3ngs1_to_5___ITS3ngs10_ITS4ngs,primersITS3ngs1_to_ITS3ngs11_ITS4ngs,MODIS_NPP,EarthEnvTopoMed_AspectSine,primersITS_S2F___ITS3_mixed_1_1_ITS4,EarthEnvTopoMed_Slope,sample_typesoil,sequencing_platform454Roche,EarthEnvTexture_Correlation_EVI,sequencing_platformIllumina,EarthEnvTopoMed_Elevation,sequencing_platformIonTorrent,CHELSA_BIO_Precipitation_Seasonality,sample_typetopsoil,primersITS9MUNngs_ITS4ngsUni,primersgITS7_ITS4,primersITS1_ITS4,SG_Sand_Content_005cm,CHELSA_BIO_Annual_Mean_Temperature,primersgITS7_ITS4m,primersITS1F_ITS4_then_fITS7_ITS4,primersgITS7ngs_ITS4ngsUni,SG_Soil_pH_H2O_005cm,CHELSA_BIO_Max_Temperature_of_Warmest_Month,primersfITS7_ITS4,GlobBiomass_AboveGroundBiomass,primersgITS7_ITS4_ITS4arch,primersITS3_KYO2_ITS4,Resolve_Biome,EarthEnvTopoMed_AspectCosine,CHELSA_BIO_Annual_Precipitation,EarthEnvTexture_Homogeneity_EVI,primersITS3_ITS4,primersgITS7_ITS4ngs,EsaCci_BurntAreasProbability,primersITS1F_ITS4,CV_Fold_Random,primersgITS7_ITS4_then_ITS9_ITS4,primersITS1F_ITS4_then_ITS3_ITS4,CV_Fold_Spatial,primersITS1ngs_ITS4ngs_or_ITS1Fngs_ITS4ngs,primersfITS9_ITS4,SG_Depth_to_bedrock,sample_typerhizosphere_soil,GHS_Population_Density
0,-9.046047678821282,75.85295439637414,1,75.85295439637414,108.940200805664,84.89900207519543,-0.1875,1,GF4S20338b,704,803,0,0,33,0,0,5239.751953125,-0.18593692779541,0,0.341708987951279,1,0,3079,0,106.5,0,27.6000003814697,0,1,0,0,57.3579597473145,56.5,0,0,0,56.1853218078613,210.483262282001,0,77.1111145019531,0,0,4,-0.41523751616478,763.081604003906,2150,0,0,0,0,10,0,0,2,0,0,200.0,0,0.0
1,24.237952717907504,75.85295439637414,1,75.85295439637414,108.940200805664,51.61500167846664,-0.1875,1,GF4S20337b,704,803,0,0,33,0,0,5239.751953125,-0.18593692779541,0,0.341708987951279,1,0,3079,0,106.5,0,27.6000003814697,0,1,0,0,57.3579597473145,56.5,0,0,0,56.1853218078613,210.483262282001,0,77.1111145019531,0,0,4,-0.41523751616478,763.081604003906,2150,0,0,0,0,10,0,0,2,0,0,200.0,0,0.0
2,55.11123114663456,79.09123068887078,1,79.09123068887078,67.550422668457,23.97999954223622,1.1875,1,GF4S21083b,704,335,0,0,76,0,0,5046.39990234375,0.344531953334808,0,1.15464699268341,1,0,2229,0,114.5,0,28.3016452789307,0,1,0,0,52.3048362731934,56.5167377899993,0,0,0,59.1193809509277,208.533503208,0,67.0503082275391,0,0,4,0.938712656497955,787.710510253906,3014,0,0,0,0,4,0,0,2,0,0,200.0,0,0.0
3,-86.56376809042672,79.09123068887078,1,79.09123068887078,67.550422668457,165.6549987792975,1.1875,1,GF4S21084b,704,335,0,0,76,0,0,5046.39990234375,0.344531953334808,0,1.15464699268341,1,0,2229,0,114.5,0,28.3016452789307,0,1,0,0,52.3048362731934,56.5167377899993,0,0,0,59.1193809509277,208.533503208,0,67.0503082275391,0,0,4,0.938712656497955,787.710510253906,3014,0,0,0,0,2,0,0,2,0,0,200.0,0,0.0
4,-56.476539154669126,123.9684681695498,1,123.9684681695498,60.2030181884766,180.44500732421892,-0.0625,1,GF4S20556b,736,574,0,0,33,0,0,5902.0888671875,-0.806866765022278,0,0.190643191337585,1,0,3565,0,7.0,0,34.4999961853027,0,1,0,0,58.7563591003418,64.483516199345,0,0,0,62.745002746582,187.516764405998,0,42.6503105163574,0,0,4,-0.381720900535584,715.2529296875,2396,0,0,0,0,4,0,0,2,0,0,184.477142333984,0,4.37736082077026
5,18.220627267874193,98.83963056377269,1,98.83963056377269,112.498191833496,80.6190032958985,-0.875,1,GF4S20234b,736,770,0,0,0,0,0,3892.0,0.0950203835964203,0,0.633883953094482,1,0,2510,0,28.5,0,34.4016494750977,0,1,0,0,52.2269058227539,54.5,0,0,0,56.4424057006836,211.483542294785,0,68.6977767944336,0,0,4,-0.994460344314575,738.753173828125,1627,0,0,0,0,1,0,0,6,0,0,194.520889282227,0,26.9147453308106
6,-55.797362844430154,98.83963056377269,1,98.83963056377269,112.498191833496,154.63699340820284,-0.875,1,GF4S20235b,736,770,0,0,0,0,0,3892.0,0.0950203835964203,0,0.633883953094482,1,0,2510,0,28.5,0,34.4016494750977,0,1,0,0,52.2269058227539,54.5,0,0,0,56.4424057006836,211.483542294785,0,68.6977767944336,0,0,4,-0.994460344314575,738.753173828125,1627,0,0,0,0,3,0,0,6,0,0,194.520889282227,0,26.9147453308106
7,-14.322181462843332,117.81581902543817,1,117.81581902543817,82.963981628418,132.1380004882815,-0.25,1,GF4S19764b,736,335,0,0,72,0,0,5683.60888671875,0.153001666069031,0,1.35821509361267,1,0,2374,0,95.5,0,23.7000007629395,0,1,0,0,50.490592956543,64.5,0,0,0,59.8879737854004,220.53322157725,0,58.8554649353027,0,0,4,0.886143803596497,727.533447265625,3669,0,0,0,0,10,0,0,2,0,0,200.0,0,0.0
8,-64.1439210199731,123.37208544975428,1,123.37208544975428,140.813110351563,187.5160064697274,-0.1875,1,GF4S21360b,736,368,0,0,21,0,0,5105.861328125,-0.277548849582672,0,0.382740795612335,1,0,2942,0,47.0,0,33.6033210754395,0,1,0,0,61.9343948364258,60.5,0,0,0,52.2968292236328,213.5,0,111.566047668457,0,0,4,0.429048836231232,692.423583984375,4018,0,0,0,0,1,0,0,2,0,0,200.0,0,0.0446826927363873
9,0.5183507074833074,92.4623509516243,1,92.4623509516243,55.6367225646973,91.944000244141,-1.25,1,GF4S19758b,736,419,0,0,48,0,0,6510.02978515625,-0.400029122829437,0,0.568098783493042,1,0,4243,0,72.0,0,28.5,0,1,0,0,54.478214263916,65.5,0,0,0,61.7048072814941,213.5,0,33.0588455200195,0,0,4,0.907405972480774,722.300048828125,3820,0,0,0,0,9,0,0,2,0,0,200.0,0,0.0
