,lower,mean,upper,latitude
0,,,,-60.0
0,,,,-59.0
0,,,,-58.0
0,0.12766185402870178,0.1495459313993737,0.168411985039711,-57.0
0,0.11593667169411977,0.1433081921613515,0.16616726418336233,-56.0
0,0.11588703840970993,0.14831396018284082,0.2085096538066864,-55.0
0,0.11593390173382229,0.1588544089226795,0.2165871560573578,-54.0
0,0.12168224900960922,0.16524733078829473,0.205758199095726,-53.0
0,0.13062822818756104,0.16554785730633428,0.19971906517942747,-52.0
0,0.13040176779031754,0.16303185186698707,0.19586497119494847,-51.0
0,0.12752676755189896,0.15867999917982423,0.19270760814348856,-50.0
0,0.12550426446474516,0.1556464481906053,0.18982920689242228,-49.0
0,0.12470054253935814,0.1542415567748334,0.19698302944501242,-48.0
0,0.12549385321991785,0.15697088462743836,0.20742411663134894,-47.0
0,0.12258259336585584,0.16076496175587074,0.21630772948265076,-46.0
0,0.11864252441695758,0.1599462955513534,0.23089875280857086,-45.0
0,0.11577782303094863,0.16162532454347192,0.23997185826301576,-44.0
0,0.11234406867752904,0.1642811511907945,0.2488923128694296,-43.0
0,0.11038055557471055,0.17592213869834622,0.29401055971781415,-42.0
0,0.10638799676389406,0.19202243414516892,0.3368086636066437,-41.0
0,0.10639095430572827,0.2305547491096256,0.40148849899952227,-40.0
0,0.11616814738282791,0.27318570712197604,0.42495798000267576,-39.0
0,0.12613246175977919,0.3167972548288471,0.512646206219991,-38.0
0,0.13960542934281486,0.3593784087939178,0.5282591710219512,-37.0
0,0.1632423504539158,0.3786314166577994,0.5381253480911254,-36.0
0,0.14604170983884393,0.36252820588904155,0.5487649692938878,-35.0
0,0.09581785068168479,0.3223752621564799,0.5527201136764215,-34.0
0,0.08001024689939287,0.27868718615654586,0.5524311344469747,-33.0
0,0.06478908841512096,0.24552699975202305,0.5448756040188304,-32.0
0,0.05285486736453619,0.22421376814597854,0.5096377274569344,-31.0
0,0.037086908945480286,0.21728381336589966,0.5020268604319583,-30.0
0,0.03313357072571913,0.21845803636110325,0.4980257670084635,-29.0
0,0.045063290987973625,0.22138266621891656,0.5021883885065714,-28.0
