Mean_R2,StDev_R2,Mean_RMSE,StDev_RMSE,Mean_MAE,StDev_MAE,cName
0.7216108116822149,0.019594749195327,0.9238130065473228,0.0307994226160492,0.6549297935094971,0.0185477519573669,ECM_diversity_rf_VPS7_LP2_REGRESSION
0.7208212500731654,0.019088013923156,0.9251131929884626,0.0298016802483194,0.6569369281030669,0.0185642556887638,ECM_diversity_rf_VPS6_LP2_REGRESSION
0.7202815380916039,0.0199098636358148,0.9259549049153396,0.0304895864724523,0.6584182770128627,0.017821585683668,ECM_diversity_rf_VPS5_LP2_REGRESSION
0.7201100931071888,0.0192522624207398,0.926312265891716,0.0304195547240256,0.6593989696166245,0.0173958069060644,ECM_diversity_rf_VPS7_LP3_REGRESSION
0.7185852416175209,0.0198282964272978,0.928882446300686,0.0319383823011054,0.6610554929351512,0.0185077177981639,ECM_diversity_rf_VPS4_LP2_REGRESSION
0.7183479125154097,0.0194707452973096,0.929203107911215,0.0303460191789656,0.6619593384953668,0.0183491270859712,ECM_diversity_rf_VPS6_LP3_REGRESSION
0.7168989895526435,0.0194394535497198,0.9315807790479536,0.0301516411542261,0.6652903387879444,0.0180528524315682,ECM_diversity_rf_VPS7_LP4_REGRESSION
0.7168316451018876,0.0197960167581255,0.9316972361204738,0.0307586701917788,0.6640640795820321,0.01836263104376,ECM_diversity_rf_VPS5_LP3_REGRESSION
0.7161575062027652,0.0200700842931028,0.932874052181576,0.0321398881467253,0.6657193383589574,0.0186581545698725,ECM_diversity_rf_VPS3_LP2_REGRESSION
0.7158705099740008,0.0193657176435574,0.933295756914047,0.0302855498641821,0.667163689992727,0.017777442045274,ECM_diversity_rf_VPS4_LP3_REGRESSION
0.715323735374293,0.0186694226149737,0.934176843046144,0.0288730951199992,0.6682973498860838,0.016951254572211,ECM_diversity_rf_VPS6_LP4_REGRESSION
0.7139622086281425,0.0196082587853965,0.9363622996280812,0.0296762214196779,0.670069832227701,0.017878085739993,ECM_diversity_rf_VPS5_LP4_REGRESSION
0.7133321623214586,0.0195987346076518,0.9373445378243648,0.0289098716834349,0.6714203137575722,0.0168299071854059,ECM_diversity_rf_VPS7_LP5_REGRESSION
0.7121918096640304,0.019052820936506,0.9393851346946388,0.0305015251277827,0.6735657585291541,0.0179632667021507,ECM_diversity_rf_VPS3_LP3_REGRESSION
0.7114896189872524,0.0188863998474244,0.9404060276069152,0.0284128426430263,0.6746313311795681,0.0166693559191447,ECM_diversity_rf_VPS6_LP5_REGRESSION
0.710893020141941,0.0197203594956963,0.9414721018860048,0.0311410865141758,0.6762011784292375,0.0186974999535857,ECM_diversity_rf_VPS2_LP2_REGRESSION
0.7106169125131497,0.0194126890380303,0.9418467632747696,0.0295095913124396,0.6748215427470364,0.0177065364055474,ECM_diversity_rf_VPS4_LP4_REGRESSION
0.7098029311528593,0.0193349598550668,0.9431398335041742,0.0289563407400402,0.6769504070202654,0.0169553569061064,ECM_diversity_rf_VPS5_LP5_REGRESSION
0.7094602236973729,0.0196828201376666,0.9436899917547912,0.0293324668984839,0.6777994245486487,0.017015134319345,ECM_diversity_rf_VPS7_LP6_REGRESSION
0.7069146962405696,0.0192403388220524,0.9477746740494428,0.0278387330406212,0.6810919606594013,0.0162251778166571,ECM_diversity_rf_VPS6_LP6_REGRESSION
0.7062076908559524,0.0191768785675838,0.949041594862878,0.0295427473648453,0.6827542733175791,0.0176647276528849,ECM_diversity_rf_VPS3_LP4_REGRESSION
0.7058982834052628,0.019232540264784,0.94945765051804,0.0283708574219744,0.6831772181677248,0.0168108885986276,ECM_diversity_rf_VPS4_LP5_REGRESSION
0.7048264416898723,0.0193855688774587,0.9512092790092876,0.0289909603732124,0.6845042454650685,0.0170362224493948,ECM_diversity_rf_VPS5_LP6_REGRESSION
0.7047951694650593,0.0194931306823055,0.9511692321420276,0.0277283793318395,0.6843344028200976,0.015708934554675,ECM_diversity_rf_VPS7_LP7_REGRESSION
0.7030322549221089,0.0191595895505296,0.9541860373136596,0.0298297125286281,0.6891037082377858,0.0175714596760942,ECM_diversity_rf_VPS2_LP3_REGRESSION
0.7021173451380992,0.0192814136389002,0.9554702311271918,0.0271246938459419,0.6883090506226373,0.0154224559362418,ECM_diversity_rf_VPS6_LP7_REGRESSION
0.7006563457793471,0.0192814965226791,0.95781747520341,0.02717633110797,0.6907036057112818,0.0149434954983231,ECM_diversity_rf_VPS4_LP6_REGRESSION
0.700079370940158,0.0197417265906339,0.958893756561218,0.0302354739481669,0.6915431281802495,0.0176041885879395,ECM_diversity_rf_VPS3_LP5_REGRESSION
0.699766923771656,0.0199576951754951,0.9592240742533734,0.0280727272955998,0.6919092397546479,0.0158822593828431,ECM_diversity_rf_VPS5_LP7_REGRESSION
0.6953094836315784,0.0194673826019,0.966408233938152,0.0283254987880982,0.6985310533761399,0.0161026878452051,ECM_diversity_rf_VPS4_LP7_REGRESSION
0.6948669751791314,0.0192392131560651,0.9671524260847686,0.0286416597632959,0.7007951379796521,0.0169785257974465,ECM_diversity_rf_VPS2_LP4_REGRESSION
0.6940801708422667,0.0199218676180639,0.968402133699264,0.0296515154900823,0.700251923563546,0.0174954166466491,ECM_diversity_rf_VPS3_LP6_REGRESSION
0.6879502648397905,0.0199389798441682,0.9780020618660596,0.0285589267412035,0.7089951615374981,0.0165360376710647,ECM_diversity_rf_VPS3_LP7_REGRESSION
0.6866202068999602,0.0189938453416971,0.9801955493275872,0.028799048493693,0.7126015469537829,0.0169160764153645,ECM_diversity_rf_VPS2_LP5_REGRESSION
