,Variable,Feature_Importance
1,CHELSA_BIO_Annual_Mean_Temperature,1.0
0,CGIAR_PET,0.9181204540632276
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,0.7766956775430931
5,ConsensusLandCover_Human_Development_Percentage,0.7566064827453054
19,SG_SOC_Content_005cm,0.726274111290113
4,CHELSA_BIO_Precipitation_Seasonality,0.645818617430163
20,SG_Sand_Content_005cm,0.6144984699235285
11,EarthEnvTopoMed_Elevation,0.5753891928178649
2,CHELSA_BIO_Annual_Precipitation,0.5579786287396169
21,SG_Soil_pH_H2O_005cm,0.5422875880031475
17,MODIS_NPP,0.47602217809691083
12,EarthEnvTopoMed_Slope,0.4430948344018641
16,GlobBiomass_AboveGroundBiomass,0.43426989377553615
9,EarthEnvTopoMed_AspectCosine,0.4026273960823238
8,EarthEnvTexture_Homogeneity_EVI,0.3876794233880445
7,EarthEnvTexture_Correlation_EVI,0.3699526800915626
15,GHS_Population_Density,0.35185251299525505
13,EarthEnvTopoMed_TopoPositionIndex,0.3483709564952793
10,EarthEnvTopoMed_AspectSine,0.34491080174660743
6,EarthEnvTexture_CoOfVar_EVI,0.3390529756156698
23,primersAML1_AML2_then_NS31_AM1,0.2996618209143285
39,sample_typesoil,0.2756090751325824
26,primersAMV4_5NF_AMDGR,0.24011767813660984
41,sequencing_platform454Roche,0.22791483027143472
42,sequencing_platformIllumina,0.22252157234466274
38,sample_typerhizosphere_soil,0.20930658850083678
37,primersWANDA_AML2,0.17842378270432183
14,EsaCci_BurntAreasProbability,0.1634185534065417
18,SG_Depth_to_bedrock,0.15817633795062375
36,primersNS31_AML2,0.06326058060957915
33,primersNS1_NS4_then_AMV4_5NF_AMDGR,0.03592187452195848
22,primersAML1_AML2_then_AMV4_5NF_AMDGR,0.03110167458701087
29,primersGlomerWT0_Glomer1536_then_NS31_AM1A__GlomerWT0_Glomer1536_then_NS31_AM1B,0.029494788738550264
30,primersGlomerWT0_Glomer1536_then_NS31_AM1A_and_GlomerWT0_Glomer1536_then_NS31_AM1B,0.009321675181382967
31,primersNS1_NS41_then_AML1_AML2,0.0052978414542746224
32,primersNS1_NS4_then_AML1_AML2,0.0048769897632455405
35,primersNS31_AM1,0.0043992663823602535
40,sample_typetopsoil,0.002315281308857948
34,primersNS1_NS4_then_NS31_AM1,0.0012109317612361335
27,primersGeoA2_AML2_then_NS31_AMDGR,0.0011103153927854242
28,primersGeoA2_NS4_then_NS31_AML2,0.00029950815992455356
24,primersAML1_AML2_then_nu_SSU_0595_5__nu_SSU_0948_3_,0.00010837702813661231
25,primersAMV4_5F_AMDGR,0.0
