StDev_MAE,cName,Mean_MAE,Mean_R2,Mean_RMSE,StDev_RMSE,StDev_R2
0.4310389632001876,arbuscular_mycorrhizal_richness_rf_VPS7_LP3_REGRESSION,8.357613802872564,0.7051413882742084,11.735946486899216,0.6437086205921109,0.027769659493838774
0.404059064964258,arbuscular_mycorrhizal_richness_rf_VPS6_LP4_REGRESSION,8.389600891406289,0.7049450418266192,11.74021746454465,0.6041487034741143,0.025269322359362224
0.42069940915214177,arbuscular_mycorrhizal_richness_rf_VPS7_LP4_REGRESSION,8.376452866791604,0.7048532343337649,11.743152008460015,0.6241106118879727,0.02580596757358261
0.40553556858722367,arbuscular_mycorrhizal_richness_rf_VPS7_LP5_REGRESSION,8.394739090886917,0.704582845512217,11.75004988355354,0.6157026630295754,0.024387441517518895
0.41022189298546563,arbuscular_mycorrhizal_richness_rf_VPS6_LP5_REGRESSION,8.409105001157496,0.7044848020806236,11.754101282029781,0.6290138357967573,0.023955102338530064
0.40735184463635793,arbuscular_mycorrhizal_richness_rf_VPS5_LP4_REGRESSION,8.406531979966267,0.7044844768317656,11.754296012832915,0.6207113946007431,0.02319686455170558
0.428921661908724,arbuscular_mycorrhizal_richness_rf_VPS6_LP3_REGRESSION,8.382031504673495,0.7043436446757021,11.752047895264136,0.6312178565686405,0.026990715600406334
0.3911685474084635,arbuscular_mycorrhizal_richness_rf_VPS6_LP6_REGRESSION,8.423097226446547,0.7042209043306947,11.758642287959328,0.6121931196317024,0.023315777619044742
0.41251724619640556,arbuscular_mycorrhizal_richness_rf_VPS5_LP3_REGRESSION,8.399554949070879,0.7040906113270518,11.759855467862888,0.6333847620320899,0.02540628908817605
0.39087070065094054,arbuscular_mycorrhizal_richness_rf_VPS7_LP6_REGRESSION,8.415129910455548,0.7038958608652737,11.764298179635663,0.6130270296275413,0.02388577087044111
0.38982721651548247,arbuscular_mycorrhizal_richness_rf_VPS7_LP7_REGRESSION,8.430504680274566,0.7037571267653286,11.767404857459026,0.6183277614396964,0.024053480415660057
0.38486088703063176,arbuscular_mycorrhizal_richness_rf_VPS6_LP7_REGRESSION,8.450524119564964,0.7036018189141886,11.773320464309103,0.6261246193612189,0.02274659140818726
0.4041910939781331,arbuscular_mycorrhizal_richness_rf_VPS5_LP5_REGRESSION,8.431865747202817,0.70356788734977,11.770822502164064,0.6090084024681816,0.023547036982226505
0.4306719822352664,arbuscular_mycorrhizal_richness_rf_VPS4_LP4_REGRESSION,8.419327739420813,0.703473056757607,11.774062587080822,0.644109518306697,0.025020923551921863
0.4117702537687523,arbuscular_mycorrhizal_richness_rf_VPS4_LP3_REGRESSION,8.40909698002935,0.7033951577605582,11.77255076619708,0.635869988700797,0.02617462726027395
0.3801331583486479,arbuscular_mycorrhizal_richness_rf_VPS5_LP6_REGRESSION,8.45704136039799,0.703302904870627,11.77889911161488,0.6126842177695269,0.021893899704792788
0.4424861212981061,arbuscular_mycorrhizal_richness_rf_VPS7_LP2_REGRESSION,8.401815472331686,0.7022117909976797,11.796210360172525,0.6939675104648366,0.029666748753232754
0.4115353126501495,arbuscular_mycorrhizal_richness_rf_VPS4_LP5_REGRESSION,8.452243094232221,0.7020326206681828,11.803976422456945,0.6398350451293936,0.02392008577989927
0.42958995069412154,arbuscular_mycorrhizal_richness_rf_VPS6_LP2_REGRESSION,8.409418315634476,0.7019616005662144,11.80193352055058,0.6689057135215682,0.027789317952236468
0.3871141426819707,arbuscular_mycorrhizal_richness_rf_VPS5_LP7_REGRESSION,8.487647579292432,0.7015906545258873,11.814394136488893,0.6310429806593972,0.022141697020985812
0.40822568600203574,arbuscular_mycorrhizal_richness_rf_VPS3_LP4_REGRESSION,8.461306751979128,0.7014243672697896,11.811812973841235,0.6125000686205704,0.024754460763353713
0.4024694822383374,arbuscular_mycorrhizal_richness_rf_VPS5_LP2_REGRESSION,8.42440929590922,0.7014213147473904,11.809023903095536,0.6287087281988294,0.02729641232061084
0.41741485277314777,arbuscular_mycorrhizal_richness_rf_VPS4_LP2_REGRESSION,8.422754939001297,0.7013734318714502,11.8112771992363,0.6411244982348718,0.027354052980406694
0.4141094442780365,arbuscular_mycorrhizal_richness_rf_VPS3_LP3_REGRESSION,8.440223759513207,0.7012647779837573,11.815476364530658,0.6294922799442799,0.025411451364782577
0.40046951725078517,arbuscular_mycorrhizal_richness_rf_VPS4_LP6_REGRESSION,8.481820312344752,0.7008895278415849,11.826302928741555,0.6288568709742873,0.023426801662590445
0.399264527763809,arbuscular_mycorrhizal_richness_rf_VPS3_LP5_REGRESSION,8.500132745657421,0.7000797798233294,11.8422916596387,0.631683052148546,0.02359998973695184
