,ECM_diversity,pred_climate_current,AbsResidual,latitude,longitude
0,109.37899780273438,66.0457534790039,43.33324432373047,8.337500000000006,-82.2375
1,131.72900390625,94.93394470214844,36.79505920410156,17.162499999999994,-96.6375
2,120.38899993896484,99.3603515625,21.028648376464844,19.170833333333334,-97.30416666666667
3,163.89700317382812,89.63531494140625,74.26168823242188,22.19583333333334,-102.60416666666667
4,112.39299774169922,64.95561218261719,47.43738555908203,29.454166666666666,79.22916666666669
5,144.24099731445312,67.03800201416016,77.20299530029297,29.495833333333337,79.13749999999999
6,23.666666666666668,54.121253967285156,30.45458730061849,22.64583333333333,-100.42083333333333
7,37.497667948404946,42.42600631713867,4.928338368733726,17.954166666666666,-67.12916666666666
8,36.499000549316406,53.971797943115234,17.472797393798828,17.97083333333333,-66.87916666666666
9,1,46.5223274230957,45.5223274230957,17.97083333333333,-66.87083333333334
10,5,50.865699768066406,45.865699768066406,17.97916666666667,-66.87916666666666
11,1,32.757991790771484,31.757991790771484,-25.870833333333337,-54.179166666666674
12,0,37.52528762817383,37.52528762817383,-25.85416666666667,-53.929166666666674
13,0,33.30625534057617,33.30625534057617,-25.83749999999999,-53.929166666666674
14,5.999499797821045,37.25597381591797,31.256474018096924,-17.120833333333337,145.62916666666666
15,1.5,37.660160064697266,36.160160064697266,-17.10416666666667,145.6125
16,2,44.10417938232422,42.10417938232422,-17.09583333333333,145.62083333333334
17,6.08299986521403,49.6861457824707,43.603145917256676,-16.10416666666667,145.44583333333333
18,0,31.535280227661133,31.535280227661133,-3.9791666666666714,-73.42916666666667
19,0,35.58224868774414,35.58224868774414,10.479166666666671,-61.1125
20,0.3333333333333333,31.73719024658203,31.4038569132487,10.479166666666671,-61.09583333333333
21,19.499000549316406,58.33488464355469,38.83588409423828,-25.0625,46.87083333333334
22,48.99399948120117,56.70382308959961,7.7098236083984375,-24.987499999999997,46.929166666666674
23,51.999000549316406,60.649593353271484,8.650592803955078,-24.77916666666667,47.17083333333332
24,53.097999572753906,52.07318115234375,1.0248184204101562,-24.754166666666663,46.85416666666666
25,58.16400146484375,57.73561096191406,0.4283905029296875,-24.745833333333337,46.85416666666666
26,104.53066507975261,72.25991821289062,32.270746866861984,-22.537499999999994,45.37083333333334
27,42.99700164794922,57.58511734008789,14.588115692138672,-18.912499999999994,47.92083333333332
28,87.12200164794922,70.92742156982422,16.194580078125,-17.02916666666667,145.58749999999998
29,91.447998046875,58.48921585083008,32.95878219604492,-17.02916666666667,145.60416666666669
