sample_id,latitude,longitude,myco_diversity,est_s_e,x95_percent_lower,x95_percent_upper,raw_obs_div,sample_type,sequencing_platform,target_marker,primers,top,bot,core_length,seq_depth
FMS00238v3,52.04222,6.020833,12.996,11.656,5.987,69.786,5,soil,Illumina,ITS2,fITS9/ITS4,,,,1950
FMS00240v3,52.04222,6.020833,1,0.082,1,1.168,1,soil,Illumina,ITS2,fITS9/ITS4,,,,2178
FMS00241v3,52.0175,5.976667,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,5771
FMS00242v3,46.25306,14.974722,6.999,4.341,4.373,28.087,4,soil,Illumina,ITS2,fITS9/ITS4,,,,3339
FMS00243v3,52.04222,6.020833,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,5901
FMS00244v3,45.86333,14.055556,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,3302
FMS00245v3,52.04222,6.020833,2,0.489,2,3.64,2,soil,Illumina,ITS2,fITS9/ITS4,,,,5645
FMS00247v3,46.25306,14.974722,9.993,6.963,4.979,40.683,4,soil,Illumina,ITS2,fITS9/ITS4,,,,855
FMS00248v3,46.25306,14.974722,3.5,1.322,3.03,11.435,3,soil,Illumina,ITS2,fITS9/ITS4,,,,1062
FMS00249v3,52.04222,6.020833,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,2978
FMS00250v3,40.00722,21.298056,18.497,17.135,7.665,99.81,6,soil,Illumina,ITS2,fITS9/ITS4,,,,3727
FMS00251v3,52.0175,5.976667,4,2.121,3.077,15.922,3,soil,Illumina,ITS2,fITS9/ITS4,,,,9729
FMS00252v3,45.84556,13.9675,38.495,31.102,17.589,181.173,14,soil,Illumina,ITS2,fITS9/ITS4,,,,4539
FMS00253v3,46.56028,16.616111,3,2.041,2.081,14.322,2,soil,Illumina,ITS2,fITS9/ITS4,,,,2818
FMS00254v3,46.20278,14.648611,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,4987
FMS00255v3,46.25306,14.974722,10.999,7.012,5.973,41.988,5,soil,Illumina,ITS2,fITS9/ITS4,,,,10378
FMS00256v3,52.0175,5.976667,6,4.286,3.38,26.705,3,soil,Illumina,ITS2,fITS9/ITS4,,,,7500
FMS00257v3,52.04222,6.020833,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,4239
FMS00258v3,46.18556,15.095278,5.999,4.285,3.38,26.701,3,soil,Illumina,ITS2,fITS9/ITS4,,,,3555
FMS00259v3,52.04222,6.020833,3,0.5,3,4.569,3,soil,Illumina,ITS2,fITS9/ITS4,,,,3777
FMS00260v3,40.00722,21.298056,34.493,31.1,13.589,177.165,10,soil,Illumina,ITS2,fITS9/ITS4,,,,3678
FMS00261v3,52.04222,6.020833,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,4944
FMS00262v3,52.04222,6.020833,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,3498
FMS00263v3,52.04222,6.020833,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,3335
FMS00264v3,46.14333,13.873889,8.498,7.191,4.495,44.9,4,soil,Illumina,ITS2,fITS9/ITS4,,,,2301
FMS00265v3,45.86333,14.055556,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,4702
FMS00266v3,40.65889,23.128889,9.996,6.967,4.98,40.704,4,soil,Illumina,ITS2,fITS9/ITS4,,,,1713
FMS00267v3,40.99361,21.8025,2.999,2.04,2.081,14.317,2,soil,Illumina,ITS2,fITS9/ITS4,,,,1281
FMS00268v3,52.04222,6.020833,2,0.489,2,3.64,2,soil,Illumina,ITS2,fITS9/ITS4,,,,2912
FMS00269v3,46.25306,14.974722,6.998,4.34,4.373,28.079,4,soil,Illumina,ITS2,fITS9/ITS4,,,,1523
FMS00270v3,52.04222,6.020833,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,4921
FMS00271v3,52.04222,6.020833,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,7559
FMS00272v3,46.00556,14.745833,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,861
FMS00274v3,46.20444,14.809167,3.25,0.729,3.013,7.731,3,soil,Illumina,ITS2,fITS9/ITS4,,,,2243
FMS00275v3,46.20278,14.648611,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,2361
FMS00276v3,52.04222,6.020833,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,2957
FMS00277v3,46.20444,14.809167,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,410
FMS00278v3,46.00556,14.745833,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,910
FMS00279v3,46.20278,14.648611,30.123,9.016,22.264,65.271,20,soil,Illumina,ITS2,fITS9/ITS4,,,,6284
FMS00280v3,40.65889,23.128889,3,2.041,2.081,14.324,2,soil,Illumina,ITS2,fITS9/ITS4,,,,6800
FMS00281v3,52.04222,6.020833,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,5185
FMS00282v3,52.04222,6.020833,20.997,13.454,9.326,73.619,6,soil,Illumina,ITS2,fITS9/ITS4,,,,5143
FMS00283v3,46.25306,14.974722,3,0.529,3,4.689,3,soil,Illumina,ITS2,fITS9/ITS4,,,,877
FMS00284v3,52.04222,6.020833,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,2846
FMS00285v3,46.20444,14.809167,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,3457
FMS00286v3,40.00722,21.298056,9.999,6.97,4.98,40.719,4,soil,Illumina,ITS2,fITS9/ITS4,,,,6790
FMS00287v3,52.04222,6.020833,7.249,3.395,5.266,24.031,5,soil,Illumina,ITS2,fITS9/ITS4,,,,2431
FMS00288v3,40.99361,21.8025,1,0.481,1,3.074,1,soil,Illumina,ITS2,fITS9/ITS4,,,,140
FMS00289v3,52.04222,6.020833,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,4265
FMS00290v3,45.84556,13.9675,5.998,3.738,4.181,26.11,4,soil,Illumina,ITS2,fITS9/ITS4,,,,1081
FMS00291v3,45.86333,14.055556,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,4343
FMS00292v3,46.18556,15.095278,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,4656
FMS00293v3,40.00722,21.298056,27.994,17.179,12.16,92.412,7,soil,Illumina,ITS2,fITS9/ITS4,,,,3253
FMS00294v3,40.00722,21.298056,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,4795
FMS00295v3,52.04222,6.020833,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,2617
FMS00296v3,46.15056,15.671111,5.5,1.323,5.03,13.44,5,soil,Illumina,ITS2,fITS9/ITS4,,,,4158
FMS00297v3,46.20444,14.809167,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,4775
FMS00298v3,52.04222,6.020833,2.5,1.322,2.03,10.439,2,soil,Illumina,ITS2,fITS9/ITS4,,,,2859
FMS00300v3,52.04222,6.020833,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,5616
FMS00301v3,52.0175,5.976667,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,1585
FMS00303v3,46.20444,14.809167,5.998,4.284,3.379,26.694,3,soil,Illumina,ITS2,fITS9/ITS4,,,,1619
FMS00304v3,40.65889,23.128889,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,5169
FMS00305v3,52.04222,6.020833,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,7737
FMS00306v3,46.14333,13.873889,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,1340
FMS00307v3,40.00722,21.298056,19.496,17.134,8.665,100.809,7,soil,Illumina,ITS2,fITS9/ITS4,,,,3547
FMS00308v3,46.20444,14.809167,5.999,4.285,3.379,26.697,3,soil,Illumina,ITS2,fITS9/ITS4,,,,2071
FMS00309v3,43.38722,19.623333,9.997,6.968,4.98,40.708,4,soil,Illumina,ITS2,fITS9/ITS4,,,,2209
FMS00310v3,50.28611,8.764444,2,0.482,2,3.609,2,soil,Illumina,ITS2,fITS9/ITS4,,,,2898
FMS00311v3,50.06262,8.387867,5.997,4.282,3.379,26.683,3,soil,Illumina,ITS2,fITS9/ITS4,,,,929
FMS00312v3,50.15861,8.821667,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,13005
FMS00313v3,48.43722,14.565278,1,0.082,1,1.168,1,soil,Illumina,ITS2,fITS9/ITS4,,,,10999
FMS00314v3,45.65028,13.863611,3,2.041,2.081,14.325,2,soil,Illumina,ITS2,fITS9/ITS4,,,,18365
FMS00315v3,42.44722,19.426944,4,2.121,3.077,15.922,3,soil,Illumina,ITS2,fITS9/ITS4,,,,7936
FMS00316v3,45.7575,13.986667,7,4.342,4.373,28.092,4,soil,Illumina,ITS2,fITS9/ITS4,,,,9990
FMS00317v3,46.07778,14.909722,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,2624
FMS00319v3,48.3275,13.233889,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,1797
FMS00320v3,40.96333,21.956111,8,1.871,7.09,18.064,7,soil,Illumina,ITS2,fITS9/ITS4,,,,16012
FMS00321v3,42.49778,19.5275,3,2.041,2.081,14.325,2,soil,Illumina,ITS2,fITS9/ITS4,,,,11311
FMS00323v3,46.00861,14.125278,27.991,23.611,12.531,137.904,10,soil,Illumina,ITS2,fITS9/ITS4,,,,2069
FMS00324v3,51.98389,5.892222,2,0.342,2,2.865,2,soil,Illumina,ITS2,fITS9/ITS4,,,,1439
FMS00325v3,42.44722,19.426944,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,8948
FMS00326v3,50.15861,8.821667,1,0.342,1,1.932,1,soil,Illumina,ITS2,fITS9/ITS4,,,,6251
FMS00327v3,48.41361,14.373611,18,2.645,16.279,30.359,16,soil,Illumina,ITS2,fITS9/ITS4,,,,8082
FMS00328v3,40.70194,23.070278,3.999,2.12,3.077,15.916,3,soil,Illumina,ITS2,fITS9/ITS4,,,,1507
FMS00330v3,46.00861,14.125278,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,3976
FMS00331v3,42.49778,19.5275,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,13178
FMS00332v3,50.14187,8.062383,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,1651
FMS00333v3,45.82861,14.1025,11.999,7.047,6.967,43.209,6,soil,Illumina,ITS2,fITS9/ITS4,,,,7543
FMS00334v3,52.15574,5.365936,19.785,2.189,18.273,29.67,18,soil,Illumina,ITS2,fITS9/ITS4,,,,5652
FMS00335v3,40.92,21.108611,2.999,2.04,2.081,14.318,2,soil,Illumina,ITS2,fITS9/ITS4,,,,1439
FMS00337v3,48.3275,13.233889,28.246,13.15,18.201,84.144,16,soil,Illumina,ITS2,fITS9/ITS4,,,,3397
FMS00338v3,48.45417,14.334167,9.998,6.969,4.98,40.713,4,soil,Illumina,ITS2,fITS9/ITS4,,,,3238
FMS00340v3,40.88111,23.041389,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,3323
FMS00342v3,40.91306,21.8925,12.498,7.191,8.495,48.9,8,soil,Illumina,ITS2,fITS9/ITS4,,,,2223
FMS00346v3,46.48333,13.914167,1,0.134,1,1.286,1,soil,Illumina,ITS2,fITS9/ITS4,,,,305
FMS00347v3,48.41361,14.373611,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,903
FMS00348v3,40.91306,21.8925,2.5,1.323,2.03,10.441,2,soil,Illumina,ITS2,fITS9/ITS4,,,,10013
FMS00349v3,45.7575,13.986667,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,1640
FMS00350v3,52.10833,5.808333,4,2.121,3.077,15.919,3,soil,Illumina,ITS2,fITS9/ITS4,,,,2673
FMS00351v3,45.98528,13.951111,1,0.134,1,1.286,1,soil,Illumina,ITS2,fITS9/ITS4,,,,9059
FMS00352v3,50.22667,8.824167,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,2422
FMS00353v3,45.65028,13.863611,1,0.482,1,3.076,1,soil,Illumina,ITS2,fITS9/ITS4,,,,478
FMS00355v3,48.43722,14.565278,14.998,10.039,6.946,56.369,5,soil,Illumina,ITS2,fITS9/ITS4,,,,4483
FMS00356v3,51.93528,5.698611,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,6473
FMS00358v3,45.56861,13.983611,17.998,10.172,10.52,62.268,9,soil,Illumina,ITS2,fITS9/ITS4,,,,5623
FMS00359v3,48.50944,13.447778,88.996,83.566,28.777,457.12,17,soil,Illumina,ITS2,fITS9/ITS4,,,,19938
FMS00361v3,51.98389,5.892222,19.495,17.133,8.665,100.801,7,soil,Illumina,ITS2,fITS9/ITS4,,,,2754
FMS00363v3,50.22667,8.824167,3,2.041,2.081,14.323,2,soil,Illumina,ITS2,fITS9/ITS4,,,,4502
FMS00364v3,43.39583,19.549444,7.167,0.536,7.008,10.531,7,soil,Illumina,ITS2,fITS9/ITS4,,,,1536
FMS00366v3,45.98528,13.951111,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,6882
FMS00368v3,50.24417,8.756667,6,4.286,3.38,26.705,3,soil,Illumina,ITS2,fITS9/ITS4,,,,8972
FMS00369v3,46.07778,14.909722,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,5074
FMS00370v3,41.66611,23.200556,19.497,17.135,8.665,100.814,7,soil,Illumina,ITS2,fITS9/ITS4,,,,4400
FMS00371v3,46.14528,15.688889,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,3158
FMS00372v3,52.1375,5.935278,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,10299
FMS00373v3,48.45417,14.334167,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,8399
FMS00375v3,46.585,13.773889,7,4.342,4.374,28.092,4,soil,Illumina,ITS2,fITS9/ITS4,,,,10710
FMS00376v3,41.01417,21.335278,14.997,10.038,6.946,56.363,5,soil,Illumina,ITS2,fITS9/ITS4,,,,2950
FMS00377v3,46.14528,15.688889,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,4506
FMS00379v3,42.565,19.371389,12.999,11.66,5.987,69.809,5,soil,Illumina,ITS2,fITS9/ITS4,,,,6717
FMS00380v3,52.10028,5.735833,1,0.342,1,1.932,1,soil,Illumina,ITS2,fITS9/ITS4,,,,6660
FMS00381v3,40.70167,23.191389,14.245,7.546,8.973,48.1,8,soil,Illumina,ITS2,fITS9/ITS4,,,,1249
FMS00382v3,41.01417,21.335278,3,2.041,2.081,14.322,2,soil,Illumina,ITS2,fITS9/ITS4,,,,3235
FMS00383v3,50.15472,8.822778,4,2.121,3.077,15.921,3,soil,Illumina,ITS2,fITS9/ITS4,,,,5053
FMS00384v3,51.9125,5.881389,2.999,2.04,2.081,14.318,2,soil,Illumina,ITS2,fITS9/ITS4,,,,1551
FMS00385v3,52.08611,5.9225,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,5321
FMS00386v3,50.225,8.629167,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,17811
FMS00387v3,46.48333,13.914167,11.999,7.047,6.967,43.211,6,soil,Illumina,ITS2,fITS9/ITS4,,,,10991
FMS00388v3,42.49778,19.5275,5,3.741,3.181,25.126,3,soil,Illumina,ITS2,fITS9/ITS4,,,,9225
FMS00389v3,40.70194,23.070278,4.25,0.729,4.013,8.732,4,soil,Illumina,ITS2,fITS9/ITS4,,,,3044
FMS00391v3,45.82861,14.1025,5.999,2.197,5.074,18.494,5,soil,Illumina,ITS2,fITS9/ITS4,,,,1576
FMS00392v3,46.00861,14.125278,3.5,1.323,3.03,11.44,3,soil,Illumina,ITS2,fITS9/ITS4,,,,4524
FMS00393v3,50.14194,8.698333,3.999,2.12,3.077,15.917,3,soil,Illumina,ITS2,fITS9/ITS4,,,,1842
FMS00394v3,42.87694,19.558056,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,4272
FMS00396v3,46.22806,14.773056,18.998,10.171,11.52,63.265,10,soil,Illumina,ITS2,fITS9/ITS4,,,,4128
FMS00397v3,46.585,13.773889,1,0.342,1,1.932,1,soil,Illumina,ITS2,fITS9/ITS4,,,,11250
FMS00398v3,46.01472,14.072778,14.999,10.041,6.946,56.376,5,soil,Illumina,ITS2,fITS9/ITS4,,,,12648
FMS00399v3,45.82861,14.1025,5.998,4.284,3.379,26.694,3,soil,Illumina,ITS2,fITS9/ITS4,,,,1627
FMS00400v3,48.40417,13.259722,18.124,6.077,13.209,43.029,12,soil,Illumina,ITS2,fITS9/ITS4,,,,5499
FMS00401v3,48.28778,13.176944,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,3905
FMS00403v3,50.24417,8.756667,13.998,11.659,6.987,70.804,6,soil,Illumina,ITS2,fITS9/ITS4,,,,4391
FMS00404v3,50.02867,8.215833,4.5,1.322,4.03,12.438,4,soil,Illumina,ITS2,fITS9/ITS4,,,,1963
FMS00405v3,42.35194,19.25,2.999,2.04,2.081,14.316,2,soil,Illumina,ITS2,fITS9/ITS4,,,,1185
FMS00407v3,48.60472,14.4225,2.999,2.039,2.081,14.315,2,soil,Illumina,ITS2,fITS9/ITS4,,,,1038
FMS00408v3,48.43778,13.375278,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,769
FMS00409v3,50.14194,8.698333,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,7665
FMS00410v3,46.17083,14.761944,5,2.167,4.075,17.267,4,soil,Illumina,ITS2,fITS9/ITS4,,,,2177
FMS00412v3,51.98,4.915,18.49,17.126,7.664,99.764,6,soil,Illumina,ITS2,fITS9/ITS4,,,,1303
FMS00413v3,40.75028,23.006667,9.4,0.867,9.03,14.308,9,soil,Illumina,ITS2,fITS9/ITS4,,,,2450
FMS00415v3,52.10833,5.808333,21.165,8.276,14.572,55.416,13,soil,Illumina,ITS2,fITS9/ITS4,,,,6586
FMS00416v3,45.7575,13.986667,13.999,1.87,13.09,24.057,13,soil,Illumina,ITS2,fITS9/ITS4,,,,1236
FMS00417v3,50.11222,8.767433,16.5,2.958,14.399,29.643,14,soil,Illumina,ITS2,fITS9/ITS4,,,,5127
FMS00418v3,50.225,8.629167,3,2.041,2.081,14.323,2,soil,Illumina,ITS2,fITS9/ITS4,,,,4033
FMS00419v3,48.40222,14.418889,1,0.342,1,1.931,1,soil,Illumina,ITS2,fITS9/ITS4,,,,216
FMS00420v3,50.26639,8.671111,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,13011
FMS00421v3,42.87694,19.558056,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,10692
FMS00422v3,50.11222,8.767433,11.5,2.291,10.175,22.882,10,soil,Illumina,ITS2,fITS9/ITS4,,,,3334
FMS00423v3,46.12083,15.641389,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,1813
FMS00424v3,52.08611,5.9225,9.999,6.971,4.98,40.721,4,soil,Illumina,ITS2,fITS9/ITS4,,,,9795
FMS00425v3,42.57083,19.281667,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,13122
FMS00426v3,41.01417,21.335278,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,2654
FMS00427v3,52.05861,5.74,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,1898
FMS00428v3,52.05861,5.74,2,0.529,2,3.838,2,soil,Illumina,ITS2,fITS9/ITS4,,,,1795
FMS00429v3,52.1375,5.935278,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,3890
FMS00430v3,46.12083,15.641389,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,3437
FMS00431v3,41.66611,23.200556,33.555,3.358,30.743,47.008,30,soil,Illumina,ITS2,fITS9/ITS4,,,,5379
FMS00432v3,51.93528,5.698611,8.249,3.395,6.266,25.034,6,soil,Illumina,ITS2,fITS9/ITS4,,,,3978
FMS00434v3,42.565,19.371389,2,0.342,2,2.864,2,soil,Illumina,ITS2,fITS9/ITS4,,,,2646
FMS00435v3,50.24417,8.756667,11.6,2.161,10.217,21.789,10,soil,Illumina,ITS2,fITS9/ITS4,,,,5253
FMS00436v3,46.585,13.773889,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,4419
FMS00438v3,50.11222,8.767433,4,0.631,4,5.91,4,soil,Illumina,ITS2,fITS9/ITS4,,,,3551
FMS00439v3,52.06694,6.074444,4,2.121,3.077,15.92,3,soil,Illumina,ITS2,fITS9/ITS4,,,,3687
FMS00440v3,50.15861,8.821667,10,6.971,4.98,40.722,4,soil,Illumina,ITS2,fITS9/ITS4,,,,15839
FMS00441v3,50.24417,8.756667,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,5790
FMS00442v3,46.14528,15.688889,3,2.04,2.081,14.32,2,soil,Illumina,ITS2,fITS9/ITS4,,,,2145
FMS00443v3,42.54944,19.212222,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,4590
FMS00445v3,46.01472,14.072778,4,0.572,4,5.799,4,soil,Illumina,ITS2,fITS9/ITS4,,,,4804
FMS00446v3,50.24417,8.756667,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,1218
FMS00447v3,52.10833,5.808333,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,12634
FMS00448v3,51.9125,5.881389,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,6991
FMS00449v3,50.14194,8.698333,6,4.286,3.38,26.707,3,soil,Illumina,ITS2,fITS9/ITS4,,,,23257
FMS00450v3,42.44722,19.426944,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,6417
FMS00452v3,50.00225,8.437983,5,3.741,3.181,25.124,3,soil,Illumina,ITS2,fITS9/ITS4,,,,4691
FMS00453v3,48.43722,14.565278,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,248
FMS00454v3,52.10028,5.735833,18.498,17.137,7.665,99.823,6,soil,Illumina,ITS2,fITS9/ITS4,,,,7886
FMS00455v3,43.38722,19.623333,6,1.87,5.09,16.061,5,soil,Illumina,ITS2,fITS9/ITS4,,,,2731
FMS00456v3,48.57139,13.466389,8.497,7.19,4.495,44.894,4,soil,Illumina,ITS2,fITS9/ITS4,,,,1669
FMS00457v3,48.43722,14.565278,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,1741
FMS00458v3,50.24417,8.756667,1,0.217,1,1.501,1,soil,Illumina,ITS2,fITS9/ITS4,,,,1540
FMS00460v3,42.57083,19.281667,51.995,25.583,26.278,142.051,16,soil,Illumina,ITS2,fITS9/ITS4,,,,6713
FMS00461v3,48.40417,13.259722,12.999,11.66,5.987,69.809,5,soil,Illumina,ITS2,fITS9/ITS4,,,,6369
FMS00462v3,50.15861,8.821667,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,1342
FMS00463v3,48.43722,14.565278,5,1.87,4.09,15.061,4,soil,Illumina,ITS2,fITS9/ITS4,,,,2627
FMS00464v3,48.43778,13.375278,12.499,7.192,8.495,48.91,8,soil,Illumina,ITS2,fITS9/ITS4,,,,5141
FMS00465v3,50.15861,8.821667,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,6306
FMS00466v3,50.06262,8.387867,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,5386
FMS00467v3,40.70167,23.191389,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,14504
FMS00469v3,43.54139,19.4775,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,2406
FMS00470v3,48.40417,13.259722,4,2.121,3.077,15.921,3,soil,Illumina,ITS2,fITS9/ITS4,,,,4775
FMS00471v3,50.15472,8.822778,3,2.041,2.081,14.325,2,soil,Illumina,ITS2,fITS9/ITS4,,,,11889
FMS00473v3,42.35194,19.25,14.997,11.657,7.987,71.793,7,soil,Illumina,ITS2,fITS9/ITS4,,,,2490
FMS00474v3,48.43778,13.375278,7,4.342,4.374,28.093,4,soil,Illumina,ITS2,fITS9/ITS4,,,,16593
FMS00475v3,50.00225,8.437983,1,0.482,1,3.076,1,soil,Illumina,ITS2,fITS9/ITS4,,,,317
FMS00476v3,41.66611,23.200556,30.666,10.27,22.181,72.171,20,soil,Illumina,ITS2,fITS9/ITS4,,,,17076
FMS00478v3,40.70194,23.070278,6,3.741,4.181,26.126,4,soil,Illumina,ITS2,fITS9/ITS4,,,,7948
FMS00479v3,48.43722,14.565278,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,2354
FMS00481v3,50.02867,8.215833,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,1573
FMS00482v3,50.06262,8.387867,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,3024
FMS00484v3,48.57139,13.466389,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,5775
FMS00485v3,42.87694,19.558056,3,2.041,2.081,14.324,2,soil,Illumina,ITS2,fITS9/ITS4,,,,5708
FMS00486v3,40.96333,21.956111,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,12374
FMS00487v3,52.05861,5.74,3,2.041,2.081,14.324,2,soil,Illumina,ITS2,fITS9/ITS4,,,,6455
FMS00488v3,50.28611,8.764444,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,9084
FMS00489v3,50.26639,8.671111,4.25,0.729,4.013,8.732,4,soil,Illumina,ITS2,fITS9/ITS4,,,,5167
FMS00490v3,48.60472,14.4225,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,6317
FMS00491v3,48.50944,13.447778,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,7949
FMS00492v3,40.88111,23.041389,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,23295
FMS00493v3,42.43028,19.636667,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,4875
FMS00494v3,40.75028,23.006667,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,4509
FMS00495v3,52.06694,6.074444,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,18845
FMS00496v3,45.56861,13.983611,1,0.482,1,3.077,1,soil,Illumina,ITS2,fITS9/ITS4,,,,2650
FMS00497v3,40.75028,23.006667,6.25,0.729,6.013,10.732,6,soil,Illumina,ITS2,fITS9/ITS4,,,,5958
FMS00498v3,43.39583,19.549444,14.998,10.039,6.946,56.369,5,soil,Illumina,ITS2,fITS9/ITS4,,,,4613
FMS00499v3,43.54139,19.4775,0,0,0,0,0,soil,Illumina,ITS2,fITS9/ITS4,,,,2987
FMS00500v3,51.98389,5.892222,38.399,11.179,27.747,79.331,24,soil,Illumina,ITS2,fITS9/ITS4,,,,16802
