,StDev_MAE,cName,Mean_MAE,Mean_R2,Mean_RMSE,StDev_RMSE,StDev_R2
0,0.49076081732752885,AMF_diversity_rf_VPS7_LP5,3.9243898557342143,0.42229504185041067,8.833967200893177,2.508715904904311,0.13758443806733073
1,0.48876571323101936,AMF_diversity_rf_VPS4_LP4,3.9510069235528453,0.4218261662813859,8.860477760898855,2.5284935153217143,0.1288811666749444
2,0.48483030922042897,AMF_diversity_rf_VPS6_LP5,3.932845000318408,0.41996217198701286,8.864298445011519,2.524672647449702,0.1334281908399503
3,0.49370192104575167,AMF_diversity_rf_VPS4_LP5,3.979206948935036,0.41978844391046605,8.884081343832118,2.544778989543954,0.12796728466984772
4,0.4883925538134423,AMF_diversity_rf_VPS7_LP4,3.909630797268914,0.41961511649704997,8.838484894571655,2.5069829949658837,0.14481261553894853
5,0.48020653544353986,AMF_diversity_rf_VPS6_LP4,3.921467183749151,0.4191179269421467,8.85876988880448,2.516226909186739,0.13759143920789974
6,0.48840185360831684,AMF_diversity_rf_VPS3_LP4,3.990720233761769,0.4183575675940364,8.908877987743823,2.5561337437841285,0.12093371150968876
7,0.4943835790926512,AMF_diversity_rf_VPS7_LP6,3.9575816180621546,0.41810093637493334,8.88196285823083,2.5331108212477935,0.1327042165041661
8,0.4848821548358918,AMF_diversity_rf_VPS5_LP5,3.9578772076770847,0.41801874098754715,8.885048638042141,2.5310192893408794,0.12968199765694646
9,0.48573789908419795,AMF_diversity_rf_VPS6_LP6,3.975518135423454,0.417356015025554,8.88917588809891,2.520178806460464,0.1288034021828094
