,Variable,Feature_Importance
1,CHELSA_BIO_Annual_Mean_Temperature,1.0
0,CGIAR_PET,0.8757250324006041
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,0.7717368686224633
19,SG_SOC_Content_005cm,0.7470875035108934
5,ConsensusLandCover_Human_Development_Percentage,0.6834904015109631
4,CHELSA_BIO_Precipitation_Seasonality,0.6610243713681264
11,EarthEnvTopoMed_Elevation,0.5531676440863156
20,SG_Sand_Content_005cm,0.5483489388279811
21,SG_Soil_pH_H2O_005cm,0.5235899235036527
2,CHELSA_BIO_Annual_Precipitation,0.498294847872072
16,GlobBiomass_AboveGroundBiomass,0.4550754942285156
17,MODIS_NPP,0.4529217329056836
12,EarthEnvTopoMed_Slope,0.4397219445675257
8,EarthEnvTexture_Homogeneity_EVI,0.4146350463014558
9,EarthEnvTopoMed_AspectCosine,0.41118355593195083
10,EarthEnvTopoMed_AspectSine,0.34554532339236765
13,EarthEnvTopoMed_TopoPositionIndex,0.34505691520695175
7,EarthEnvTexture_Correlation_EVI,0.3393824666553399
6,EarthEnvTexture_CoOfVar_EVI,0.32793642184423316
15,GHS_Population_Density,0.3124383152557544
23,primersAML1_AML2_then_NS31_AM1,0.30389401479883066
39,sample_typesoil,0.27771203177068343
41,sequencing_platform454Roche,0.23601420655495634
42,sequencing_platformIllumina,0.23471652644932015
38,sample_typerhizosphere_soil,0.2271736988764094
26,primersAMV4_5NF_AMDGR,0.2118848001576778
37,primersWANDA_AML2,0.21168808032279482
14,EsaCci_BurntAreasProbability,0.16838870302906978
18,SG_Depth_to_bedrock,0.16199399030223577
36,primersNS31_AML2,0.06614189334795312
33,primersNS1_NS4_then_AMV4_5NF_AMDGR,0.03990098060413573
22,primersAML1_AML2_then_AMV4_5NF_AMDGR,0.02635887209511121
29,primersGlomerWT0_Glomer1536_then_NS31_AM1A__GlomerWT0_Glomer1536_then_NS31_AM1B,0.022953133136924982
35,primersNS31_AM1,0.0067051344041863265
30,primersGlomerWT0_Glomer1536_then_NS31_AM1A_and_GlomerWT0_Glomer1536_then_NS31_AM1B,0.00627183595869147
32,primersNS1_NS4_then_AML1_AML2,0.005138475321739713
31,primersNS1_NS41_then_AML1_AML2,0.003809733269935424
27,primersGeoA2_AML2_then_NS31_AMDGR,0.001981933396347702
34,primersNS1_NS4_then_NS31_AM1,0.0010852669118029841
40,sample_typetopsoil,0.0006974897902668909
28,primersGeoA2_NS4_then_NS31_AML2,0.00040003293686546366
24,primersAML1_AML2_then_nu_SSU_0595_5__nu_SSU_0948_3_,8.916151829121128e-05
25,primersAMV4_5F_AMDGR,0.0
