Unnamed: 0,test_index,rep,buffer_size,y_true,y_pred
0,9126,1,750000.0,4.674882809784422,3.2704788930693494
0,9129,1,750000.0,2.0654693763762104,3.730500882088362
0,9131,1,750000.0,5.384325311852503,4.024804853627741
0,9143,1,750000.0,3.979625608367873,4.278239527327978
0,9144,1,750000.0,5.172788189814964,3.595719551692253
0,9145,1,750000.0,3.9415818076696905,3.710000160852564
0,9152,1,750000.0,4.30987251844417,3.658018718236102
0,9156,1,750000.0,0.6931471805599453,4.211873123012165
0,9160,1,750000.0,1.3862943611198906,3.1115381173675574
0,9171,1,750000.0,2.0145029695242247,2.7458758943287447
0,9176,1,750000.0,3.624207562266482,3.635296784471247
0,9189,1,750000.0,5.285181464062784,4.09813412058449
0,9192,1,750000.0,3.256210152746674,3.18113782413063
0,9194,1,750000.0,3.5580871829939187,2.6784382155651736
0,9201,1,750000.0,2.3468890251194545,1.9997781931719645
0,10958,1,750000.0,0.0,3.997297969874718
0,9208,1,750000.0,2.646954639400987,2.3662171992441445
0,9212,1,750000.0,2.6390573296152584,2.149204570047259
0,9215,1,750000.0,3.795219466562171,3.126701600013805
0,9221,1,750000.0,1.0986122886681098,3.425661325405423
0,10961,1,750000.0,4.486183900624509,4.258639116928912
0,10963,1,750000.0,3.943812360436526,2.757794472372933
0,10965,1,750000.0,3.3371920299964204,3.097633518734551
0,10968,1,750000.0,5.6697188509844185,3.987850118364028
0,9228,1,750000.0,1.9459101490553128,2.2281061761503844
0,10975,1,750000.0,5.444113234606875,4.594610506268772
0,10977,1,750000.0,2.5488981636296995,3.2117180352424755
0,10984,1,750000.0,4.564212760544554,4.231079742880999
0,10991,1,750000.0,2.302585092994046,2.865378495383964
0,10993,1,750000.0,4.175632667631043,3.600862486996554
0,10994,1,750000.0,4.426545765846239,2.7888058470228443
0,9231,1,750000.0,4.933675107451947,4.362899359618657
0,10995,1,750000.0,4.828865586958394,3.278282369095425
0,10998,1,750000.0,1.791759469228055,2.4418777154174385
0,9238,1,750000.0,0.6931471805599453,1.9819506285829185
0,9240,1,750000.0,2.199998461950829,2.340026658526329
0,11007,1,750000.0,3.2998657484920524,2.838482113952098
0,9241,1,750000.0,3.3410580781813457,3.635296784471247
0,9242,1,750000.0,3.78314359987158,3.492314221846911
0,11010,1,750000.0,3.295836866004329,3.635296784471247
0,12785,1,750000.0,4.789938735770052,3.948462916600626
0,12786,1,750000.0,1.252762968495368,3.2154742317989458
0,12787,1,750000.0,3.1832486472250494,3.097633518734551
0,12788,1,750000.0,5.888972127256276,3.775618149602529
0,9245,1,750000.0,0.6931471805599453,2.8405540979881208
0,12801,1,750000.0,4.875517939327231,3.639356017556488
0,11029,1,750000.0,3.088767174279244,3.353603200931078
0,12802,1,750000.0,4.627117587786874,3.4776198391617146
0,9247,1,750000.0,4.056850354626167,3.2154742317989458
0,11036,1,750000.0,3.763035606095848,4.077578477499169
0,9250,1,750000.0,4.562711460246845,4.031239577010277
0,11039,1,750000.0,2.847696147839074,4.421636620521041
0,11042,1,750000.0,3.3321330501678625,4.25055204777787
0,12817,1,750000.0,2.3009838322594485,3.1640341534070773
0,11050,1,750000.0,5.1469652471567855,4.137278826339235
0,12819,1,750000.0,1.4955970720723035,2.4526455705575483
0,9252,1,750000.0,3.663023041917479,3.1920415650905536
0,12823,1,750000.0,4.886967438350375,4.303724027475215
0,9254,1,750000.0,3.6545468145128326,3.570522954000185
0,12826,1,750000.0,3.909379515094696,2.9927915356094195
0,9256,1,750000.0,1.791759469228055,1.6311012123907904
0,12829,1,750000.0,3.658420226965841,2.5029519161538247
0,11066,1,750000.0,4.114898514761078,4.361855265899762
0,12838,1,750000.0,3.614155879143344,2.653176032876481
0,9268,1,750000.0,2.1971134681059565,3.018162615765926
0,9271,1,750000.0,5.3486254269115685,3.2519420469233045
0,11079,1,750000.0,3.2099964931666176,4.429082477884839
0,14623,1,750000.0,4.74714704105316,3.79539197249075
