,StDev_MAE,cName,Mean_MAE,Mean_R2,Mean_RMSE,StDev_RMSE,StDev_R2
0,13.883801102800971,Laccaria_rf_VPS2_LP7,40.8350618461339,-0.9934571489230052,272.7162882000358,147.53878802712495,3.3789741233526422
1,13.67404259650798,Laccaria_rf_VPS2_LP6,40.37007431831336,-1.116820191129846,269.9820794135264,144.54341441550162,3.747387917419972
2,13.518901676197649,Laccaria_rf_VPS2_LP5,39.93032669938462,-1.2879097777435073,266.41767980620375,140.495321063082,4.232257456816867
3,13.43954317318484,Laccaria_rf_VPS3_LP7,40.44416527261654,-1.2915103733027045,270.21920081062876,142.90220782620287,4.140241339190771
4,13.229762956347003,Laccaria_rf_VPS4_LP7,40.254240757616856,-1.4459936122727997,268.20310961759594,140.2791053298963,4.5326672748827255
5,13.100330861098412,Laccaria_rf_VPS3_LP6,40.184160896208724,-1.5403922902408107,267.9597660710132,139.56383195681963,4.883725042822116
6,13.182402674255309,Laccaria_rf_VPS2_LP4,39.41587694549306,-1.5620263116205344,264.27790123849144,136.62896857720608,5.008107542078613
7,12.885086942932043,Laccaria_rf_VPS4_LP6,40.014535665008616,-1.6868246206179365,265.1740393141193,136.4113649753348,5.221903874920681
8,13.022350825096627,Laccaria_rf_VPS6_LP7,40.064240502091636,-1.7088129648186623,267.6838895906477,139.10342298134393,5.30397063621311
9,12.935387151047294,Laccaria_rf_VPS3_LP5,39.8325150608479,-1.8015748100124143,265.3555666672558,135.510092041289,5.5641586689896085
