,StDev_MAE,cName,Mean_MAE,Mean_R2,Mean_RMSE,StDev_RMSE,StDev_R2
0,65.85749728373153,Ruhlandiella_rf_VPS5_LP4,243.80592976489908,0.5223172725089265,1157.4025634336176,511.09218174847155,0.15544389305667547
1,65.47487465269897,Ruhlandiella_rf_VPS4_LP4,246.37129055292763,0.5218313536290965,1162.0577596429762,516.9821976597686,0.1542014494758011
2,65.40718626750466,Ruhlandiella_rf_VPS3_LP4,249.95761936372452,0.5199268326637752,1168.2314786070242,519.2722985421575,0.15287105430165762
3,64.25643154456203,Ruhlandiella_rf_VPS6_LP4,243.6477720397726,0.5107501878003038,1158.1727341091012,498.87265747338495,0.14766667996808633
4,65.80112752532449,Ruhlandiella_rf_VPS4_LP5,250.79523297119508,0.508536985739769,1178.7548952872298,526.717035333247,0.16030369240261735
5,65.97139076079654,Ruhlandiella_rf_VPS5_LP5,249.02720434433598,0.5058717941248144,1176.3198500007966,520.0065249797709,0.15969932968840475
6,65.00168121928766,Ruhlandiella_rf_VPS2_LP4,258.9335389170535,0.5051924624714879,1187.7013055608122,525.3075218645819,0.15101333260927235
7,64.76374554775064,Ruhlandiella_rf_VPS7_LP4,243.62882557683662,0.5038437443549726,1163.6253327227203,500.09928433857465,0.14984644955942997
8,66.00539791464692,Ruhlandiella_rf_VPS3_LP5,256.0324419546114,0.5030404425676955,1189.219676036523,529.3902755505359,0.15760605635872763
9,67.27639177468869,Ruhlandiella_rf_VPS4_LP6,255.00403886593494,0.5009681924410483,1194.159227382862,537.3332882033985,0.16676886297902155
