,StDev_MAE,cName,Mean_MAE,Mean_R2,Mean_RMSE,StDev_RMSE,StDev_R2
0,30.68398128488827,Cortinarius_rf_VPS3_LP7,90.26058307509496,0.2770800705753057,685.8651804336334,418.35408999396986,0.4259788173292783
1,30.961420083845073,Cortinarius_rf_VPS2_LP7,91.81722174018455,0.2770758805785638,691.7802573708572,422.62241696062136,0.4123550038571525
2,30.97859839734631,Cortinarius_rf_VPS2_LP6,90.65921549137832,0.27590475101045703,687.1648743118279,420.63119278140215,0.4438619449567614
3,30.281758680471164,Cortinarius_rf_VPS2_LP4,88.19817816909324,0.2700396931425616,673.9110010566588,407.9783699220257,0.47969713583546714
4,30.575706176899086,Cortinarius_rf_VPS3_LP6,88.94519279388832,0.26705133099110434,681.6701695907307,415.03931321748996,0.4655010359712809
5,30.281527399225478,Cortinarius_rf_VPS2_LP5,89.59548941826264,0.2659821092251934,680.2518841425127,414.1863783740868,0.4859119504234054
6,31.288347443176175,Cortinarius_rf_VPS4_LP7,88.8794466428858,0.2547374403597773,687.0171049343277,417.2477317170646,0.4617226913290027
7,30.87095863376927,Cortinarius_rf_VPS4_LP6,88.1181454961795,0.25173128499749453,683.3738045174422,413.2149756314722,0.46553108350034034
8,29.846277820815565,Cortinarius_rf_VPS3_LP5,88.36842649706347,0.2437103723813169,678.9458573527281,409.7606099597681,0.515422075054711
9,30.213408865261293,Cortinarius_rf_VPS4_LP5,87.39025324716336,0.24111571945441063,679.4546420093093,408.57094953036824,0.4936551860807951
