sample_id,CGIAR_PET,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Precipitation_Seasonality,ConsensusLandCover_Human_Development_Percentage,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Slope,EarthEnvTopoMed_TopoPositionIndex,EsaCci_BurntAreasProbability,GHS_Population_Density,GlobBiomass_AboveGroundBiomass,MODIS_NPP,SG_Depth_to_bedrock,SG_Sand_Content_005cm,SG_SOC_Content_005cm,SG_Soil_pH_H2O_005cm,plant_diversity,climate_stability_index,sequencing_platform454Roche,sequencing_platformIllumina,sample_typerhizosphere_soil,sample_typesoil,sample_typetopsoil,primersAML1_AML2_then_AMV4_5NF_AMDGR,primersAML1_AML2_then_NS31_AM1,primersAML1_AML2_then_nu_SSU_0595_5__nu_SSU_0948_3_,primersAMV4_5F_AMDGR,primersAMV4_5NF_AMDGR,primersGeoA2_AML2_then_NS31_AMDGR,primersGeoA2_NS4_then_NS31_AML2,primersGlomerWT0_Glomer1536_then_NS31_AM1A_and_GlomerWT0_Glomer1536_then_NS31_AM1B,primersGlomerWT0_Glomer1536_then_NS31_AM1A__GlomerWT0_Glomer1536_then_NS31_AM1B,primersNS1_NS4_then_AML1_AML2,primersNS1_NS4_then_AMV4_5NF_AMDGR,primersNS1_NS4_then_NS31_AM1,primersNS1_NS41_then_AML1_AML2,primersNS31_AM1,primersNS31_AML2,primersWANDA_AML2,area_sampled,extraction_dna_mass,amf_sampling_density,Resolve_Biome,rwr,CV_Fold_Random,Pixel_Long,Pixel_Lat,CV_Fold_Spatial
S2496,1244.0,142.5,607.194641113281,298.466735839844,77.6982879638672,100,1548.0,2660.0,1145.0,-0.909532308578491,-0.353345960378647,517.0,1.19508421421051,1.0,0.0,1014.77032470703,0.0,4645.2001953125,200.0,23.0080547332764,11.1409015655518,79.1237258911133,1724.0,0.488735646009445,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.0,1.5,0.20793080329895,4,0.0666202687851344,6,108.0625,34.2874984741211,3
S6789,1267.0,131.616271972656,3438.279296875,183.566482543945,24.1966648101807,0,261.0,3851.0,6205.0,0.399324119091034,0.916768729686737,1745.0,5.11938190460205,0.375,0.0,0.0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,2003.0,0.209806859493256,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.25,1.0,1,0.0191947856809016,9,-155.3125,19.8291664123535,1
S5768,1694.0,230.364791870117,1423.07177734375,318.348266601563,76.301643371582,7,483.0,464.0,4806.0,0.165869131684303,-0.939936697483063,870.0,12.9226951599121,-0.125,0.339655488729477,0.0,95.9228439331055,8373.6630859375,170.392425537109,41.8879165649414,36.0839653015137,56.6788749694824,2001.0,0.324267208576202,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,2.0,0.0077580115757882,1,0.0590048538052092,10,98.4375,18.5125007629395,9
S7269,1142.0,141.432769775391,1793.455078125,217.499465942383,49.6950073242188,0,585.0,4005.0,4251.0,-0.0082770371809601,-0.980776429176331,158.5,6.6060037612915,-4.9375,0.285926967859268,0.0133616589009762,68.9662246704102,10998.2001953125,189.464462280273,54.3281631469727,65.0556030273438,53.7201194763184,1627.0,0.247701376676559,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,2.0,0.0173799693584442,4,0.0043216981699514,7,-8.83749961853027,41.7125015258789,8
S6001,735.0,60.5,695.426818847656,212.516738891602,34.1016731262207,29,739.0,3439.0,3038.0,0.228045076131821,0.316227972507477,42.5,1.16738963127136,-0.375,0.0,0.0,114.606575012207,4693.15283203125,200.0,67.1664657592774,159.878143310547,51.4278106689453,833.0,0.521026372909546,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.25,0.118896625936031,4,0.0348149503014596,8,27.2625007629395,58.2958335876465,6
S5459,1261.0,130.567306518555,3437.0693359375,183.533630371094,24.1966648101807,0,296.0,-647.0,4310.0,0.584362030029297,0.81149297952652,1773.5,4.93421936035156,-0.5,0.0,0.0,66.0131530761719,7730.611328125,190.601638793945,48.1131896972656,203.790771484375,49.0102996826172,2003.0,0.209806859493256,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.25,1.0,1,0.0153280267678305,1,-155.3125,19.8208332061768,1
S7017,1021.99993896484,-1.38251972198486,1379.70458984375,187.634185791016,22.5966567993164,0,1769.0,1322.0,2437.0,0.534149944782257,0.770572900772095,2094.5,18.3628196716309,-15.4375,0.0,0.0,1.08088886737823,1275.16369628906,82.6640853881836,48.9281578063965,121.654556274414,57.464786529541,1018.0,0.487811446189881,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.25,0.36523112654686,5,0.0064164062844265,2,-113.345832824707,48.4625015258789,4
S2219,865.0,105.5,809.629821777344,224.5,11.5016736984253,61,919.0,3801.0,3088.0,0.487352997064591,0.226298123598099,37.0,0.619840145111084,-0.25,0.0,17.8955402374268,44.055290222168,8972.9736328125,200.0,40.8821868896484,26.7916603088379,60.9721221923828,1024.0,0.505885779857636,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0.25,0.448400497436523,4,0.0503507891538135,9,4.98750019073486,50.8708343505859,9
S6827,735.0,60.5,695.426818847656,212.516738891602,34.1016731262207,29,739.0,3439.0,3038.0,0.228045076131821,0.316227972507477,42.5,1.16738963127136,-0.375,0.0,0.0,114.606575012207,4693.15283203125,200.0,67.1664657592774,159.878143310547,51.4278106689453,833.0,0.521026372909546,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.25,0.118896625936031,4,0.0554487971760773,10,27.2625007629395,58.2958335876465,6
S6614,1267.0,131.616271972656,3438.279296875,183.566482543945,24.1966648101807,0,261.0,3851.0,6205.0,0.399324119091034,0.916768729686737,1745.0,5.11938190460205,0.375,0.0,0.0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,2003.0,0.209806859493256,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.25,1.0,1,0.0159767040483136,2,-155.3125,19.8291664123535,1
S5282,1254.0,121.616828918457,3194.42333984375,176.583435058594,24.3966884613037,20,751.0,4018.0,3778.0,0.421516209840775,0.906760811805725,1941.0,5.40979671478272,2.0,0.0,0.0,8.91964435577393,10080.4013671875,200.0,42.0232200622559,156.051681518555,55.8342094421387,2003.0,0.209806859493256,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.25,1.0,2,0.0160001064993568,10,-155.329162597656,19.8208332061768,1
S4661,1176.0,185.516448974609,1545.06701660156,331.516448974609,41.1983489990234,100,865.0,3407.0,2064.0,0.897467315196991,-0.440107077360153,125.0,1.89179873466492,0.6875,0.0,204.668762207031,3.32586669921875,4231.673828125,200.0,30.1900615692139,15.6783819198608,61.8697700500488,1979.0,0.33036282658577,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400.0,1.5,0.211864128708839,1,0.0424298506277294,3,111.870834350586,26.7625007629395,3
S5412,1382.0,85.4173583984375,472.174560546875,280.434173583984,102.803298950195,64,635.0,2508.0,3838.0,-0.871313214302063,0.488612920045853,536.0,7.14932441711426,-6.625,0.0,2.0528838634491,1.11786663532257,3403.32641601563,200.0,41.1976509094238,16.6594123840332,74.8985366821289,964.0,0.482208460569382,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.5,0.127311915159225,4,0.101940832544151,1,119.1875,41.1458320617676,7
S911,1542.0,254.516464233398,1661.12731933594,309.533172607422,58.7983093261719,100,566.0,-869.0,1739.0,0.396105974912643,0.464977324008942,47.5,1.09015381336212,1.25,0.0,69.7234649658203,63.2056884765625,8267.60546875,200.0,65.5713195800781,19.1919918060303,51.7577896118164,1501.0,0.198662117123604,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0,0.25,0.0778709873557091,1,0.448188733782743,4,-6.52916669845581,5.01249980926514,10
S2210,788.0,75.5499954223633,923.760314941406,208.549713134766,21.495002746582,23,337.0,2957.0,4168.0,0.237773805856705,0.744687497615814,719.5,2.84063601493835,4.875,0.0,0.0,94.2636413574219,7244.19873046875,200.0,26.1248283386231,53.933780670166,58.1777229309082,1291.0,0.495991736650467,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.6,0.67644602060318,4,0.0331466642818592,2,9.46249961853027,48.4625015258789,2
S3521,1260.0,126.599876403809,3311.09692382813,180.566482543945,24.2983322143555,0,266.0,-809.0,5397.0,0.178679093718529,0.983178436756134,1849.0,5.4882984161377,-1.25,0.0,0.0,12.07164478302,9696.0947265625,198.757888793945,42.4642868041992,173.340545654297,52.8579063415527,2003.0,0.209806859493256,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.25,1.0,2,0.107219274633115,1,-155.320831298828,19.8208332061768,1
S5775,958.0,29.5000400543213,569.598327636719,213.466888427734,59.8983268737793,0,1175.0,3864.0,2576.0,-0.141539439558983,-0.733762145042419,903.0,2.66854190826416,3.4375,0.0,0.0,146.059906005859,5827.3359375,200.0,39.8176612854004,158.673721313477,57.4623641967774,729.0,0.740375220775604,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.25,0.899044096469879,5,0.0110200092977781,3,-118.754165649414,54.5208320617676,9
S6551,1266.0,136.550033569336,3570.7373046875,186.549758911133,23.9983329772949,0,266.0,3682.0,5493.0,0.364866554737091,0.93105810880661,1662.5,5.11083507537842,-2.75,0.0,0.0,58.2741317749024,11470.3583984375,198.435607910156,56.8148612976074,219.562637329102,48.1438026428223,2003.0,0.209806859493256,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.25,1.0,1,0.0371724152585353,5,-155.304168701172,19.8291664123535,1
S1706,1785.0,266.450714111328,1038.05480957031,338.450439453125,92.6966552734375,29,405.0,1383.0,3468.0,-0.759598970413208,-0.0856680795550346,170.5,2.83538103103638,-3.5625,0.113634750247002,6.88286018371582,18.5256881713867,3899.55322265625,200.0,68.4331817626953,13.4079790115356,59.4754409790039,1082.0,0.249914228916168,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,2.0,0.0041956924833357,2,0.155151583234464,2,-38.8791656494141,-4.47916650772095,10
S5017,2116.0,206.5,177.758193969727,360.5,54.6000289916992,0,1182.0,4587.0,4753.0,0.628966569900513,0.77741289138794,59.5,0.35277658700943,0.25,0.0,0.0,0.0,842.000001021187,200.0,79.8501815795899,3.17540144920349,80.9626083374024,905.0,0.209426581859589,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100.0,3.0,0.01852654106915,12,0.0008206812114291,9,9.63749980926514,34.3791656494141,3
S3942,1217.0,170.318557739258,1484.84899902344,308.285675048828,56.3016815185547,51,420.0,2605.0,3683.0,-0.765467047691345,0.553896188735962,156.5,11.6929740905762,-8.125,0.0,0.0,23.2577781677246,7521.8095703125,199.26676940918,31.8555011749268,21.7107906341553,61.3572502136231,2146.0,0.365478485822678,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.5,0.224483504891396,1,0.11114123050352,6,111.054168701172,29.6708335876465,8
S5670,1447.99987792969,100.667510986328,543.984619140625,273.684234619141,41.3966827392578,0,492.0,1602.0,5658.0,0.680227518081665,-0.70455527305603,1652.0,15.0495548248291,5.9375,0.0,0.0,70.8135147094727,5953.7998046875,198.817596435547,48.0841827392578,42.2609901428223,63.0618133544922,2083.0,0.287015438079834,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.5,0.0812075063586235,12,0.0054173247291926,10,-2.83750009536743,37.404167175293,5
S3690,788.0,75.5499954223633,923.760314941406,208.549713134766,21.495002746582,23,337.0,2957.0,4168.0,0.237773805856705,0.744687497615814,719.5,2.84063601493835,4.875,0.0,0.0,94.2636413574219,7244.19873046875,200.0,26.1248283386231,53.933780670166,58.1777229309082,1291.0,0.495991736650467,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.6,0.67644602060318,4,0.0740709621032087,3,9.46249961853027,48.4625015258789,2
S4292,1764.0,247.5,1121.76147460937,331.5,86.5999984741211,18,357.0,1970.0,3870.0,0.31622725725174,0.353553652763367,28.0,0.180314883589745,0.25,1.68552076816559,0.0,42.5550231933594,8134.94921875,200.0,64.4683074951172,13.4860734939575,62.6426887512207,1091.0,0.231753408908844,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.25,0.168792679905891,7,0.0114317160643663,6,34.4541664123535,-18.9375,5
S2296,788.0,75.5499954223633,923.760314941406,208.549713134766,21.495002746582,23,337.0,2957.0,4168.0,0.237773805856705,0.744687497615814,719.5,2.84063601493835,4.875,0.0,0.0,94.2636413574219,7244.19873046875,200.0,26.1248283386231,53.933780670166,58.1777229309082,1291.0,0.495991736650467,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.6,0.67644602060318,4,0.0652357075905421,4,9.46249961853027,48.4625015258789,2
S1196,1437.0,225.516525268555,1863.16589355469,310.483551025391,71.5983276367188,90,408.0,571.0,4061.0,-0.681944310665131,0.298509925603867,68.5,0.814188718795776,-2.25,0.0,2.30278444290161,19.3662223815918,5179.47216796875,200.0,40.5063552856445,22.1292114257813,58.4879722595215,2063.0,0.248197481036186,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100.0,0.25,0.190991297364235,1,0.211995160831256,7,109.1875,22.4125003814697,6
S5953,551.0,3.5,693.200256347656,153.5,30.5933036804199,0,635.0,3114.0,3183.0,-0.707107305526733,-0.707106232643127,60.5,0.313942313194275,-0.1875,0.0,0.0,63.2433776855469,3656.54150390625,199.507858276367,55.7946548461914,115.458068847656,52.2486267089844,599.0,0.549282670021057,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,2.0,0.0070867221802473,11,0.0230243356505248,4,24.7875003814697,70.1458358764648,7
S3357,1429.0,149.483276367188,660.899963378906,312.5,94.7983474731445,100,549.0,2583.0,3400.0,-0.316227436065674,-0.196115523576736,66.0,0.110790431499481,-0.1875,0.0,8.45448303222656,0.0,3199.5859375,200.0,26.3065509796143,14.4510946273804,85.0335083007813,1169.0,0.411948949098587,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47.5,0.5,0.245282277464867,4,0.602216172972986,5,114.5625,35.0125007629395,6
S1238,1271.0,183.5,1647.80053710938,336.5,47.5016441345215,100,820.0,2297.0,2749.0,0.6725914478302,0.740010619163513,59.0,0.51373815536499,-0.75,0.0,10.866870880127,2.17315554618835,4952.607421875,200.0,30.6798858642578,12.464373588562,58.2354621887207,2200.0,0.366397500038147,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400.0,1.5,0.109364666044712,1,0.0716515741423523,8,119.620834350586,29.0208339691162,3
S5244,1254.0,121.616828918457,3194.42333984375,176.583435058594,24.3966884613037,20,751.0,4018.0,3778.0,0.421516209840775,0.906760811805725,1941.0,5.40979671478272,2.0,0.0,0.0,8.91964435577393,10080.4013671875,200.0,42.0232200622559,156.051681518555,55.8342094421387,2003.0,0.209806859493256,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.25,1.0,2,0.0424765409632263,3,-155.329162597656,19.8208332061768,1
S1207,1322.0,191.5,1929.96276855469,336.516815185547,57.600025177002,94,977.0,1966.0,1999.0,0.342072308063507,0.127467289566994,46.5,0.615406095981598,1.75,0.0,49.378532409668,2.11911106109619,4976.37646484375,200.0,38.3463325500488,10.7570762634277,52.7797966003418,2054.0,0.375361829996109,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400.0,1.5,0.168347865343094,4,0.123033670074244,6,116.904167175293,28.2625007629395,5
S3493,1266.0,136.550033569336,3570.7373046875,186.549758911133,23.9983329772949,0,266.0,3682.0,5493.0,0.364866554737091,0.93105810880661,1662.5,5.11083507537842,-2.75,0.0,0.0,58.2741317749024,11470.3583984375,198.435607910156,56.8148612976074,219.562637329102,48.1438026428223,2003.0,0.209806859493256,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.25,1.0,1,0.0427578937066088,9,-155.304168701172,19.8291664123535,1
S5049,931.0,17.5,448.395233154297,220.516738891602,45.4033203125,0,520.0,1847.0,2230.0,0.869116306304932,-0.488793641328812,688.0,0.563658833503723,-0.1875,0.0,0.491363197565079,93.9731521606445,6308.01025390625,200.0,44.4388885498047,181.962295532227,58.1766052246094,659.0,0.707292437553406,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.25,0.808474004268646,6,0.0211906052113417,3,-119.095832824707,56.2458343505859,8
S6384,965.0,8.54960918426514,692.359130859375,192.533187866211,63.6033401489258,0,1038.0,-295.0,2246.0,0.328473031520844,-0.405693888664246,1318.5,3.92698192596436,4.625,0.143388524651527,0.0,130.723373413086,5128.4990234375,199.5625,40.7864189147949,155.768829345703,53.9133071899414,855.0,0.71362042427063,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.25,0.914351284503937,5,0.0095694510161506,4,-118.487503051758,54.1624984741211,9
S4370,1267.0,131.616271972656,3438.279296875,183.566482543945,24.1966648101807,0,261.0,3851.0,6205.0,0.399324119091034,0.916768729686737,1745.0,5.11938190460205,0.375,0.0,0.0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,2003.0,0.209806859493256,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.25,1.0,1,0.120754043552504,10,-155.3125,19.8291664123535,1
S3198,2034.0,204.483306884766,413.625396728516,317.499755859375,87.6950073242188,0,601.0,2520.0,4216.0,-0.986120700836182,0.165471702814102,400.0,0.656249403953552,0.0625,0.0,0.0,36.5486221313477,4923.84912109375,199.923889160156,53.1821594238281,16.7333469390869,68.8826446533203,1208.0,0.168709933757782,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,5.0,0.0388451553881168,7,0.0005812264040406,7,-66.2624969482422,-28.8791675567627,4
S6748,1254.0,121.616828918457,3194.42333984375,176.583435058594,24.3966884613037,20,751.0,4018.0,3778.0,0.421516209840775,0.906760811805725,1941.0,5.40979671478272,2.0,0.0,0.0,8.91964435577393,10080.4013671875,200.0,42.0232200622559,156.051681518555,55.8342094421387,2003.0,0.209806859493256,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.25,1.0,2,0.0247855611575354,4,-155.329162597656,19.8208332061768,1
S3376,669.0,64.4667816162109,594.951904296875,193.450042724609,29.0000286102295,0,617.0,-1691.0,2624.0,-0.806645154953003,-0.55662214756012,0.0,0.230269730091095,-0.3125,0.0,0.0,42.4183120727539,5979.54345703125,148.298202514648,55.295841217041,124.49634552002,50.6208648681641,742.000000028325,0.656052947044373,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.265,0.180691063404083,4,0.0993862925480425,7,19.7875003814697,60.3624992370606,6
S981,1294.0,130.383819580078,885.530212402344,186.383819580078,36.2016716003418,47,1844.0,4602.0,1848.0,0.0037922039628028,-0.650782823562622,2581.5,5.08919334411621,-8.3125,0.0,4.72315645217896,10.342755317688,9880.580078125,199.778549194336,41.6181526184082,60.954029083252,61.7183876037598,2095.0,0.337348461151123,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,5.0,0.0091953417286276,1,0.32032431125457,1,-73.7874984741211,5.09583330154419,3
S6304,942.0,10.5334711074829,563.04248046875,193.566619873047,56.0100059509277,0,753.0,2920.0,3863.0,0.96480005979538,0.0912412628531456,1323.5,2.2123064994812,2.25,0.0,0.0,101.495109558105,4321.5390625,200.0,44.2741317749023,152.875381469727,54.2997741699219,855.0,0.705214321613312,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.25,0.912875831127167,5,0.0073090101905842,5,-118.604164123535,53.8791656494141,9
S5511,1260.0,126.599876403809,3311.09692382813,180.566482543945,24.2983322143555,0,266.0,-809.0,5397.0,0.178679093718529,0.983178436756134,1849.0,5.4882984161377,-1.25,0.0,0.0,12.07164478302,9696.0947265625,198.757888793945,42.4642868041992,173.340545654297,52.8579063415527,2003.0,0.209806859493256,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.25,1.0,2,0.10329267281835,5,-155.320831298828,19.8208332061768,1
S5889,1447.99987792969,100.667510986328,543.984619140625,273.684234619141,41.3966827392578,0,492.0,1602.0,5658.0,0.680227518081665,-0.70455527305603,1652.0,15.0495548248291,5.9375,0.0,0.0,70.8135147094727,5953.7998046875,198.817596435547,48.0841827392578,42.2609901428223,63.0618133544922,2083.0,0.287015438079834,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.5,0.0812075063586235,12,0.171146989546195,1,-2.83750009536743,37.404167175293,5
S2949,1755.0,253.5,1352.75646972656,296.533233642578,83.6033248901367,100,1200.0,2189.0,1755.0,-0.515282154083252,-0.534598350524902,11.0,0.477227628231049,-0.25,0.0,35.8068923950195,1.62275552749634,4960.15380859375,200.0,59.2945899963379,26.0292510986328,61.139518737793,3221.0,0.184060290455818,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100.0,0.25,0.140158444643021,1,0.298912297204532,2,108.712501525879,18.6291675567627,4
S2495,1244.0,142.5,607.194641113281,298.466735839844,77.6982879638672,100,1548.0,2660.0,1145.0,-0.909532308578491,-0.353345960378647,517.0,1.19508421421051,1.0,0.0,1014.77032470703,0.0,4645.2001953125,200.0,23.0080547332764,11.1409015655518,79.1237258911133,1724.0,0.488735646009445,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.0,1.5,0.20793080329895,4,0.14890655618824,8,108.0625,34.2874984741211,3
S7361,1266.0,136.550033569336,3570.7373046875,186.549758911133,23.9983329772949,0,266.0,3682.0,5493.0,0.364866554737091,0.93105810880661,1662.5,5.11083507537842,-2.75,0.0,0.0,58.2741317749024,11470.3583984375,198.435607910156,56.8148612976074,219.562637329102,48.1438026428223,2003.0,0.209806859493256,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.25,1.0,1,0.0095729006206127,3,-155.304168701172,19.8291664123535,1
S3402,1266.0,136.550033569336,3570.7373046875,186.549758911133,23.9983329772949,0,266.0,3682.0,5493.0,0.364866554737091,0.93105810880661,1662.5,5.11083507537842,-2.75,0.0,0.0,58.2741317749024,11470.3583984375,198.435607910156,56.8148612976074,219.562637329102,48.1438026428223,2003.0,0.209806859493256,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.25,1.0,1,0.0196747414851604,4,-155.304168701172,19.8291664123535,1
S6570,1266.0,136.550033569336,3570.7373046875,186.549758911133,23.9983329772949,0,266.0,3682.0,5493.0,0.364866554737091,0.93105810880661,1662.5,5.11083507537842,-2.75,0.0,0.0,58.2741317749024,11470.3583984375,198.435607910156,56.8148612976074,219.562637329102,48.1438026428223,2003.0,0.209806859493256,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.25,1.0,1,0.0428117530066666,5,-155.304168701172,19.8291664123535,1
S935,986.0,85.499984741211,1212.009765625,261.483551025391,7.90000009536743,0,473.0,818.0,2870.0,-0.912994146347046,0.407528460025787,325.0,1.71755385398865,-1.1875,0.0,10.5047092437744,78.3336868286133,8256.1640625,200.0,54.9694709777832,136.029266357422,49.9197540283203,1173.0,0.662279486656189,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,0.25,0.116557151079178,4,0.054795180873615,9,-72.1875,42.4874992370606,7
S5157,1037.0,77.51611328125,429.204345703125,241.532913208008,83.004997253418,48,562.0,2265.0,4545.0,-0.863088130950928,0.458425492048264,1827.5,8.41984844207764,-6.25,0.0,3.60005068778992,0.0,3595.32666015625,200.0,30.0937747955322,17.7766647338867,79.1728439331055,1281.0,0.363928288221359,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.5,0.156846076250076,10,0.203901835699469,8,105.670829772949,35.5458335876465,8
S7108,1447.99987792969,100.667510986328,543.984619140625,273.684234619141,41.3966827392578,0,492.0,1602.0,5658.0,0.680227518081665,-0.70455527305603,1652.0,15.0495548248291,5.9375,0.0,0.0,70.8135147094727,5953.7998046875,198.817596435547,48.0841827392578,42.2609901428223,63.0618133544922,2083.0,0.287015438079834,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.5,0.0812075063586235,12,0.0335807777486116,2,-2.83750009536743,37.404167175293,5
S4132,1266.0,136.550033569336,3570.7373046875,186.549758911133,23.9983329772949,0,266.0,3682.0,5493.0,0.364866554737091,0.93105810880661,1662.5,5.11083507537842,-2.75,0.0,0.0,58.2741317749024,11470.3583984375,198.435607910156,56.8148612976074,219.562637329102,48.1438026428223,2003.0,0.209806859493256,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.25,1.0,1,0.0259108881330835,6,-155.304168701172,19.8291664123535,1
S4677,793.0,30.5,549.93017578125,233.5,34.6016464233398,0,535.0,3143.0,3772.0,-0.270544648170471,-0.887354731559753,130.0,0.464866697788239,-0.625,0.0,0.0,100.225776672363,3954.44873046875,198.086807250977,47.6488418579102,115.973892211914,53.4354400634766,712.0,0.477064073085785,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,2.0,0.0050285230390727,4,0.0295570615537944,10,53.1624984741211,57.095832824707,9
S6520,936.0,16.4994812011719,600.527282714844,203.499481201172,63.0999984741211,0,620.0,2226.0,3413.0,-0.480855405330658,-0.48658686876297,1206.0,2.35964822769165,3.625,0.0,0.0,40.7383117675781,4974.8818359375,196.391494750977,38.0353393554688,156.558197021484,54.9631156921387,855.0,0.753541529178619,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.25,0.925392687320709,5,0.0005812264040406,6,-117.737503051758,53.9375,10
S2294,788.0,75.5499954223633,923.760314941406,208.549713134766,21.495002746582,23,337.0,2957.0,4168.0,0.237773805856705,0.744687497615814,719.5,2.84063601493835,4.875,0.0,0.0,94.2636413574219,7244.19873046875,200.0,26.1248283386231,53.933780670166,58.1777229309082,1291.0,0.495991736650467,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.6,0.67644602060318,4,0.0283097183607584,1,9.46249961853027,48.4625015258789,2
