sample_id,CGIAR_PET,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Precipitation_Seasonality,ConsensusLandCover_Human_Development_Percentage,ConsensusLandCoverClass_Barren,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,ConsensusLandCoverClass_Herbaceous_Vegetation,ConsensusLandCoverClass_Mixed_Other_Trees,ConsensusLandCoverClass_Shrubs,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Slope,EarthEnvTopoMed_TopoPositionIndex,EsaCci_BurntAreasProbability,GHS_Population_Density,GlobBiomass_AboveGroundBiomass,GlobPermafrost_PermafrostExtent,MODIS_NPP,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,SG_Depth_to_bedrock,SG_Sand_Content_005cm,SG_SOC_Content_005cm,SG_Soil_pH_H2O_005cm,target_marker,sequencing_platform,sample_type,primers,Resolve_Biome,ECM_diversity,Pixel_Lat,Pixel_Long,source,CV_Fold
FMSA8F1054v2,1228.0,110.301513671875,2320.16284179688,280.285369873047,58.5,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,1111.0,1183.0,2335.0,-0.0227712169289589,0.836546003818512,441.0,13.0028448104858,-15.3125,0.0,0.00492644216865301,186.614761352539,0.0,7722.0234375,1.0,200.0,44.6886672973633,131.630889892578,55.3138122558594,0,1,2,11,5,5.521432902333095,44.2041664123535,-122.262496948242,GlobalFungi,1
S009264,882.0,84.4835205078125,579.806701660156,229.467041015625,36.6966819763184,12.0,0.0,28.0,0.0,0.0,0.0,61.0,0.0,364.0,1943.0,3379.0,-0.210603535175323,-0.661227464675903,427.0,6.99141311645508,8.0625,0.0,0.0,164.610488891602,0.0,6848.05517578125,1.0,200.0,38.5162200927734,63.4099769592285,52.0434036254883,0,1,2,11,4,3.58346341187656,49.3208351135254,16.654167175293,GlobalFungi,1
S009226,860.0,81.4830169677734,609.383605957031,225.466278076172,36.8983001708984,70.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,640.0,1600.0,2806.0,-0.954383909702301,0.239035397768021,500.5,2.92979407310486,-1.375,0.0,2.67187404632568,94.6631088256836,0.0,8127.33837890625,1.0,200.0,36.5185661315918,29.6961212158203,55.4089317321777,0,1,2,11,4,3.662946116717511,49.2958335876465,16.7625007629395,GlobalFungi,2
FMS25420v2,572.0,14.5167636871338,813.110473632812,192.51676940918,31.1016750335693,0.0,0.0,0.0,0.0,8.0,0.0,92.0,0.0,592.0,280.0,2887.0,-0.0249968115240335,0.988478422164917,96.0,1.3584771156311,0.1875,0.0,0.0,77.0392913818359,0.0,5252.91650390625,1.0,199.999420166016,62.4607353210449,161.088958740234,45.5869293212891,0,3,2,13,6,1.9451955917570556,66.5124969482422,22.6791667938232,GlobalFungi,1
FMS00399v3,863.0,92.3498611450195,2137.91333007813,230.349578857422,20.2000007629395,0.0,0.0,42.0,0.0,0.0,0.0,58.0,0.0,974.0,4199.0,1716.0,-0.881896018981934,-0.382344245910645,666.0,7.13332366943359,-6.125,0.0,0.0,216.029861450195,0.0,8098.259765625,1.0,200.0,28.9140663146973,95.7499389648438,59.8276481628418,0,1,2,10,4,1.9456244146597714,45.8291664123535,14.1041669845581,GlobalFungi,3
FMS00290v3,959.000061035156,108.349075317383,1811.7158203125,247.315811157227,21.4033203125,0.0,0.0,9.0,0.0,17.0,0.0,74.0,0.0,1007.0,4499.0,2593.0,0.159597337245941,-0.986307799816132,415.5,17.9695129394531,8.75,0.0,0.0123920124024153,154.600357055664,0.0,8387.7626953125,1.0,200.0,32.7939643859863,68.3162460327149,64.2416305541992,0,1,2,10,4,1.9456244146597714,45.845832824707,13.9708337783813,GlobalFungi,4
S005943,713.0,42.5999450683594,1351.75439453125,174.600219726563,18.6066703796387,0.0,0.0,0.0,0.0,85.0,0.0,15.0,0.0,688.0,1955.0,5817.0,0.917623698711395,0.397445261478424,1177.5,4.05536842346191,1.625,0.0,0.0,143.968170166016,0.0,6845.3232421875,1.0,139.227111816406,47.8839836120606,161.079635620117,44.1429061889648,0,1,2,11,4,4.55118910111078,49.0458335876465,13.6208333969116,GlobalFungi,5
S001626,716.0,56.4997634887695,853.809875488281,202.499755859375,23.7983531951904,0.0,0.0,11.0,0.0,41.0,0.0,48.0,0.0,1215.0,3886.0,1845.0,-0.96104097366333,0.275577157735825,203.5,4.57040405273438,3.125,0.0,0.0,107.417778015137,0.0,5744.9560546875,1.0,194.327697753906,56.8148307800293,103.781204223633,44.8448905944824,0,0,2,12,6,4.614704590584692,59.2708320617676,14.8458337783813,GlobalFungi,2
N1647,654.0,83.4667892456055,793.347534179688,201.45002746582,20.1033210754395,25.0,8.0,21.0,0.0,0.0,10.0,21.0,0.0,947.0,-262.0,2112.0,-0.828890085220337,-0.548997104167938,38.0,3.44322633743286,-0.0625,0.0,0.420889019966126,137.654754638672,0.0,7503.0,6.0,197.777481079102,56.3572959899902,108.854454040527,52.4332809448242,0,1,2,11,4,4.26618079167236,55.6958351135254,9.72916698455811,GlobalFungi,6
FMS02388v3,513.0,-4.48325777053833,767.734252929688,164.500259399414,32.0,0.0,0.0,0.0,0.0,53.0,0.0,47.0,0.0,434.0,3519.0,4875.0,0.944891452789307,-0.321519285440445,313.0,3.29707765579224,-2.0,0.0,0.0,78.7637329101563,0.000655104697216302,3781.51635742188,1.0,172.53092956543,58.8130989074707,123.901069641113,48.9859046936035,0,0,2,11,6,4.762387600225049,67.7624969482422,29.5874996185303,GlobalFungi,3
FMS25020v2,621.0,39.5,827.72705078125,192.5,31.5016765594482,0.0,19.0,0.0,0.0,45.0,0.0,36.0,0.0,424.0,1660.0,4498.0,-0.228825360536575,-0.740532159805298,360.0,0.233127355575562,0.0625,0.0,0.0,36.1304893493652,0.0,5837.03173828125,50.0,200.0,59.2335090637207,200.708358764648,45.9751281738281,0,3,2,13,6,2.5381314218762068,60.9375,14.0708332061768,GlobalFungi,4
N1480,727.0,88.5164794921875,869.171447753906,174.483261108398,26.2983226776123,0.0,8.0,25.0,0.0,0.0,32.0,35.0,0.0,864.0,2613.0,2179.0,-0.849335432052612,0.527627110481262,7.0,0.800449311733246,-0.625,0.0,0.0,83.6368026733399,0.0,8375.189453125,40.0,192.470886230469,73.7022705078125,98.2000274658203,51.9965591430664,0,1,2,11,4,5.0329640966043785,57.0541648864746,8.92916679382324,GlobalFungi,7
S001696,753.0,67.5,644.278686523438,204.466781616211,28.8066711425781,51.0,8.0,9.0,0.0,22.0,10.0,1.0,0.0,850.0,293.0,1795.0,-0.894427478313446,-0.393918663263321,7.0,0.276708990335465,0.1875,0.0,44.1043205261231,6.86719989776611,0.0,5574.42333984375,50.0,199.089096069336,56.9237594604492,60.2239112854004,62.055290222168,1,0,2,5,4,3.1113796821283493,58.8291664123535,22.7708339691162,GlobalFungi,8
FMS19492v2,1231.0,28.500280380249,336.351257324219,259.5,109.798347473145,0.0,48.0,0.0,0.0,0.0,52.0,0.0,0.0,808.0,2825.0,3525.0,0.959990084171295,0.0,1074.0,0.823459506034851,-2.0,0.0,2.48458695411682,0.0,0.0,1874.26684570313,1.0,200.0,46.2867965698242,24.7698307037354,80.5987777709961,0,1,2,7,8,0.6931471805599453,44.3958320617676,116.862503051758,GlobalFungi,1
FMS00537v3,722.999938964844,26.5192832946777,2156.14086914063,159.552780151367,25.6050205230713,54.0,3.0,0.0,0.0,6.0,16.0,20.0,0.0,1914.0,2294.0,1309.0,0.024636147543788,-0.53764796257019,1720.5,17.6577053070068,-31.375,0.0,0.0,101.597152709961,0.0,4896.9384765625,0.0,141.86637878418,45.8762435913086,143.293869018555,57.8574981689453,0,1,2,10,5,1.9459101490553132,46.4458351135254,14.1875,GlobalFungi,2
FMS25986v2,763.0,71.5,613.483337402344,194.483535766602,30.5999984741211,32.0,0.0,11.0,0.0,18.0,0.0,39.0,0.0,905.0,3546.0,2588.0,0.480853796005249,-0.543699979782105,5.5,0.33105194568634,-0.125,0.0,0.0,60.0222206115723,0.0,7757.60009765625,50.0,144.091735839844,59.7511863708496,129.877868652344,53.2694320678711,1,0,2,5,4,2.0794415416798357,58.3291664123535,21.8958339691162,GlobalFungi,9
S006133,514.0,-3.5002806186676,749.807006835938,165.5,32.0,0.0,0.0,0.0,0.0,49.0,0.0,45.0,3.0,660.0,1207.0,3149.0,-0.88452422618866,-0.316227912902832,277.0,0.751277029514313,-0.375,0.0,0.0,72.1596450805664,0.00797718111425638,3864.45361328125,1.0,171.551361083984,61.9672508239746,111.967025756836,47.9394454956055,0,0,2,11,6,5.206651508587733,67.7708358764649,29.5791664123535,GlobalFungi,5
N3557,1158.0,163.414810180664,1543.05944824219,294.398010253906,61.1050071716309,27.0,0.0,24.0,11.0,0.0,0.0,27.0,11.0,311.0,872.0,3996.0,0.59393036365509,-0.786782145500183,618.5,17.9857902526855,-9.8125,0.0,0.0,32.3043556213379,0.0,6688.38525390625,1.0,198.339584350586,29.0575523376465,26.6952266693115,63.6416320800781,0,1,2,11,4,3.3758454038399432,31.2374992370606,110.195831298828,GlobalFungi,10
FMS00737v3,901.0,76.4845581054688,1379.70690917969,213.484802246094,28.4050216674805,0.0,0.0,81.0,0.0,0.0,0.0,19.0,0.0,547.0,4034.0,2825.0,-0.978892803192139,-0.0443797968327999,892.5,18.0390319824219,4.5625,0.0,0.0,146.28125,0.0,6312.32763671875,0.0,199.932815551758,31.3777732849121,96.5807266235352,59.4295196533203,0,1,0,10,4,1.0986122886681098,46.1875,15.0958337783813,GlobalFungi,1
FMS16426v2,603.000061035156,26.3497257232666,1498.62194824219,152.316009521484,20.9033489227295,29.0,0.0,7.0,0.0,16.0,13.0,35.0,0.0,739.0,2690.0,2643.0,-0.998665809631348,-0.0112213622778654,1272.0,19.5444450378418,-5.9375,0.0,0.0,104.58275604248,0.0,5394.13916015625,1.0,124.158683776855,49.3936233520508,147.451126098633,48.0500946044922,1,0,2,1,4,0.0,50.720832824707,15.7041664123535,GlobalFungi,2
N1755,728.0,85.5164794921875,772.947570800781,196.533218383789,17.6000003814697,41.0,4.0,32.0,0.0,0.0,0.0,24.0,0.0,502.0,3459.0,3250.0,0.0897981077432632,0.922031164169312,60.5,1.20496416091919,0.125,0.0,0.198876678943634,87.5020446777344,0.0,6820.17138671875,14.0,200.0,65.5688705444336,54.1390609741211,54.7045059204102,0,1,2,11,4,3.860708669752206,55.1208343505859,10.3208332061768,GlobalFungi,3
FMS25189v2,575.0,21.5173015594482,782.132385253906,172.550521850586,40.1016464233398,0.0,0.0,0.0,0.0,47.0,0.0,37.0,0.0,647.0,5497.0,3984.0,-0.997227072715759,0.0312352944165468,550.0,0.681291282176971,2.125,0.0,0.0,98.2705764770508,0.0,4766.60009765625,1.0,198.874206542969,54.5898284912109,97.4078674316406,47.0,0,3,2,13,6,3.8743003334690065,62.6624984741211,13.9624996185303,GlobalFungi,6
S001610,735.0,58.5332183837891,659.959228515625,214.516464233398,28.0016765594482,0.0,0.0,2.0,0.0,85.0,0.0,13.0,0.0,814.0,2176.0,2128.0,-0.605891942977905,0.251773595809937,65.0,1.47513580322266,2.75,0.0,0.0,116.907554626465,0.0,6761.37255859375,1.0,195.242202758789,53.2822990417481,158.621063232422,44.9821510314941,0,0,2,12,4,4.171274743865003,59.8875007629395,17.3541660308838,GlobalFungi,4
FMS26346v2,742.0,67.5,608.248718261719,202.499725341797,28.5016765594482,40.0,0.0,2.0,0.0,26.0,0.0,8.0,0.0,684.0,4562.0,2806.0,-0.192046940326691,-0.931247055530548,11.0,0.785046339035034,0.25,0.0,0.20528157055378,46.6755561828613,0.0,6654.7998046875,40.0,171.469635009766,52.7914352416992,109.125984191895,59.2154655456543,1,0,2,5,4,1.252762968495368,58.595832824707,23.0791664123535,GlobalFungi,5
FMSA8F1036v2,1498.0,221.415557861328,3076.54296875,257.3994140625,23.1966571807861,8.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,458.0,-273.0,2786.0,0.763933420181274,-0.17880380153656,739.0,4.04971122741699,-8.4375,0.0,0.0,107.825775146484,0.0,14093.1875,1.0,200.0,30.228666305542,108.185646057129,48.2962646484375,0,1,2,11,1,4.610137837735488,18.2958335876465,-65.8041687011719,GlobalFungi,1
FMS00900v3,791.0,99.5,914.982971191406,218.5,13.8999996185303,82.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,583.0,601.0,2397.0,0.318226784467697,-0.769578635692596,21.0,0.223090529441834,0.3125,0.0,19.5387325286865,19.8469333648682,0.0,6769.84521484375,50.0,200.0,82.7443237304688,49.0786552429199,53.5551490783691,0,1,0,10,4,1.3862943611198906,52.1041679382324,5.73750019073486,GlobalFungi,6
FMS25009v2,621.0,39.5,827.72705078125,192.5,31.5016765594482,0.0,19.0,0.0,0.0,45.0,0.0,36.0,0.0,424.0,1660.0,4498.0,-0.228825360536575,-0.740532159805298,360.0,0.233127355575562,0.0625,0.0,0.0,36.1304893493652,0.0,5837.03173828125,50.0,200.0,59.2335090637207,200.708358764648,45.9751281738281,0,3,2,13,6,3.9358762557534654,60.9375,14.0708332061768,GlobalFungi,7
FMS19481v2,1014.0,-0.483189731836319,332.890991210938,254.500274658203,106.901657104492,18.0,11.0,0.0,0.0,0.0,71.0,0.0,0.0,393.0,1436.0,5269.0,0.921110987663269,0.389267265796661,622.5,0.85064971446991,-0.5625,0.0,0.0,0.0,0.16600427031517,2374.07421875,25.0,200.0,39.5255737304688,49.0150184631348,74.5487213134766,0,1,2,7,8,1.9457672920630604,49.2708320617676,119.179168701172,GlobalFungi,2
S006138,514.0,-3.5002806186676,749.807006835938,165.5,32.0,0.0,0.0,0.0,0.0,49.0,0.0,45.0,3.0,660.0,1207.0,3149.0,-0.88452422618866,-0.316227912902832,277.0,0.751277029514313,-0.375,0.0,0.0,72.1596450805664,0.00797718111425638,3864.45361328125,1.0,171.551361083984,61.9672508239746,111.967025756836,47.9394454956055,0,0,2,11,6,4.228846324339926,67.7708358764649,29.5791664123535,GlobalFungi,8
S009330,884.0,88.4160003662109,570.783752441406,235.398986816406,37.4950065612793,3.0,1.0,57.0,0.0,0.0,0.0,39.0,0.0,509.0,558.0,2943.0,-0.652911186218262,-0.588178038597107,368.0,2.86473608016968,-1.625,0.0,0.0,152.441604614258,0.0,6794.39208984375,1.0,200.0,37.0689659118652,53.1827087402344,52.0789489746094,0,1,2,11,4,5.364236212636674,49.2708320617676,16.6958332061768,GlobalFungi,7
FMS00606v3,822.0,86.5502777099609,1194.62951660156,222.567321777344,27.7966499328613,16.0,0.0,10.0,0.0,10.0,0.0,65.0,0.0,1002.0,442.0,2799.0,-0.134161800146103,0.814837336540222,529.5,3.97216176986694,5.6875,0.0,0.0300618372857571,211.875549316406,0.0,7224.09375,4.0,200.0,42.3652458190918,71.3814468383789,53.2575950622559,0,1,2,10,4,0.6931471805599453,48.0625,13.1291666030884,GlobalFungi,8
S009295,887.0,90.5315322875977,597.00390625,237.547454833984,36.8983268737793,17.0,0.0,49.0,0.0,0.0,0.0,34.0,0.0,1244.0,1201.0,1455.0,0.578853189945221,0.402936637401581,321.5,10.7918224334717,6.6875,0.0,38.1221237182617,149.467559814453,0.0,6279.7998046875,1.0,200.0,40.7173004150391,52.3251686096192,56.0877990722656,0,1,2,11,4,5.46374703756659,49.3041648864746,16.6458339691162,GlobalFungi,9
S005947,713.0,42.5999450683594,1351.75439453125,174.600219726563,18.6066703796387,0.0,0.0,0.0,0.0,85.0,0.0,15.0,0.0,688.0,1955.0,5817.0,0.917623698711395,0.397445261478424,1177.5,4.05536842346191,1.625,0.0,0.0,143.968170166016,0.0,6845.3232421875,1.0,139.227111816406,47.8839836120606,161.079635620117,44.1429061889648,0,1,2,11,4,4.191138482749973,49.0458335876465,13.6208333969116,GlobalFungi,10
FMS24278v2,787.0,98.5,922.659240722656,215.5,14.3000001907349,16.0,0.0,12.0,0.0,15.0,0.0,57.0,0.0,623.0,2620.0,2488.0,-0.915378510951996,-0.39916780591011,36.0,0.877773702144623,0.9375,0.0,1.84026384353638,220.345962524414,0.0,7446.2001953125,30.0,200.0,87.7308197021485,108.038131713867,44.2973442077637,0,1,2,10,4,3.500227938293385,52.2458343505859,5.62916660308838,GlobalFungi,1
S006914,1166.0,154.483184814453,1444.36218261719,308.483184814453,38.9933013916016,94.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2564.0,2879.0,1989.0,-0.631681978702545,-0.645393013954163,73.5,2.39527177810669,-0.375,0.0,492.208129882813,27.2305774688721,0.0,7668.2001953125,13.0,200.0,30.8376846313477,26.0235576629639,59.0597267150879,0,0,1,7,4,1.9451955917570556,35.0208320617676,135.787506103516,GlobalFungi,2
FMS25416v2,572.0,14.5167636871338,813.110473632812,192.51676940918,31.1016750335693,0.0,0.0,0.0,0.0,8.0,0.0,92.0,0.0,592.0,280.0,2887.0,-0.0249968115240335,0.988478422164917,96.0,1.3584771156311,0.1875,0.0,0.0,77.0392913818359,0.0,5252.91650390625,1.0,199.999420166016,62.4607353210449,161.088958740234,45.5869293212891,0,3,2,13,6,2.419567824090024,66.5124969482422,22.6791667938232,GlobalFungi,9
FMS20358v2,663.0,43.5167388916016,706.776672363281,198.550247192383,32.0983543395996,0.0,0.0,0.0,0.0,36.0,0.0,64.0,0.0,624.0,2634.0,4076.0,0.765426397323608,-0.302809715270996,126.0,1.42877411842346,1.125,0.0,0.0,104.934936523438,0.0,4677.60009765625,1.0,199.526931762695,56.9915046691895,107.327842712402,45.4772453308106,0,0,2,11,6,3.640634171109994,61.5125007629395,24.1708335876465,GlobalFungi,10
FMS9649v2,1621.0,166.634048461914,1012.76678466797,217.60090637207,60.9950180053711,15.0,0.0,0.0,46.0,0.0,0.0,35.0,4.0,750.0,2719.0,2636.0,0.525761127471924,0.543415784835815,1829.0,22.2103080749512,3.125,0.028398685157299,0.0,48.3980445861817,0.0,19872.708984375,0.0,125.647178649902,41.5977897644043,56.9261665344238,62.0120811462402,0,1,1,11,1,0.0,-16.7625007629395,-67.2125015258789,GlobalFungi,2
FMS19533v2,1516.0,80.4658203125,340.462158203125,274.44873046875,43.386589050293,23.0,43.0,0.0,0.0,0.0,34.0,0.0,0.0,2227.0,4842.0,6207.0,-0.978365361690521,0.162916630506516,793.5,4.249267578125,-1.125,0.0,0.269482612609863,0.0,0.0,984.270690917969,3.0,200.0,38.6597175598145,15.3934602737427,80.6956634521484,0,1,2,7,10,5.578906894789901,43.6041679382324,82.279167175293,GlobalFungi,1
FMS25923v2,770.0,68.4835433959961,610.713439941406,207.5,27.0999717712402,76.0,0.0,15.0,0.0,0.0,9.0,0.0,0.0,823.0,4772.0,2402.0,-3.13916473260178e-07,-0.70710688829422,22.0,0.0618744678795338,0.0,0.0,0.130500853061676,42.9864883422852,0.0,7243.9580078125,50.0,191.604110717773,55.7059440612793,84.0857162475586,60.9517669677734,1,0,2,5,4,1.3860443479890248,58.3541679382324,22.4541664123535,GlobalFungi,3
FMS00424v3,787.0,97.4667892456055,987.77734375,216.466796875,14.1999998092651,17.0,0.0,0.0,0.0,28.0,0.0,55.0,0.0,395.0,3592.0,4251.0,0.301646292209625,-0.377617120742798,75.5,0.745444536209106,-0.5,0.0,0.0,151.832885742188,0.0,7895.39990234375,19.0,200.0,84.6996307373047,95.1326293945313,43.7981834411621,0,1,2,10,4,2.397804322811827,52.0875015258789,5.92083311080933,GlobalFungi,4
FMS25219v2,592.0,33.5170211791992,682.545349121094,183.566696166992,36.7000007629395,0.0,0.0,0.0,0.0,67.0,0.0,33.0,0.0,640.0,4031.0,3521.0,0.964876115322113,0.139579325914383,298.0,2.87709760665894,0.125,0.0,0.0,75.2458648681641,0.0,4793.59619140625,1.0,200.0,53.7636947631836,86.8224639892578,46.7256965637207,0,3,2,13,6,2.4194788241023955,63.1875,15.2791662216187,GlobalFungi,1
FMS02386v3,513.0,-4.48325777053833,767.734252929688,164.500259399414,32.0,0.0,0.0,0.0,0.0,53.0,0.0,47.0,0.0,434.0,3519.0,4875.0,0.944891452789307,-0.321519285440445,313.0,3.29707765579224,-2.0,0.0,0.0,78.7637329101563,0.000655104697216302,3781.51635742188,1.0,172.53092956543,58.8130989074707,123.901069641113,48.9859046936035,0,0,2,11,6,4.04581937949777,67.7624969482422,29.5874996185303,GlobalFungi,2
FMS10986v2,735.0,60.5,698.843627929688,212.5,33.7016754150391,0.0,0.0,11.0,0.0,0.0,0.0,89.0,0.0,1295.0,5426.0,1749.0,0.575825333595276,0.713452756404877,51.0,1.26439571380615,-0.125,0.0,0.0129370987415314,119.986312866211,0.0,5114.90673828125,1.0,199.90055847168,60.817554473877,124.142082214355,51.7917213439942,0,0,2,9,4,3.4956587201532225,58.2458343505859,27.3125,GlobalFungi,5
FMS16435v2,617.0,24.6178588867188,1325.171875,149.684600830078,21.8050212860107,19.0,6.0,0.0,0.0,24.0,0.0,51.0,0.0,777.0,2731.0,3579.0,-0.816797018051148,0.0966078266501427,1319.0,11.1062126159668,12.875,0.0,0.0,148.607650756836,0.0,6365.99169921875,0.0,158.599060058594,49.1941375732422,167.436141967773,45.6643753051758,1,0,2,1,4,2.2239747394562146,50.7374992370606,15.7708330154419,GlobalFungi,6
FMS25127v2,584.0,32.5,673.37890625,182.5,34.900032043457,0.0,6.0,0.0,0.0,48.0,0.0,46.0,0.0,1223.0,3583.0,2740.0,0.31622651219368,-0.707107543945313,300.0,0.0926678776741028,0.0,0.0,0.0,77.2455139160156,0.0,4423.39990234375,50.0,200.0,51.0821342468262,156.746551513672,47.9969940185547,0,3,2,13,6,3.3751955634624053,63.5125007629395,14.7541666030884,GlobalFungi,3
S006986,1164.0,154.482620239258,1452.92578125,308.482604980469,38.6949462890625,99.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2608.0,2817.0,1781.0,0.373956918716431,-0.837834417819977,74.5,1.35402178764343,-0.375,0.0,489.457366943359,30.3928890228272,0.0,8675.2001953125,16.0,200.0,30.83078956604,26.2919807434082,59.2201042175293,0,0,1,7,4,2.8295596022839034,35.029167175293,135.787506103516,GlobalFungi,7
FMS02379v3,513.0,-4.48325777053833,767.734252929688,164.500259399414,32.0,0.0,0.0,0.0,0.0,53.0,0.0,47.0,0.0,434.0,3519.0,4875.0,0.944891452789307,-0.321519285440445,313.0,3.29707765579224,-2.0,0.0,0.0,78.7637329101563,0.000655104697216302,3781.51635742188,1.0,172.53092956543,58.8130989074707,123.901069641113,48.9859046936035,0,0,2,11,6,3.904817081816724,67.7624969482422,29.5874996185303,GlobalFungi,4
FMS25842v2,768.0,68.5,602.561950683594,204.5,27.2999992370606,0.0,0.0,27.0,0.0,3.0,3.0,67.0,0.0,836.0,4898.0,2575.0,-0.943151295185089,0.225020676851273,18.0,0.651105344295502,-0.4375,0.0,0.673516750335693,75.9520034790039,0.0,7623.39990234375,50.0,188.313873291016,63.2490081787109,100.40869140625,57.0053520202637,1,0,1,5,4,3.223783729030527,58.3291664123535,22.3875007629395,GlobalFungi,8
S006150,514.0,-3.5002806186676,749.807006835938,165.5,32.0,0.0,0.0,0.0,0.0,49.0,0.0,45.0,3.0,660.0,1207.0,3149.0,-0.88452422618866,-0.316227912902832,277.0,0.751277029514313,-0.375,0.0,0.0,72.1596450805664,0.00797718111425638,3864.45361328125,1.0,171.551361083984,61.9672508239746,111.967025756836,47.9394454956055,0,0,2,11,6,3.941465285953167,67.7708358764649,29.5791664123535,GlobalFungi,5
FMS26562v2,775.0,71.5,607.718383789063,198.516479492188,29.898323059082,0.0,0.0,10.0,0.0,17.0,0.0,73.0,0.0,1471.0,3503.0,1981.0,-0.81986403465271,-0.298124313354492,12.0,0.613342583179474,-0.625,0.0,0.0442337654531002,100.636619567871,0.0,6498.0,50.0,167.531005859375,60.3254356384277,137.115905761719,54.2679061889649,1,0,2,5,4,3.0905877941582203,58.2708320617676,21.9375,GlobalFungi,9
FMS01008v3,1095.99987792969,78.917594909668,857.1025390625,232.951370239258,27.3083419799805,34.0,0.0,41.0,0.0,25.0,0.0,0.0,0.0,617.0,2292.0,1965.0,0.4469233751297,0.894421339035034,1375.0,18.1306018829346,3.375,0.0,0.0,161.039642333984,0.0,5577.27880859375,1.0,186.992156982422,37.3358879089356,82.2892379760742,61.4388732910156,0,1,0,10,4,1.6094379124341003,40.9124984741211,21.8958339691162,GlobalFungi,10
FMS00391v3,863.0,92.3498611450195,2137.91333007813,230.349578857422,20.2000007629395,0.0,0.0,42.0,0.0,0.0,0.0,58.0,0.0,974.0,4199.0,1716.0,-0.881896018981934,-0.382344245910645,666.0,7.13332366943359,-6.125,0.0,0.0,216.029861450195,0.0,8098.259765625,1.0,200.0,28.9140663146973,95.7499389648438,59.8276481628418,0,1,2,10,4,1.9457672920630604,45.8291664123535,14.1041669845581,GlobalFungi,1
FMS11031v2,733.0,57.5167655944824,698.603271484375,215.51676940918,32.5016441345215,0.0,0.0,0.0,0.0,24.0,0.0,76.0,0.0,803.0,3465.0,3282.0,-0.649235367774963,-0.316227912902832,81.0,0.5678631067276,1.125,0.0,0.0,97.0746688842774,0.0,6186.57666015625,40.0,200.0,69.8524856567383,130.886352539063,48.7056465148926,0,0,2,9,4,3.794297436534823,58.1124992370606,27.029167175293,GlobalFungi,2
FMSA8F1010v2,1482.99987792969,45.7658805847168,483.102081298828,239.716247558594,38.2016716003418,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,255.0,320.0,5945.0,0.935629725456238,0.352460324764252,2342.0,17.9147415161133,2.1875,0.0,1.15541386604309,79.9141311645508,0.0,6027.03125,1.0,200.0,59.2116966247559,81.0629806518555,59.8630561828613,0,1,2,11,5,4.710268673911447,39.9874992370606,-105.379165649414,GlobalFungi,3
FMS24992v2,649.0,37.4494819641113,816.846862792969,192.432723999023,33.2983245849609,0.0,0.0,0.0,0.0,95.0,0.0,5.0,0.0,506.0,3401.0,3930.0,-0.755381345748901,-0.655271470546722,357.5,3.78704285621643,1.1875,0.0,0.0,136.858306884766,0.0,5862.41064453125,1.0,199.9375,56.0200119018555,139.400680541992,45.828914642334,0,3,2,13,6,2.397349708994179,61.1875,14.2875003814697,GlobalFungi,6
FMS00913v3,1137.0,84.2488327026367,789.013732910156,229.248550415039,26.7899475097656,67.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,1339.0,3771.0,1519.0,-0.511542975902557,-0.858912229537964,1281.0,12.7640037536621,-5.9375,0.0,0.0,37.9162673950195,0.0,6095.80224609375,1.0,200.0,41.6984672546387,36.8335685729981,64.0665740966797,0,1,0,10,12,0.0,40.9375,21.1291675567627,GlobalFungi,1
FMS24196v2,787.0,98.5,922.659240722656,215.5,14.3000001907349,16.0,0.0,12.0,0.0,15.0,0.0,57.0,0.0,623.0,2620.0,2488.0,-0.915378510951996,-0.39916780591011,36.0,0.877773702144623,0.9375,0.0,1.84026384353638,220.345962524414,0.0,7446.2001953125,30.0,200.0,87.7308197021485,108.038131713867,44.2973442077637,0,1,2,10,4,2.6741486494265287,52.2458343505859,5.62916660308838,GlobalFungi,3
FMS24183v2,787.0,98.5,922.659240722656,215.5,14.3000001907349,16.0,0.0,12.0,0.0,15.0,0.0,57.0,0.0,623.0,2620.0,2488.0,-0.915378510951996,-0.39916780591011,36.0,0.877773702144623,0.9375,0.0,1.84026384353638,220.345962524414,0.0,7446.2001953125,30.0,200.0,87.7308197021485,108.038131713867,44.2973442077637,0,1,2,10,4,4.068753232383999,52.2458343505859,5.62916660308838,GlobalFungi,4
