sample_id,CGIAR_PET,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Precipitation_Seasonality,ConsensusLandCover_Human_Development_Percentage,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Slope,EarthEnvTopoMed_TopoPositionIndex,EsaCci_BurntAreasProbability,GHS_Population_Density,GlobBiomass_AboveGroundBiomass,MODIS_NPP,SG_Depth_to_bedrock,SG_Sand_Content_005cm,SG_SOC_Content_005cm,SG_Soil_pH_H2O_005cm,Pixel_DistanceToNOCentroid,Pixel_DistanceToNWCentroid,Pixel_DistanceToSOCentroid,Pixel_DistanceToSWCentroid,sequencing_platform454Roche,sequencing_platformIllumina,sample_typerhizosphere_soil,sample_typesoil,sample_typetopsoil,primersAML1_AML2_then_AMV4_5NF_AMDGR,primersAML1_AML2_then_NS31_AM1,primersAML1_AML2_then_nu_SSU_0595_5__nu_SSU_0948_3_,primersAMV4_5F_AMDGR,primersAMV4_5NF_AMDGR,primersGeoA2_AML2_then_NS31_AMDGR,primersGeoA2_NS4_then_NS31_AML2,primersGlomerWT0_Glomer1536_then_NS31_AM1A_and_GlomerWT0_Glomer1536_then_NS31_AM1B,primersGlomerWT0_Glomer1536_then_NS31_AM1A__GlomerWT0_Glomer1536_then_NS31_AM1B,primersNS1_NS4_then_AML1_AML2,primersNS1_NS4_then_AMV4_5NF_AMDGR,primersNS1_NS4_then_NS31_AM1,primersNS1_NS41_then_AML1_AML2,primersNS31_AM1,primersNS31_AML2,primersWANDA_AML2,Resolve_Biome,arbuscular_mycorrhizal_richness,Pixel_Lat,Pixel_Long,CV_Fold_Random,CV_Fold_Spatial
S3265,1266.0,136.550035554004,3570.7373046875,186.54975669949,23.9983329772949,0,266.0,3682.0,5493.0,0.364866554737091,0.93105810880661,1662.5,5.11083507537842,-2.75,0.0,0.0,58.2741317749024,11470.3583984375,198.435607910156,56.8148612976074,219.562637329102,48.1438026428223,10264.498046875,6544.119140625,9738.021484375,13458.4013671875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,12.9949998855591,19.8291664123535,-155.304168701172,1,4
S3588,1271.0,183.5,1647.80053710938,336.5,47.5016441345215,100,820.0,2297.0,2749.0,0.6725914478302,0.740010619163513,59.0,0.51373815536499,-0.75,0.0,10.866870880127,2.17315554618835,4952.607421875,200.0,30.6798858642578,12.464373588562,58.2354621887207,3146.65893554688,11283.375,16855.859375,8719.1435546875,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,32.1660003662109,29.0208339691162,119.620834350586,2,8
S3713,1752.0,168.483584466913,932.101440429688,283.5,72.4983291625977,100,465.0,-1405.0,2547.0,-0.760419845581055,0.644172787666321,484.0,0.452104181051254,0.375,0.0,0.0,0.100977778434753,2985.7080078125,200.0,49.4721603393555,12.5596866607666,64.2099227905274,17318.765625,8861.3984375,2683.7548828125,11141.1220703125,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0,25.996000289917,-31.5791664123535,-64.2125015258789,7,1
S1970,1771.0,242.5,1133.63708496094,324.483299265999,85.8000106811524,0,128.0,-1674.0,5903.0,-0.510260343551636,-0.221775472164154,120.5,2.75522804260254,-1.125,2.60734081268311,0.0,56.788444519043,8332.7861328125,197.062149047852,64.7538986206055,18.1831035614014,58.4259071350098,9049.787109375,14141.337890625,10952.732421875,5861.18212890625,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,21.2159996032715,-19.0208339691162,34.1875,9,10
S1697,921.0,66.5,1030.853515625,257.483282154,14.8999996185303,76,384.0,-542.0,2795.0,-0.316227436065674,0.707107126712799,17.5,0.134805351495743,-0.0625,0.0,2.37628841400147,0.868444442749023,4527.15087890625,200.0,29.2360038757324,72.0845489501953,59.0634002685547,9831.203125,1302.62097167969,10171.31640625,18699.8984375,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,16.9990005493164,45.720832824707,-73.3708343505859,7,7
S2831,1793.0,247.516700778,1121.9814453125,331.5,86.2983627319336,37,493.0,4036.0,3747.0,0.902396202087402,-0.256173104047775,26.0,0.231165915727615,0.0625,1.00764834880829,0.0,31.9765338897705,7634.38330078125,200.0,64.7939605712891,12.9780244827271,62.5900764465332,9029.67578125,14149.3408203125,10972.84375,5853.17822265625,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,5.0,-18.9291667938232,34.3791656494141,10,10
S5970,1254.0,121.616831286007,3194.42333984375,176.583433402006,24.3966884613037,20,751.0,4018.0,3778.0,0.421516209840775,0.906760811805725,1941.0,5.40979671478272,2.0,0.0,0.0,8.91964435577393,10080.4013671875,200.0,42.0232200622559,156.051681518555,55.8342094421387,10263.5146484375,6546.69384765625,9739.0048828125,13455.8251953125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,28.492000579834,19.8208332061768,-155.329162597656,2,4
S1394,672.0,62.5,582.584716796875,170.5,30.8033218383789,19,922.0,1151.0,1944.0,-0.376448929309845,0.894427299499512,9.0,0.264551818370819,-0.1875,0.0,0.339160919189453,60.1447105407715,6519.51171875,161.31022644043,57.9127502441406,139.188262939453,52.8242225646973,4769.22314453125,6761.5068359375,15233.2958984375,13241.01171875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,40.4980010986328,60.0708351135254,20.1625003814697,8,10
S4438,1183.0,67.5,576.053161621094,271.533262367401,107.501647949219,100,599.0,-1521.0,2540.0,0.707106471061707,0.158113867044449,176.0,0.0978320688009262,0.125,0.0,12.176703453064,0.27306666970253,2893.49047851563,200.0,27.9424648284912,35.7363395690918,68.4838485717773,2754.38403320313,9626.1162109375,17248.134765625,10376.4033203125,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,32.5620002746582,43.4958343505859,124.695831298828,9,3
S1177,1595.0,209.567426086173,1997.16198730469,278.534551396347,83.3000335693359,0,667.0,3531.0,3790.0,0.267650485038757,0.963356256484985,1141.5,6.40400505065918,-3.5625,1.35518288612366,0.0417237505316734,30.0819549560547,6484.66015625,199.9375,54.2280387878418,23.1906642913818,50.7254867553711,14705.6337890625,7769.76513671875,5296.88623046875,12232.75390625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,27.0,-13.6374998092651,-47.4791679382324,1,5
S3627,669.0,64.5,575.2333984375,187.516762441999,28.1033229827881,0,813.000000020946,3141.00000008109,922.000000023773,0.3162265122235,-0.948683738725638,0.0,0.0,0.0,0.0,1.03011238574982,17.7754669189453,4804.60009765625,134.140228271484,58.881721496582,136.617736816406,54.5458793640137,4799.658203125,6724.15087890625,15202.861328125,13278.369140625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,12.2469997406006,60.220832824707,19.5375003814697,10,10
S4125,1260.0,126.599873941692,3311.09692382813,180.566476053691,24.2983322143555,0,266.0,-809.0,5397.0,0.178679093718529,0.983178436756134,1849.0,5.4882984161377,-1.25,0.0,0.0,12.07164478302,9696.0947265625,198.757888793945,42.4642868041992,173.340545654297,52.8579063415527,10264.0771484375,6546.0380859375,9738.4423828125,13456.482421875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,26.9950008392334,19.8208332061768,-155.320831298828,3,4
S2309,788.0,75.5499924108601,923.760314941406,208.549712003728,21.495002746582,23,337.0,2957.0,4168.0,0.237773805856705,0.744687497615814,719.5,2.84063601493835,4.875,0.0,0.0,94.2636413574219,7244.19873046875,200.0,26.1248283386231,53.933780670166,58.1777229309082,5875.6279296875,7040.921875,14126.8916015625,12961.5966796875,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,29.9950008392334,48.4625015258789,9.46249961853027,1,3
S7294,950.0,30.4665276520027,532.548461914063,217.449791478004,48.9999961853027,0,646.0,1154.0,3665.0,-0.986118972301483,-0.0137710347771645,807.5,3.76091575622559,-4.5,0.0,0.0,52.4261322021484,4755.53466796875,200.0,46.5761489868164,201.474517822266,57.3732299804688,8601.9853515625,2372.40307617188,11400.5341796875,17630.115234375,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0,4.0,54.8125,-119.695831298828,4,7
S5533,1266.0,136.550035554004,3570.7373046875,186.54975669949,23.9983329772949,0,266.0,3682.0,5493.0,0.364866554737091,0.93105810880661,1662.5,5.11083507537842,-2.75,0.0,0.0,58.2741317749024,11470.3583984375,198.435607910156,56.8148612976074,219.562637329102,48.1438026428223,10264.498046875,6544.119140625,9738.021484375,13458.4013671875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,15.9940004348755,19.8291664123535,-155.304168701172,3,4
S1407,1839.0,159.5,741.248901367188,248.5,80.5033187866211,45,2575.0,3478.0,1955.0,0.0114279789850116,0.966807067394257,1589.5,1.20240259170532,0.8125,1.71678733825684,0.0,17.5658664703369,3898.04370117188,198.208587646484,60.7905464172363,19.7614936828613,58.1849136352539,9974.5234375,14247.1123046875,10027.9970703125,5755.408203125,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,38.125,-25.9958324432373,29.1875,5,9
S6628,1021.99993896484,-1.38251976126154,1379.70458984375,187.634178896739,22.5966567993164,0,1769.0,1322.0,2437.0,0.534149944782257,0.770572900772095,2094.5,18.3628196716309,-15.4375,0.0,0.0,1.08088886737823,1275.16369628906,82.6640853881836,48.9281578063965,121.654556274414,57.464786529541,9411.7763671875,1818.3349609375,10590.7431640625,18184.18359375,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0,3.20000004768372,48.4625015258789,-113.345832824707,6,8
S6309,961.0,27.5331530673779,662.265319824219,208.500279432622,62.8983268737793,0,922.0,3366.0,2554.0,0.93858003616333,0.343809127807617,951.0,0.88459849357605,-1.0,0.0,0.0,139.665237426758,5804.7705078125,181.60774230957,39.747142791748,186.327377319336,54.4500617980957,8665.2939453125,2258.27294921875,11337.224609375,17744.24609375,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,3.0,54.5791664123535,-117.970832824707,7,7
S5712,1260.0,126.599873941692,3311.09692382813,180.566476053691,24.2983322143555,0,266.0,-809.0,5397.0,0.178679093718529,0.983178436756134,1849.0,5.4882984161377,-1.25,0.0,0.0,12.07164478302,9696.0947265625,198.757888793945,42.4642868041992,173.340545654297,52.8579063415527,10264.0771484375,6546.0380859375,9738.4423828125,13456.482421875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,11.9969997406006,19.8208332061768,-155.320831298828,4,4
S3305,2028.0,114.41588351147,1260.37353515625,298.46616376147,103.59497833252,49,612.0,4598.0,5930.0,-0.452797591686249,-0.781437277793884,2106.0,6.74282312393189,3.0625,0.0,0.0,0.0,564.488159179688,200.0,32.4999542236328,19.551664352417,73.8877944946289,3687.830078125,10768.36328125,16314.6904296875,9234.15625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,35.0,30.7291660308838,51.5708351135254,2,6
S1605,1829.99987792969,111.451583085041,1070.10412597656,305.451072829316,84.4966278076172,18,1080.0,316.0,3749.0,0.988472938537598,0.0154664805158973,1952.0,20.7090625762939,-11.375,0.0,0.0,0.0,731.637023925781,116.669334411621,30.4087867736816,23.5358829498291,74.8231506347656,3711.76806640625,10431.775390625,16290.7509765625,9570.7451171875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,37.2480010986328,33.154167175293,49.3041648864746,3,2
S4682,953.0,31.4668070727706,529.833129882813,217.467086493538,49.1983222961426,0,598.0,3200.0,4121.0,-0.909162640571594,0.416431128978729,803.0,2.48828196525574,-0.5625,0.0,0.0,100.697776794434,4758.341796875,199.75,47.8494911193848,185.059112548828,57.0868225097656,8602.37109375,2371.36791992188,11400.1484375,17631.150390625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0,2.0,54.8125,-119.679168701172,5,7
S4613,1435.0,92.4832708460008,335.813507080078,289.500078879994,95.504997253418,58,1192.0,2030.0,2427.0,-0.868929386138916,0.470227062702179,860.0,1.32166028022766,0.3125,0.0,0.0,0.0,2083.79809570313,200.0,47.3296813964844,6.46679353713989,84.3384094238281,2072.58203125,10265.4111328125,17929.9375,9737.109375,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,37.4799995422363,40.1875,114.520835876465,4,6
S3324,1254.0,121.616831286007,3194.42333984375,176.583433402006,24.3966884613037,20,751.0,4018.0,3778.0,0.421516209840775,0.906760811805725,1941.0,5.40979671478272,2.0,0.0,0.0,8.91964435577393,10080.4013671875,200.0,42.0232200622559,156.051681518555,55.8342094421387,10263.5146484375,6546.69384765625,9739.0048828125,13455.8251953125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,19.9930000305176,19.8208332061768,-155.329162597656,5,4
S5461,1266.0,136.550035554004,3570.7373046875,186.54975669949,23.9983329772949,0,266.0,3682.0,5493.0,0.364866554737091,0.93105810880661,1662.5,5.11083507537842,-2.75,0.0,0.0,58.2741317749024,11470.3583984375,198.435607910156,56.8148612976074,219.562637329102,48.1438026428223,10264.498046875,6544.119140625,9738.021484375,13458.4013671875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,19.9869995117188,19.8291664123535,-155.304168701172,4,4
S4131,1266.0,136.550035554004,3570.7373046875,186.54975669949,23.9983329772949,0,266.0,3682.0,5493.0,0.364866554737091,0.93105810880661,1662.5,5.11083507537842,-2.75,0.0,0.0,58.2741317749024,11470.3583984375,198.435607910156,56.8148612976074,219.562637329102,48.1438026428223,10264.498046875,6544.119140625,9738.021484375,13458.4013671875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,13.664999961853,19.8291664123535,-155.304168701172,5,4
S2527,2071.0,166.615956057356,568.856872558594,332.632681291355,40.0033340454102,52,652.0,2423.0,4539.0,0.445362776517868,-0.651786923408508,985.0,7.86111259460449,-1.3125,0.0,0.790394961833954,6.17742204666138,2958.54443359375,185.192398071289,37.8746719360352,20.3457508087158,71.9136276245117,8050.68017578125,7084.78515625,11951.8388671875,12917.7353515625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.0,57.9990005493164,32.0208320617676,-6.69583320617676,9,1
S4352,1254.0,121.616831286007,3194.42333984375,176.583433402006,24.3966884613037,20,751.0,4018.0,3778.0,0.421516209840775,0.906760811805725,1941.0,5.40979671478272,2.0,0.0,0.0,8.91964435577393,10080.4013671875,200.0,42.0232200622559,156.051681518555,55.8342094421387,10263.5146484375,6546.69384765625,9739.0048828125,13455.8251953125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,17.4969997406006,19.8208332061768,-155.329162597656,6,4
S6797,1254.0,121.616831286007,3194.42333984375,176.583433402006,24.3966884613037,20,751.0,4018.0,3778.0,0.421516209840775,0.906760811805725,1941.0,5.40979671478272,2.0,0.0,0.0,8.91964435577393,10080.4013671875,200.0,42.0232200622559,156.051681518555,55.8342094421387,10263.5146484375,6546.69384765625,9739.0048828125,13455.8251953125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,13.1999998092651,19.8208332061768,-155.329162597656,7,4
S2296,788.0,75.5499924108601,923.760314941406,208.549712003728,21.495002746582,23,337.0,2957.0,4168.0,0.237773805856705,0.744687497615814,719.5,2.84063601493835,4.875,0.0,0.0,94.2636413574219,7244.19873046875,200.0,26.1248283386231,53.933780670166,58.1777229309082,5875.6279296875,7040.921875,14126.8916015625,12961.5966796875,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,29.2490005493164,48.4625015258789,9.46249961853027,5,3
S3568,1296.0,219.365815164022,1113.8994140625,310.365815164022,78.9033508300781,27,241.0,395.0,5182.0,-0.489425867795944,-0.871835589408875,415.0,11.4927845001221,3.9375,0.0,0.118940211832523,47.6625785827637,7869.3154296875,198.573760986328,29.8791217803955,24.0057563781738,61.9933280944824,2718.18505859375,12160.9775390625,17284.333984375,7841.541015625,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,95.1480026245117,24.3291664123535,106.204170227051,6,1
S3081,1302.0,214.616818122858,1078.33508300781,306.600377336432,84.2983322143555,68,855.0,824.0,2883.0,0.230978056788445,0.957660675048828,580.5,17.2777652740479,-5.5,0.0,26.9287014007568,26.2339553833008,5643.59716796875,182.217590332031,32.1014175415039,24.8417892456055,65.5622482299805,2636.31591796875,12123.6865234375,17366.203125,7878.83203125,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,59.7840003967285,24.8125,105.479164123535,7,1
S1129,1828.00012207031,128.382928770005,516.787048339844,226.382928770005,70.1033401489258,0,920.0,4702.0,3289.0,0.854362010955811,-0.354610860347748,2462.5,8.12629699707031,-9.5,0.0,0.0,45.2435569763184,6355.1640625,130.746963500977,39.641788482666,35.9968299865723,70.2164459228516,12155.27734375,2399.76000976563,7847.2421875,17602.759765625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,34.4990005493164,25.2458324432373,-100.912498474121,3,3
S1863,921.0,66.5,1030.853515625,257.483282154,14.8999996185303,76,384.0,-542.0,2795.0,-0.316227436065674,0.707107126712799,17.5,0.134805351495743,-0.0625,0.0,2.37628841400147,0.868444442749023,4527.15087890625,200.0,29.2360038757324,72.0845489501953,59.0634002685547,9831.203125,1302.62097167969,10171.31640625,18699.8984375,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,22.0,45.720832824707,-73.3708343505859,6,7
S6698,986.0,85.4999881560016,1212.009765625,261.48354944538,7.90000009536743,0,473.0,818.0,2870.0,-0.912994146347046,0.407528460025787,325.0,1.71755385398865,-1.1875,0.0,10.5047092437744,78.3336868286133,8256.1640625,200.0,54.9694709777832,136.029266357422,49.9197540283203,10162.525390625,1457.90795898438,9839.9951171875,18544.611328125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,2.0,42.4874992370606,-72.1875,7,2
S4370,1267.0,131.616273625113,3438.279296875,183.566476069557,24.1966648101807,0,261.0,3851.0,6205.0,0.399324119091034,0.916768729686737,1745.0,5.11938190460205,0.375,0.0,0.0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,10263.935546875,6544.77490234375,9738.5830078125,13457.7451171875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,22.5,19.8291664123535,-155.3125,8,4
S6705,1254.0,121.616831286007,3194.42333984375,176.583433402006,24.3966884613037,20,751.0,4018.0,3778.0,0.421516209840775,0.906760811805725,1941.0,5.40979671478272,2.0,0.0,0.0,8.91964435577393,10080.4013671875,200.0,42.0232200622559,156.051681518555,55.8342094421387,10263.5146484375,6546.69384765625,9739.0048828125,13455.8251953125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,37.8110008239746,19.8208332061768,-155.329162597656,8,4
S3591,2027.0,186.532299688866,286.175689697266,301.532045910083,93.6933441162109,0,569.0,1798.0,6149.0,-0.822269320487976,0.2134128510952,587.5,0.749485373497009,-0.8125,0.0,0.0,0.0,2534.62451171875,97.8695755004883,65.0495529174805,6.8481707572937,73.4496154785156,17395.44921875,8609.3408203125,2607.06909179688,11393.1787109375,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,4.0,-29.970832824707,-67.0875015258789,2,3
S4220,1764.0,247.5,1121.76147460937,331.5,86.5999984741211,18,357.0,1970.0,3870.0,0.31622725725174,0.353553652763367,28.0,0.180314883589745,0.25,1.68552076816559,0.0,42.5550231933594,8134.94921875,200.0,64.4683074951172,13.4860734939575,62.6426887512207,9025.74609375,14155.7744140625,10976.7744140625,5846.74609375,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,12.9989995956421,-18.9375,34.4541664123535,3,10
S7578,735.0,60.5,695.426818847656,212.516737845999,34.1016731262207,29,739.0,3439.0,3038.0,0.228045076131821,0.316227972507477,42.5,1.16738963127136,-0.375,0.0,0.0,114.606575012207,4693.15283203125,200.0,67.1664657592774,159.878143310547,51.4278106689453,4405.162109375,7193.05908203125,15597.3583984375,12809.4609375,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,2.0,58.2958335876465,27.2625007629395,8,2
S5260,1350.0,86.4173273857702,678.872863769531,272.41732738577,91.4033584594727,69,819.0,2313.0,2790.0,-0.801585793495178,0.117823526263237,1227.5,1.40951538085938,-3.625,0.0,110.882705688477,0.0,2539.216796875,200.0,46.541187286377,15.6107807159424,77.7111511230469,1932.58801269531,10582.3681640625,18069.931640625,9420.1513671875,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,19.9979991912842,37.9458351135254,111.262496948242,6,1
S3003,1747.0,168.516722254,924.84130859375,284.516722254,72.2983551025391,100,1123.0,2322.0,1402.0,-0.401817262172699,0.900305330753326,467.0,0.455626428127289,0.1875,0.0,4.50047636032105,0.337066680192947,3423.9111328125,200.0,48.9526863098145,14.619704246521,65.5662460327149,17315.763671875,8860.3876953125,2686.75610351563,11142.130859375,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0,35.4990005493164,-31.5625,-64.1875,8,1
S5347,735.0,60.5,695.426818847656,212.516737845999,34.1016731262207,29,739.0,3439.0,3038.0,0.228045076131821,0.316227972507477,42.5,1.16738963127136,-0.375,0.0,0.0,114.606575012207,4693.15283203125,200.0,67.1664657592774,159.878143310547,51.4278106689453,4405.162109375,7193.05908203125,15597.3583984375,12809.4609375,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,10.9940004348755,58.2958335876465,27.2625007629395,9,2
S6030,1795.0,247.5,1124.7783203125,330.51670077,86.3000106811523,6,533.0,2793.0,3781.0,-0.535953879356384,0.168769329786301,31.5,0.23693585395813,-0.25,2.23437452316284,0.0,50.7775993347168,8069.47021484375,200.0,61.760066986084,12.9810218811035,62.8358268737793,9031.6787109375,14149.9423828125,10970.83984375,5852.5771484375,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,22.4710006713867,-18.9458332061768,34.3708343505859,4,10
S4377,1260.0,126.599873941692,3311.09692382813,180.566476053691,24.2983322143555,0,266.0,-809.0,5397.0,0.178679093718529,0.983178436756134,1849.0,5.4882984161377,-1.25,0.0,0.0,12.07164478302,9696.0947265625,198.757888793945,42.4642868041992,173.340545654297,52.8579063415527,10264.0771484375,6546.0380859375,9738.4423828125,13456.482421875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,49.8129997253418,19.8208332061768,-155.320831298828,9,4
S1059,788.0,75.5499924108601,923.760314941406,208.549712003728,21.495002746582,23,337.0,2957.0,4168.0,0.237773805856705,0.744687497615814,719.5,2.84063601493835,4.875,0.0,0.0,94.2636413574219,7244.19873046875,200.0,26.1248283386231,53.933780670166,58.1777229309082,5875.6279296875,7040.921875,14126.8916015625,12961.5966796875,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,24.1240005493164,48.4625015258789,9.46249961853027,10,3
S4673,1267.0,131.616273625113,3438.279296875,183.566476069557,24.1966648101807,0,261.0,3851.0,6205.0,0.399324119091034,0.916768729686737,1745.0,5.11938190460205,0.375,0.0,0.0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,10263.935546875,6544.77490234375,9738.5830078125,13457.7451171875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,28.1000003814697,19.8291664123535,-155.3125,9,4
S2224,873.0,105.483265722001,813.446838378906,224.483265722001,11.5,59,788.0,3436.0,1770.0,-0.684363842010498,0.418383598327637,37.0,0.530445039272308,-1.125,0.0,4.47345924377441,32.833423614502,6692.2626953125,200.0,31.5538711547852,19.4111709594727,61.1898803710938,6030.2431640625,6620.96923828125,13972.2763671875,13381.5498046875,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,11.0,50.8624992370606,4.96250009536743,1,5
S4182,1929.0,263.50057983638,1308.51245117188,296.50086975457,97.3949584960938,29,328.0,1033.0,3976.0,0.539557933807373,-0.675564646720886,98.0,7.81199932098389,7.625,0.0,0.0,58.2913780212402,9024.197265625,91.1848907470703,44.5731239318848,21.4261703491211,62.4835739135742,13255.75,3298.42504882813,6746.77001953125,16704.09375,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,21.17799949646,15.7208337783813,-96.4124984741211,10,3
S6341,687.0,54.4829802171223,713.363891601563,203.499438862243,27.1966514587402,0,1256.0,1315.0,1562.0,0.906283140182495,0.0237830076366663,66.0,2.63457679748535,-1.0,0.0,0.0,73.5612411499024,5963.0,200.0,58.433349609375,161.953384399414,45.2756156921387,4917.5419921875,6546.94189453125,15084.9765625,13455.5771484375,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0,3.0,61.1458320617676,16.8958339691162,6,2
S3007,961.0,27.5331530673779,662.265319824219,208.500279432622,62.8983268737793,0,922.0,3366.0,2554.0,0.93858003616333,0.343809127807617,951.0,0.88459849357605,-1.0,0.0,0.0,139.665237426758,5804.7705078125,181.60774230957,39.747142791748,186.327377319336,54.4500617980957,8665.2939453125,2258.27294921875,11337.224609375,17744.24609375,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,10.0,54.5791664123535,-117.970832824707,8,7
S4897,1100.0,39.5498899051078,395.561584472656,251.549889905108,62.9016456604004,85,1388.0,2058.0,1353.0,0.986429274082184,0.16007536649704,807.0,0.746354162693024,1.25,0.0,0.0,0.0,4617.9306640625,200.0,40.1504364013672,25.5126323699951,68.5633926391602,9317.0849609375,1449.41296386719,10685.43359375,18553.107421875,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.0,5.49900007247925,50.2958335876465,-107.6875,9,2
S1672,1555.0,208.416768052594,1986.8525390625,280.416768052594,78.9950103759766,0,786.0,4580.0,2930.0,-0.943255960941315,-0.0135053535923362,1246.5,6.4026083946228,-2.625,2.51242661476135,0.0,30.0799999237061,5374.0185546875,199.350173950195,46.9232864379883,21.5572872161865,51.4718818664551,14984.126953125,7903.380859375,5018.39208984375,12099.1376953125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,47.9949989318848,-15.8125,-48.8541679382324,5,5
