CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Precipitation_of_Coldest_Quarter,CHELSA_BIO_Precipitation_Seasonality,CGIAR_Aridity_Index,CGIAR_PET,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Slope,EarthEnvTopoMed_TopoPositionIndex,EsaCci_BurntAreasProbability,FanEtAl_Depth_to_Water_Table_AnnualMean,GlobPermafrost_PermafrostExtent,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,SG_Depth_to_bedrock,SG_Sand_Content_005cm,SG_SOC_Content_005cm,SG_Soil_pH_H2O_005cm,target_marker,sequencing_platform,sample_type,primers,Resolve_Biome,ECM_diversity,Pixel_Lat,Pixel_Long,CV_Fold
252.41616821289062,2742.73779296875,293.3994445800781,749.41748046875,12.399971961975098,16703.0,1615.9998779296875,0.39272987842559814,-0.6466386318206787,168.5,5.951345443725586,-6.8125,0.0,5.047047138214111,0.0,1.0,199.98745727539062,42.55768585205078,36.22474670410156,49.512264251708984,1.0,0.0,2.0,10.0,1,47.99700164794922,-6.712500095367432,146.80416870117188,3
221.41555786132812,3076.54296875,257.3994140625,508.675048828125,23.196657180786133,13502.0,1498.0,0.7639334201812744,-0.17880380153656006,739.0,4.049711227416992,-8.4375,0.0,2.346182346343994,0.0,1.0,200.0,30.228666305541992,108.1856460571289,48.2962646484375,1.0,1.0,2.0,22.0,1,45.56085768200102,18.295833587646484,-65.80416870117188,7
221.65115356445312,1638.8841552734375,264.6511535644531,172.33450317382812,48.27313995361328,14315.0,1590.0,0.8856027126312256,0.46429145336151123,795.0,3.845107078552246,6.8125,0.0,9.2005615234375,0.0,1.0,178.15292358398438,44.7392692565918,50.3477668762207,49.419586181640625,1.0,0.0,2.0,10.0,1,33.165000915527344,-9.4375,147.3541717529297,5
227.5,2400.339599609375,282.5166931152344,476.4894714355469,37.20001220703125,6650.0,1726.0,0.48564302921295166,0.7071066498756409,11.0,0.2731384038925171,-0.25,0.0,6.444654941558838,0.0,50.0,200.0,60.45561218261719,41.35896682739258,54.723785400390625,1.0,0.0,2.0,10.0,1,111.01750183105469,-24.954166412353516,47.00416564941406,7
118.65155029296875,4863.77587890625,158.65155029296875,574.649658203125,36.70503234863281,22464.0,975.9999389648438,0.7834595441818237,0.6214102506637573,2693.5,21.074729919433594,-21.25,0.0,0.7477206587791443,0.0,1.0,107.7221450805664,46.12221908569336,165.0846405029297,53.94649124145508,1.0,0.0,2.0,10.0,1,85.99500274658203,-5.820833206176758,145.1374969482422,9
136.5167236328125,3388.242431640625,189.51699829101562,974.6626586914062,40.20334243774414,19513.0,1359.0,-0.3986564576625824,0.4096667468547821,2663.5,3.5767502784729004,3.625,0.0,16.44780158996582,0.0,1.0,200.0,39.01449203491211,97.26412963867188,53.09900665283203,1.0,0.0,2.0,10.0,1,60.99700164794922,6.704166889190674,-75.47083282470703,4
260.5,1885.63330078125,293.5,230.19158935546875,34.09164047241211,8519.0,1889.0,0.9974128603935242,0.0718856230378151,7.0,2.983447313308716,-1.1875,0.0,0.6775630116462708,0.0,6.0,190.47030639648438,35.87489700317383,33.74738693237305,60.957706451416016,1.0,2.0,2.0,25.0,1,17.0,18.512500762939453,-67.07083129882812,7
219.45013427734375,5125.4404296875,273.4169921875,339.5130310058594,63.80501174926758,18876.0,1547.0,-0.9007527828216553,0.1118774339556694,698.0,8.205289840698242,10.9375,0.008321134373545647,3.033503770828247,0.0,1.0,199.61837768554688,38.400474548339844,36.16734313964844,54.075286865234375,1.0,0.0,2.0,10.0,1,6.0,8.679166793823242,-82.4375,5
233.5,1525.829833984375,309.4835205078125,717.5682983398438,57.10164260864258,12563.0,1268.0,0.42417168617248535,0.45084190368652344,686.0,1.5110752582550049,-1.75,0.0,0.8805269002914429,0.0,2.0,200.0,51.25682830810547,25.478134155273438,49.14959716796875,1.0,0.0,2.0,10.0,1,57.994998931884766,3.7291667461395264,12.737500190734863,7
228.68373107910156,1458.3956298828125,310.6504821777344,51.35990524291992,80.59998321533203,10960.0,1490.0,0.8913840055465698,-0.1253509670495987,732.5,9.585519790649414,-0.3125,0.0,151.28533935546875,0.0,1.0,160.772705078125,37.867496490478516,31.031511306762695,52.638633728027344,1.0,1.0,2.0,18.0,1,33.5,21.912500381469727,101.2125015258789,5
221.6513214111328,3098.3291015625,256.6017150878906,511.8231201171875,23.196657180786133,13714.0,1489.0,0.3312007188796997,0.5332314968109131,730.5,9.491035461425781,17.4375,0.0,56.8077507019043,0.0,1.0,200.0,28.78984832763672,96.3061752319336,47.879486083984375,1.0,2.0,2.0,25.0,1,39.33300018310547,18.287500381469727,-65.77916717529297,5
252.4671173095703,2847.322998046875,283.4668273925781,472.83251953125,22.698328018188477,12343.0,1768.9998779296875,0.7184408903121948,-0.06024821102619171,137.5,6.937519073486328,-7.3125,0.0,1.8035269975662231,0.0,1.0,199.7635955810547,27.263919830322266,61.28514099121094,50.7874870300293,1.0,0.0,2.0,10.0,1,133.14700317382812,18.320833206176758,-65.72916412353516,3
142.59974670410156,2467.717529296875,207.6329803466797,119.8437271118164,76.28822326660156,20107.0,1117.0,0.6968014240264893,0.6526920795440674,1877.0,15.150976181030273,-9.25,0.0,2.082392930984497,0.0,1.0,175.51316833496094,36.88453674316406,70.68816375732422,52.126590728759766,1.0,0.0,2.0,10.0,1,82.55500030517578,22.35416603088379,103.77916717529297,6
221.65115356445312,1638.8841552734375,264.6511535644531,172.33450317382812,48.27313995361328,14315.0,1590.0,0.8856027126312256,0.46429145336151123,795.0,3.845107078552246,6.8125,0.0,9.2005615234375,0.0,1.0,178.15292358398438,44.7392692565918,50.3477668762207,49.419586181640625,1.0,0.0,2.0,10.0,1,33.165000915527344,-9.4375,147.3541717529297,5
232.28233337402344,1547.60400390625,275.2657775878906,159.1249237060547,49.87315368652344,13578.0,1635.0001220703125,-0.3973633348941803,-0.9175924062728882,615.5,27.055259704589844,6.875,0.0,4.343530178070068,0.0,1.0,109.44461822509766,42.50794982910156,53.52611541748047,50.16977310180664,1.0,0.75,2.0,15.375,1,80.28037643432617,-9.445833206176758,147.34584045410156,4
227.60098266601562,1769.842041015625,271.6177978515625,199.05604553222656,44.27310562133789,14360.0,1633.0,-0.011354915797710419,0.814704179763794,680.0,5.939365386962891,-2.0625,0.14702914655208588,5.514736652374268,0.0,1.0,200.0,38.60951614379883,35.247283935546875,50.07128143310547,1.0,0.8,2.0,16.2,1,94.82439727783203,-9.4375,147.37916564941406,6
207.4991912841797,1596.3878173828125,272.48236083984375,107.44576263427734,89.69829559326172,7974.0,1727.0,0.7351086139678955,-0.3248785138130188,681.0,4.311209201812744,-0.4375,0.3949425220489502,10.057286262512207,0.0,1.0,139.77003479003906,56.27550506591797,30.53590202331543,54.303688049316406,1.0,0.0,2.0,10.0,1,75.32099914550781,-17.02083396911621,145.59584045410156,3
167.5000762939453,1705.8597412109375,245.46693420410156,69.12175750732422,80.69831848144531,3746.0,1780.0,-0.652436375617981,0.6667827367782593,1105.5,6.004010200500488,-4.9375,0.0,0.8949267268180847,0.0,1.0,164.43310546875,45.077301025390625,55.06634521484375,54.95154571533203,1.0,2.0,2.0,20.0,1,59.0,-27.320833206176758,-65.9124984741211,3
259.5002746582031,2280.83056640625,306.5167236328125,370.4768371582031,49.19334030151367,12102.0,1773.0,-0.1814594864845276,0.7369880080223083,83.5,1.2826991081237793,-0.6875,0.0,18.544328689575195,0.0,1.0,200.0,23.428865432739258,28.384807586669922,57.52084732055664,2.0,1.0,2.0,5.0,1,0.0,10.379166603088379,-61.287498474121094,1
231.7511749267578,3320.290771484375,274.7677001953125,509.3090515136719,25.599990844726562,12422.0,1599.0,0.46184563636779785,0.8869199752807617,682.5,13.43448257446289,6.6875,0.0,166.29653930664062,0.0,1.0,176.8133544921875,42.10430908203125,58.597957611083984,48.04352951049805,1.0,0.0,2.0,10.0,1,20.599000930786133,5.487500190734863,116.02083587646484,8
260.48358154296875,2692.60205078125,301.4665832519531,720.6263427734375,46.706687927246094,13650.0,1692.0,-0.7649729251861572,0.48033857345581055,34.5,1.370042085647583,0.75,0.0,12.059160232543945,0.0,1.0,200.0,44.3685417175293,25.91822624206543,49.60586929321289,1.0,2.0,1.0,20.0,1,0.0,5.545833110809326,-53.49583435058594,10
231.7511749267578,3320.290771484375,274.7677001953125,509.3090515136719,25.599990844726562,12422.0,1599.0,0.46184563636779785,0.8869199752807617,682.5,13.43448257446289,6.6875,0.0,166.29653930664062,0.0,1.0,176.8133544921875,42.10430908203125,58.597957611083984,48.04352951049805,1.0,0.0,2.0,10.0,1,20.599000930786133,5.487500190734863,116.02083587646484,8
219.5,2557.03955078125,274.5,510.0652770996094,38.89665985107422,11897.0,1481.0,0.29557090997695923,0.32390931248664856,705.5,1.3952229022979736,-0.5625,0.0,3.5096254348754883,0.0,2.0,200.0,41.15433883666992,62.2253303527832,48.286624908447266,1.0,0.0,2.0,10.0,1,95.06900024414062,5.304166793823242,-59.92916488647461,10
158.4493865966797,960.4305419921875,232.44967651367188,55.63512420654297,80.00164031982422,7017.0,1262.0,-0.6012245416641235,-0.7980742454528809,1919.5,0.8694280385971069,-0.75,0.0,1.1073044538497925,0.0,3.0,200.0,27.511112213134766,21.268659591674805,60.956722259521484,1.0,1.0,1.0,10.0,1,0.0,25.362499237060547,103.11250305175781,5
227.60098266601562,1769.842041015625,271.6177978515625,199.05604553222656,44.27310562133789,14360.0,1633.0,-0.011354915797710419,0.814704179763794,680.0,5.939365386962891,-2.0625,0.14702914655208588,5.514736652374268,0.0,1.0,200.0,38.60951614379883,35.247283935546875,50.07128143310547,1.0,0.8,2.0,16.2,1,94.82439727783203,-9.4375,147.37916564941406,6
150.43336486816406,1614.0667724609375,226.45008850097656,62.84675979614258,82.2966537475586,2942.0,1838.0,0.664838433265686,-0.2761590778827667,1447.5,18.24907684326172,-31.0,0.0,0.09674932807683945,0.0,1.0,122.85113525390625,41.56851577758789,65.41452026367188,54.59791564941406,1.0,2.0,2.0,20.0,1,174.82000732421875,-27.329166412353516,-65.95417022705078,2
258.5,2656.30419921875,310.4832763671875,692.015380859375,43.70501708984375,15142.0,1665.0,-0.524371325969696,0.4840571880340576,53.0,1.0823267698287964,0.875,0.0,10.640077590942383,0.0,1.0,200.0,47.297279357910156,40.90023422241211,46.317115783691406,1.0,2.0,1.0,20.0,1,1.369047619047619,5.4708333015441895,-53.579166412353516,7
145.4333953857422,1658.4822998046875,222.41697692871094,32.91669845581055,94.60166931152344,5192.0,1563.0,-0.9160999059677124,0.38100284337997437,1616.0,19.1993350982666,3.6875,0.0,19.231510162353516,0.0,1.0,88.9605941772461,44.699310302734375,61.50491714477539,54.45174026489258,1.0,2.0,2.0,20.0,1,96.4000015258789,-23.6875,-64.89583587646484,5
