sample_id,CGIAR_PET,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Precipitation_Seasonality,ConsensusLandCover_Human_Development_Percentage,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Slope,EarthEnvTopoMed_TopoPositionIndex,EsaCci_BurntAreasProbability,GHS_Population_Density,GlobBiomass_AboveGroundBiomass,MODIS_NPP,SG_Depth_to_bedrock,SG_Sand_Content_005cm,SG_SOC_Content_005cm,SG_Soil_pH_H2O_005cm,sequencing_platform454Roche,sequencing_platformIllumina,sample_typerhizosphere_soil,sample_typesoil,sample_typetopsoil,primersAML1_AML2_then_AMV4_5NF_AMDGR,primersAML1_AML2_then_NS31_AM1,primersAML1_AML2_then_nu_SSU_0595_5__nu_SSU_0948_3_,primersAMV4_5F_AMDGR,primersAMV4_5NF_AMDGR,primersGeoA2_AML2_then_NS31_AMDGR,primersGeoA2_NS4_then_NS31_AML2,primersGlomerWT0_Glomer1536_then_NS31_AM1A_and_GlomerWT0_Glomer1536_then_NS31_AM1B,primersGlomerWT0_Glomer1536_then_NS31_AM1A__GlomerWT0_Glomer1536_then_NS31_AM1B,primersNS1_NS4_then_AML1_AML2,primersNS1_NS4_then_AMV4_5NF_AMDGR,primersNS1_NS4_then_NS31_AM1,primersNS1_NS41_then_AML1_AML2,primersNS31_AM1,primersNS31_AML2,primersWANDA_AML2,Resolve_Biome,arbuscular_mycorrhizal_richness,Pixel_Lat,Pixel_Long,CV_Fold_Random,CV_Fold_Spatial,MEM1,MEM4,MEM6,MEM7,MEM8,MEM9,MEM10,MEM11,MEM13,MEM18,MEM19,MEM20,MEM30,MEM35,MEM37,MEM45,MEM51,MEM52,MEM58,MEM81
S1869,1819,269.5,568.972045898438,344.516705806,90,19,695,793,2796,0.919755041599274,-0.164594143629074,355.5,1.59443759918213,-0.3125,0,0.0397030711174011,1.08071112632751,2373.55444335938,200,62.2844276428223,8.12014198303223,63.1000480651856,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,35.9990005493164,-8.45416641235352,-39.1958351135254,10,3,-0.678368220588281,-1.54554915522148,-0.95781475770836,2.77642925324026,-0.126253195191014,1.38372264664073,-1.03661495424099,1.44204441420619,1.26002866226668,1.55097532441192,-2.21638448014419,-1.44487352680555,0.360474241257815,-0.685078099769677,0.677315758794238,-0.325037099712878,-0.145520379144783,-1.04181453340545,0.546166418148865,-3.12348809444888
S5806,1261,130.567312628764,3437.0693359375,183.533635882383,24.1966648101807,0,296,-647,4310,0.584362030029297,0.81149297952652,1773.5,4.93421936035156,-0.5,0,0,66.0131530761719,7730.611328125,190.601638793945,48.1131896972656,203.790771484375,49.0102996826172,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.94099998474121,19.8208332061768,-155.3125,4,4,-0.460946109202451,0.050193470012165,-0.103674569782638,0.513822877771163,-0.0882437902212434,-0.716059511650316,0.224167992307158,-0.68190279489994,2.82425939063151,-5.59847383073636,1.99278397689658,-1.90723364253572,-0.158581380820855,0.328121005821465,-0.180994026703726,0.15267570675228,0.0842489765656747,-0.121739363843872,-0.0233054734509059,0.00167247735222089
S5306,1595,242.5,2302.51782226563,311.483280582001,68.2966537475586,46,495,4840,3333,0.653553485870361,0.647557616233826,72,0.538416743278503,-0.375,0,0,61.7383117675781,11060.2216796875,200,40.2657661437988,22.8835334777832,52.6909599304199,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,38.3740005493164,19.904167175293,110.279167175293,5,9,1.28322421193545,-0.0361825620117278,-0.175734676330276,-0.453542744152211,-1.25295167504763,0.280951027474744,-1.14077755472234,-0.844067122060337,0.238906378034676,0.186571813883802,-1.02219003084071,0.251454760668378,-0.340353803520606,-0.560932522841794,-0.72865141931951,-2.01659083579993,0.441257377215495,0.459228112667543,-1.37292986691541,-0.0652177234929406
S5339,958,28.5002794326883,663.287048339844,208.533153071312,62.7983245849609,0,360,909,4753,0.849775314331055,0.527144312858582,940,0.927456796169281,0.0625,0,0,141.326049804688,5829.951171875,197.402114868164,42.0813713073731,179.612014770508,54.9134330749512,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,17.4969997406006,54.5875015258789,-117.970832824707,2,7,-0.64507690315086,0.00585745510061689,-0.368120026786472,0.850690926874437,-0.230274827562753,0.642684938794671,-0.0744491499769582,0.119301176747226,-0.258457812581701,-0.102110636811899,0.210356789396678,0.0687548009961271,0.0772107729206806,-0.184177942188486,0.0758353416497058,-0.0839047277295707,0.0875401687743986,0.053574167859252,0.280920110101616,-0.105631268732834
S5063,1109.00012207031,101.615068007154,2394.68823242188,167.615068007154,70.6966552734375,33,638,2971,4007,0.488053411245346,0.682196080684662,2439.5,11.0271844863892,8.875,0.386067479848862,0,49.0693321228027,8609.3662109375,138.493011474609,42.2909927368164,79.9166870117188,50.1622352600098,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,26.3330001831055,-22.3958339691162,-44.6708335876465,2,3,-0.560714385996398,-0.245574578378066,-0.103505593019849,3.32603712665334,-1.02847491303147,1.51364922240763,0.0703618667517755,-0.0649646343172532,0.282257806389039,0.43807362853688,-0.218014225051561,-0.127597284149739,0.0860913251886306,-0.697861934094134,0.36278346724881,-0.283081616716292,0.406628458930754,0.145476949220324,0.133730635751892,-0.112809277773821
S4733,1267,131.616273625113,3438.279296875,183.566476069557,24.1966648101807,0,261,3851,6205,0.399324119091034,0.916768729686737,1745,5.11938190460205,0.375,0,0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24.9969997406006,19.8291664123535,-155.3125,6,4,-0.460946114494019,0.0501934720289212,-0.103674574979031,0.513822909777843,-0.0882437962004392,-0.71605956870662,0.224168012500583,-0.681902884166096,2.82425991856958,-5.59847519701392,1.99278450848505,-1.90723417232025,-0.158581446003313,0.328121160681763,-0.180994116606293,0.152675798959256,0.0842490356291465,-0.121739451333078,-0.0233054919375567,0.00167247946129401
S5271,1267,131.616273625113,3438.279296875,183.566476069557,24.1966648101807,0,261,3851,6205,0.399324119091034,0.916768729686737,1745,5.11938190460205,0.375,0,0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25.4990005493164,19.8291664123535,-155.3125,7,4,-0.460946114494019,0.0501934720289212,-0.103674574979031,0.513822909777843,-0.0882437962004392,-0.71605956870662,0.224168012500583,-0.681902884166096,2.82425991856958,-5.59847519701392,1.99278450848505,-1.90723417232025,-0.158581446003313,0.328121160681763,-0.180994116606293,0.152675798959256,0.0842490356291465,-0.121739451333078,-0.0233054919375567,0.00167247946129401
S3880,1307,58.8010137719939,381.683349609375,236.784237997996,50.089958190918,26,1114,1965,2432,0.950010657310486,-0.30759072303772,2029.5,15.9891052246094,9.5625,0,0,7.26186656951904,3179.67651367188,192.274368286133,39.0072898864746,31.1755218505859,71.6176223754883,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,56.2480010986328,38.3375015258789,47.3125,3,2,-0.82773198785501,2.19583504233912,-1.43836234473293,0.366546573465808,1.78674271805299,-0.279029230921428,-2.39400993239503,-0.216500811518207,0.71298671437399,0.250901330072538,1.54087002332626,3.04965112523669,0.0605811768367851,1.70908644435671,-0.0855911664372626,-2.14478153712755,-0.517750284220147,-1.31516676799026,-1.50287567159794,-0.974111116157411
S6615,1266,136.550035554004,3570.7373046875,186.54975669949,23.9983329772949,0,266,3682,5493,0.364866554737091,0.93105810880661,1662.5,5.11083507537842,-2.75,0,0,58.2741317749024,11470.3583984375,198.435607910156,56.8148612976074,219.562637329102,48.1438026428223,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13.25,19.8291664123535,-155.304168701172,8,4,-0.464759270790067,0.0499639131998306,-0.111268950157612,0.532235398327624,-0.0939012739050077,-0.692351773033838,0.22045038782162,-0.673837355988823,2.78648595863615,-5.68351781379894,2.00006299229526,-1.96369480623108,-0.101516743578406,0.301928423869486,-0.1204272304819,0.0489260856321779,-0.0503626727079948,-0.549156095809476,0.298751056239696,0.00263887495199015
S890,1563,254.532902553919,1303.1259765625,318.5,48,100,488,2914,2944,0.416377067565918,0.014054149389267,137.5,1.10584080219269,0.125,0,0,119.937599182129,8227.193359375,200,66.6730575561524,21.7730350494385,54.1269912719727,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99.6669998168945,5.59583330154419,-6.65416669845581,9,10,-0.80571882056652,-2.70683611953962,-1.63568066833802,-0.129392892805257,0.987780428482126,-0.0705105123329151,-1.02423648517463,0.947177335843819,0.532423863022491,0.226436943978603,-0.527231599797305,-0.0771791573884794,0.15006154648575,0.262682463653626,0.47256937702879,-0.066079826690098,0.537746533039201,-0.300035922368615,-0.581029784272452,2.51945274791597
S2695,1328,192.483557689044,1961.50439453125,337.5,57.600025177002,100,878,4358,3442,-0.458113551139832,0.645488202571869,34,0.656887173652649,-1.1875,0,3.75822567939758,2.23573327064514,4926.10595703125,200,34.9565734863281,11.163049697876,52.4477233886719,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,25.5,28.2374992370606,116.920829772949,9,8,1.31263295042068,-0.261596542170755,0.615424407000471,-0.0149292901857854,-0.291734972444024,-0.0160973066431803,-0.821062333608572,0.29786928602798,-0.0374832494295126,-0.374118239992096,0.103810936847935,-0.234940418560625,-0.425908347262347,-0.609785058393913,-0.919199789910071,1.72407074731454,-0.125943652608298,0.932003052818275,-0.174186561617776,0.11430315725159
S884,1538,253.533183116255,1378.86547851563,321.533183116255,48.1016693115234,94,355,-386,2681,-0.0079363714903593,-0.614834606647492,231,0.967112898826599,0.25,0.183165803551674,0,55.4122657775879,7995.73486328125,200,58.4240417480469,21.6887130737305,57.0569305419922,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102.061996459961,6.13749980926514,-5.86250019073486,10,7,-0.824465425430851,-2.63187873341464,-1.57752374505203,-0.189090474871312,0.999570763887663,-0.00701716998312823,-1.10540974183935,0.957638582396464,0.0714470501301618,-0.000795090230832643,-0.553803104288461,-1.34090199749186,0.0463558039838963,0.172452385562476,-1.63609667819533,0.306135750228102,0.251666182441096,0.121859719406272,0.0917300902167257,0.0899864643299491
S5133,788,75.5499924108601,923.760314941406,208.549712003728,21.495002746582,23,337,2957,4168,0.237773805856705,0.744687497615814,719.5,2.84063601493835,4.875,0,0,94.2636413574219,7244.19873046875,200,26.1248283386231,53.933780670166,58.1777229309082,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,26.9969997406006,48.4625015258789,9.46249961853027,10,3,-1.14805619024632,-0.17098222734765,0.832659738229855,-0.306593168663883,-0.847718786031216,0.282448773211762,1.19318405893207,-1.00240410763328,-0.376427616329969,0.0166836998424753,-0.984800562802521,-0.714704278045138,1.24664943827919,-0.566487311671351,-0.289468419061442,-0.44594867057408,0.0840062289060508,-0.226277773009572,0.542770498974953,0.0536002739680072
S6496,943,9.54960873042029,572.216430664063,193.51645630021,55.6050415039063,0,632,1315,3503,-0.0820862129330635,-0.153641790151596,1332,1.61435079574585,0.8125,0,0,116.264533996582,4506.87890625,200,44.6226654052734,171.257385253906,54.175422668457,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,53.8708343505859,-118.612503051758,4,7,-0.645139460455998,0.00583723054826363,-0.368154961613627,0.850614734349647,-0.230269222641451,0.642972724981845,-0.0745219601333441,0.119470775220495,-0.259548594064192,-0.102275506846959,0.209906959824145,0.06852827342832,0.0780036233423596,-0.185738875728514,0.0764662105278738,-0.0842090878449916,0.0860331440677317,0.0502691288870377,0.27995099240676,-0.104485943562902
S3460,1260,37.516730037999,377.614898681641,248.499921159994,104.70002746582,48,746,3307,3786,0.990330457687378,0.0856757462024689,1343,0.904352128505707,-0.625,0,0,0,2077.00756835938,200,51.2353324890137,26.3958492279053,80.686408996582,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,42.2490005493164,42.029167175293,116.279167175293,6,3,1.28014527404925,-0.277053937473631,0.828685547348314,0.344635763600684,0.950501573727542,-0.0711204210326292,0.519311556103812,0.599159848892968,-1.18353932352618,1.41534468290613,-0.862169160747536,0.714786673064741,0.587975229210185,-0.987400466845569,0.318504074337886,0.101929579859094,0.567482458422805,0.00494682313817949,-0.939630875601213,0.0477285437998656
S1835,1176,185.516441655392,1545.06701660156,331.516441655392,41.1983489990234,100,865,3407,2064,0.897467315196991,-0.440107077360153,125,1.89179873466492,0.6875,0,204.668762207031,3.32586669921875,4231.673828125,200,30.1900615692139,15.6783819198608,61.8697700500488,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14.6669998168945,26.7625007629395,111.870834350586,1,10,1.31896759976339,-0.126793585983481,0.189966361856801,-0.201531724414954,-0.586815072794719,0.124983992769133,-0.781892009320595,-0.0767673144951815,0.573669918793796,-0.366087205016202,-0.231702936267477,-0.430693099605983,1.59059013494749,-0.306615849194381,0.0353476638053386,1.06270881302542,-1.74411711464893,0.267359703844662,0.703504788713508,-0.355567611742533
S1160,1566.00012207031,118.149031138949,877.763732910156,250.182522918947,88.3949813842773,10,678,5003,5358,-0.792521476745606,-0.609829902648926,1338,8.34781742095947,-2.25,0,0,2.35093331336975,5244.9375,190.662490844727,33.3808174133301,38.1403884887695,63.408878326416,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,39.2490005493164,35.1791648864746,24.9291667938232,6,3,-1.22995378695628,0.989366407428841,0.225133145811368,-0.263005242382123,0.57672672677936,0.299611874544537,-1.59242622788244,-0.299248407943306,-2.32421150575617,-0.989239880782418,2.43335520544144,0.432251573693383,0.882496298413696,-0.198871678021177,-1.59970436321226,3.1109285428758,1.32920377377697,0.230575658753145,-0.489781559909585,0.881437239344077
S2124,1805,268.500039804001,1178.017578125,367.533228194545,90.0999908447266,21,326,-105,4068,-0.380497604608536,0.623950064182282,326.5,1.34086418151855,1.3125,1.72296929359436,0.526238799095154,74.4087142944336,5324.046875,200,64.9093780517578,13.7999391555786,60.0369987487793,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,73.995002746582,9.26249980926514,2.1875,3,8,-0.899279171020466,-2.21049284762018,-1.21358886998373,-0.618112693559748,0.925968159013481,0.0469103525605536,-1.01907670116226,0.106181017161142,-1.70413457160851,-1.3236513097297,1.67892880649873,0.289288376235626,-2.11057400035709,-0.844190394124633,0.755531651280972,0.475591409380189,-2.01681057761612,-0.898000674488572,0.23091394582616,-0.711719710279228
S2656,1260,126.599873941692,3311.09692382813,180.566476053691,24.2983322143555,0,266,-809,5397,0.178679093718529,0.983178436756134,1849,5.4882984161377,-1.25,0,0,12.07164478302,9696.0947265625,198.757888793945,42.4642868041992,173.340545654297,52.8579063415527,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,15.25,19.8208332061768,-155.320831298828,1,4,-0.460946116661081,0.050193472855019,-0.103674577104599,0.513822922878696,-0.0882437986465796,-0.716059592089096,0.224168020773641,-0.681902920733517,2.82426013483454,-5.5984757563906,1.99278472616763,-1.90723438916214,-0.158581472865896,0.32812122418203,-0.180994153637821,0.152675837170691,0.0842490605030673,-0.121739484911849,-0.023305501419326,0.00167248031545439
S7258,735,60.5,695.426818847656,212.516737845999,34.1016731262207,29,739,3439,3038,0.228045076131821,0.316227972507477,42.5,1.16738963127136,-0.375,0,0,114.606575012207,4693.15283203125,200,67.1664657592774,159.878143310547,51.4278106689453,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5.75,58.2958335876465,27.2625007629395,1,2,-1.12222817059585,1.1638742470454,0.471844697798969,0.0995730441253009,0.24396971836817,0.0887643637083742,-0.908334229905185,0.963793915187162,0.801273428446534,0.956983046483309,-0.819656167973636,0.361663665928866,-2.44744134246682,0.168209948026454,0.317086274423305,0.00922649747934777,-0.455677426566117,-0.706445951363154,-0.450182028726952,1.05344700048216
S2561,1111,68.6824075174706,504.887512207031,235.66588584469,84.1033630371094,47,605,1614,3394,0.049324706196785,-0.470311224460602,2208,9.69371032714844,5.4375,0,0,0.147911116480827,3774.83715820313,200,31.4943199157715,24.1257266998291,78.2361831665039,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,39.6529998779297,35.4458351135254,103.470832824707,6,1,1.31513066503844,0.27201159878867,-0.826910591681836,-0.26834040912083,0.0471165786862735,0.199751049124877,1.06494493779136,-0.145320409778659,-0.84463892822738,-0.784972834657627,-0.264821232945881,-0.0858792960088693,-0.0935225303528588,-0.182166033874082,0.413129886676416,0.727337417194284,2.38595594085437,-2.25518049038352,-0.219084887476464,-0.283422267394829
S4092,932,18.6167967089223,423.395202636719,223.716297673697,45.705020904541,0,834,3918,2295,0.926458120346069,0.112966164946556,644.5,4.04550313949585,4.5625,0,0,116.879112243652,6558.85205078125,200,39.7627372741699,172.380081176758,58.6108703613281,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,12,56.2625007629395,-119.095832824707,8,7,-0.636252651362345,0.0133603743514411,-0.385766091293312,0.957229143535001,-0.25548806740105,0.619737608317829,-0.0595037620762965,0.0853243655895798,-0.0373940962840544,-0.117635882314393,0.2530653650663,0.0371714988324646,-0.237405202922827,0.161517970419472,-0.256691656197451,0.183671563432842,0.558003783823381,1.67074421051379,0.305499598310906,0.0326342970849458
S7220,1764,247.5,1121.76147460937,331.5,86.5999984741211,18,357,1970,3870,0.31622725725174,0.353553652763367,28,0.180314883589745,0.25,1.68552076816559,0,42.5550231933594,8134.94921875,200,64.4683074951172,13.4860734939575,62.6426887512207,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,5.99499988555908,-18.9375,34.4541664123535,4,10,-0.700481283537196,1.27746339609078,1.13099790810554,-0.352634231358199,-0.585856718554,0.385187437332244,0.815383377216669,0.0570700224316319,0.446542952154688,0.43264420836965,0.0162480869836381,0.854939367044879,0.525712026402475,-0.156065502537012,-0.311502771906884,-0.0232340317710326,-0.740098661770493,0.208952956765148,0.0569534573645451,-0.162568490993375
S1332,1285,211.501210215655,2388.92333984375,296.534824371637,64.0949630737305,4,392,2911,4764,-0.51543915271759,0.319358289241791,370,9.57858085632324,-10,0,0,98.8995590209961,4938.458984375,194.510604858398,50.9076652526856,38.9906921386719,52.326587677002,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,33.5,23.1708335876465,112.529167175293,2,10,1.30960181692023,-0.109307523786699,0.120288695686967,-0.253956625966503,-0.77149093057742,0.143024835494478,-0.995929203207161,-0.476275493388357,0.590744063270171,-0.672659783992045,-0.974178914896611,0.463725901707327,0.526407860944204,-0.270371335946685,-0.0203051161016107,1.22144602709833,-0.941380708774742,0.178591387090528,0.554709430879021,0.192972759346241
S3082,1436,223.483475081648,1836.34411621094,315.499915051994,61.5999984741211,78,469,1924,3308,0.339335858821869,-0.852593421936035,79,1.37578654289246,-1.0625,0,44.9412612915039,23.9336891174316,5135.30517578125,200,40.0645866394043,19.430212020874,59.4899673461914,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,49.4959983825684,23.1625003814697,110.137496948242,3,10,1.3054104184919,-0.0466788257546357,-0.101282900719762,-0.364281606381746,-0.952849866123059,0.238096922668802,-0.877971663409203,-0.707070243110045,0.140240164909017,0.00953355073196496,-0.333409278820986,-0.650496649381713,2.52570387226535,-0.626053455932592,-0.506223414373057,-1.32255474664169,0.0400831384795969,0.35586700936766,0.74037902034144,-0.39340112960517
S4575,960,28.5824825030893,572.436340332031,211.582761928817,59.9966812133789,0,1131,1369,1834,0.938447594642639,0.324243545532227,918.5,4.26942491531372,-0.3125,0,0,112.542930603027,5820.9306640625,200,38.4749450683594,149.130416870117,57.5864372253418,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,54.5125007629395,-118.762496948242,5,7,-0.645054914665601,0.00589913275654712,-0.368259482021572,0.851432407969586,-0.230461888979386,0.642661802920638,-0.0743652297547151,0.119124496858144,-0.25824158592727,-0.103234653253194,0.211084306685013,0.0689627744369409,0.0771720231280527,-0.185323579165754,0.0756884812994469,-0.0835769629221077,0.0878514342065733,0.0550150738194277,0.274881644076471,-0.106348469578469
S4536,1267,131.616273625113,3438.279296875,183.566476069557,24.1966648101807,0,261,3851,6205,0.399324119091034,0.916768729686737,1745,5.11938190460205,0.375,0,0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,29.9489994049072,19.8291664123535,-155.3125,4,4,-0.460946114494019,0.0501934720289212,-0.103674574979031,0.513822909777843,-0.0882437962004392,-0.71605956870662,0.224168012500583,-0.681902884166096,2.82425991856958,-5.59847519701392,1.99278450848505,-1.90723417232025,-0.158581446003313,0.328121160681763,-0.180994116606293,0.152675798959256,0.0842490356291465,-0.121739451333078,-0.0233054919375567,0.00167247946129401
S1476,1417,146.5,549.978271484375,318.516727281999,104.301666259766,100,300,417,4527,0.000000313916473260178,0.196116760373116,52,0.134805351495743,-0.6875,0,16.2317867279053,2.08266663551331,3672.41821289063,200,32.9267044067383,8.56416320800781,80.9485168457031,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,63.3330001831055,36.2874984741211,114.979164123535,2,1,1.32795929018864,-0.137007012430808,0.284784998676654,-0.0410222561509783,-0.02629105590717,0.0406770991392063,-0.0638931782745476,0.821011957658478,0.657564203344998,0.364260639206991,0.527214102804842,-0.667519795047391,-0.43769487278582,-0.352344514621121,-1.06508482876592,-0.828522057830686,-0.363823869939037,-0.219714004966523,-0.574194585554329,-0.0895872256489536
S6475,953,31.4668070727706,529.833129882813,217.467086493538,49.1983222961426,0,598,3200,4121,-0.909162640571594,0.416431128978729,803,2.48828196525574,-0.5625,0,0,100.697776794434,4758.341796875,199.75,47.8494911193848,185.059112548828,57.0868225097656,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,54.8125,-119.679168701172,9,7,-0.640792169783658,0.00936815134880757,-0.376390627793631,0.900775404811531,-0.242108775407151,0.631555868943745,-0.0672870805956967,0.101072074098902,-0.109701045464541,-0.109534089581563,0.27012316125828,0.0659184780605127,-0.104596046759607,-0.0712166554994488,-0.123646397201227,0.00628203529556272,0.474267662883763,1.3327004399546,0.0874247930555731,1.29279364722867
S1377,1376,154.5,942.364807128906,311.5,75.2016983032227,100,772,1593,2172,0.85749226808548,-0.514496922492981,34.5,0.207210928201675,0,0.372225433588028,65.1837921142578,3.72373342514038,4439.48876953125,200,19.3506126403809,10.6459274291992,79.1413879394531,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,77.4990005493164,33.220832824707,115.504165649414,3,10,1.32546714578658,-0.178259524709508,0.3891177199028,-0.0634620479373328,-0.218795029879553,0.0430004453625302,-0.530333164816717,0.403933176398992,0.475863844197372,0.0198686581949911,0.615010828670293,-0.572939154686064,-0.0411194248640858,-0.79106579627687,-0.604555093963707,-0.673942680703855,0.282216036921304,-0.439604117265372,-1.19808791119928,0.378376066030878
S3032,670,62.5002805868139,610.696838378906,186.466779126816,29.7016773223877,0,1066,1206,1917,-0.425828874111176,0.581057786941528,3,0.96534138917923,-0.4375,0,5.37165260314941,66.1125335693359,6513.29541015625,159.553558349609,53.4773025512695,119.185501098633,51.0307006835938,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,17.6669998168945,60.345832824707,19.9291667938232,4,10,-1.12113767423472,0.635833785382497,0.802474435066905,-0.066200290521046,-0.32367348897083,0.241664388890971,-0.063995037734186,1.46426892444534,0.375180534127062,-0.0204097818206678,1.24855449288325,0.29447475599289,0.4832898205219,-0.0331396833298704,0.0399810903045529,0.747844191442614,0.215033332097105,-0.328056056774227,0.321475656394077,-0.438279967617397
S3186,3237,255.5,115.823448181152,418.5,101.498306274414,0,345,2136,9653,-0.877979218959808,-0.392791360616684,629,1.01421475410461,0.375,0,0,0,59.5999984262886,200,93.2891387939453,2.83894801139832,80,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,24.9791660308838,46.8541679382324,5,7,-0.759630376173347,2.29249032883302,-1.78815809292987,0.0842887614529869,1.96153192499364,-0.157213090962238,-2.77086711752145,-2.56798012663186,-1.82322158712436,-1.02032524605514,-1.171396958731,-1.84319458162329,-0.781989180928525,0.97925423615062,0.531442860672598,-1.83782496640844,1.24663601398044,1.2457108138505,2.23239968018385,0.235067293274946
S2306,788,75.5499924108601,923.760314941406,208.549712003728,21.495002746582,23,337,2957,4168,0.237773805856705,0.744687497615814,719.5,2.84063601493835,4.875,0,0,94.2636413574219,7244.19873046875,200,26.1248283386231,53.933780670166,58.1777229309082,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,19.5,48.4625015258789,9.46249961853027,5,3,-1.14805619024632,-0.17098222734765,0.832659738229855,-0.306593168663883,-0.847718786031216,0.282448773211762,1.19318405893207,-1.00240410763328,-0.376427616329969,0.0166836998424753,-0.984800562802521,-0.714704278045138,1.24664943827919,-0.566487311671351,-0.289468419061442,-0.44594867057408,0.0840062289060508,-0.226277773009572,0.542770498974953,0.0536002739680072
S1876,864,104.5,817.978332519531,224.483265710001,11.6000003814697,62,428,2111,3285,-0.256865829229355,0.291919231414795,40,0.421822547912598,-1.5,0,1.33962082862854,28.6620445251465,6700.7998046875,200,29.7396812438965,19.5013694763184,60.6012229919434,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,17.4990005493164,50.8875007629395,4.98750019073486,6,5,-1.12902743836848,-0.308892818048438,0.887920426413934,-0.340266842576822,-1.01710343127428,0.299964856015773,1.49488918852377,-1.21529531243286,-0.326962796458219,0.250146737808783,-0.864968965372256,-1.17625932467635,-0.797041314826586,0.733145248845155,0.136114271929379,0.731522243611516,-0.0195849825033348,0.11256528432573,0.111241191669452,0.135582294721539
S1224,2145,172.467111817046,96.8384628295899,312.500325650523,98.4983825683594,0,374,2641,8660,-0.324205935001373,0.617542386054993,811,0.842840194702148,-1.5625,0,0,0,1305.40002461519,200,59.0445709228516,4.11463975906372,79.3884506225586,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,25,30.6124992370606,34.7458343505859,6,4,-1.13724364451686,1.70101739843828,0.219285435730059,-0.10119211468396,0.964429570412848,0.221142973550756,-2.47043039604412,-0.511915491421521,-3.16772025330366,-0.764039248671734,-0.0111515735140766,-2.72190335642223,-0.821716887625903,-0.330670790988315,2.15837190041698,-2.19087680591986,-0.676650958582933,-0.323607868732123,-0.474014344375577,0.757641997828642
