sample_id,CGIAR_PET,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Precipitation_Seasonality,ConsensusLandCover_Human_Development_Percentage,ConsensusLandCoverClass_Barren,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,ConsensusLandCoverClass_Herbaceous_Vegetation,ConsensusLandCoverClass_Mixed_Other_Trees,ConsensusLandCoverClass_Shrubs,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Slope,EarthEnvTopoMed_TopoPositionIndex,EsaCci_BurntAreasProbability,GHS_Population_Density,GlobBiomass_AboveGroundBiomass,GlobPermafrost_PermafrostExtent,MODIS_NPP,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,SG_Depth_to_bedrock,SG_Sand_Content_005cm,SG_SOC_Content_005cm,SG_Soil_pH_H2O_005cm,Resolve_Biome,ECM_diversity,Pixel_Lat,Pixel_Long,CV_Fold
G5031,1557.0,199.4997205740097,1563.629638671875,331.51644497200925,20.398326873779297,0.0,0.0,13.0,11.0,44.0,0.0,32.0,0.0,317.0,1536.0,3832.0,0.8052660226821899,0.21322974562644958,32.0,0.5006667971611023,0.3125,0.0,0.22756609320640564,130.7244415283203,0.0,3237.204345703125,50.0,200.0,39.73072052001953,27.64124298095703,49.876068115234375,5,4.619960250412047,30.27916717529297,-94.5374984741211,1
S1165,1213.0,125.63387223199334,885.5617065429688,278.65060277399243,32.29667663574219,0.0,0.0,60.0,0.0,0.0,0.0,40.0,0.0,875.0,3576.0,2475.0,0.5311578512191772,0.2264617681503296,485.5,7.126504421234131,3.3125,0.0,0.0415390282869339,234.78648376464844,0.0,9742.580078125,1.0,199.07496643066406,37.35438919067383,56.37675476074219,58.96446228027344,12,4.53311545164739,43.079166412353516,11.195833206176758,1
Camila09,1222.0,259.48355989479114,3089.085205078125,299.5,30.499971389770508,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,986.0,5018.0,2126.0,0.5371107459068298,-0.4958028197288513,66.0,0.8420912027359009,-1.8125,0.0,0.0,180.64231872558594,0.0,9270.7783203125,48.0,200.0,21.90542984008789,47.70951461791992,57.38058090209961,1,3.9317275677569916,-4.354166507720947,-70.02916717529297,1
S305,1812.0,269.49996281600033,1030.7117919921875,360.5167140699996,64.00167083740234,0.0,0.0,8.0,0.0,0.0,0.0,92.0,0.0,242.0,1314.0,5345.0,-0.11976642906665802,-0.9179567098617554,226.0,1.1663246154785156,0.8125,8.556546211242676,0.0,30.984888076782227,0.0,4527.56884765625,1.0,200.0,50.9705924987793,17.92254066467285,62.086788177490234,7,3.09086063182601,8.762499809265137,-3.7708332538604736,1
S809,1415.9998779296875,150.38336317662893,743.1969604492188,267.36666692263015,51.205020904541016,27.0,4.0,15.0,0.0,0.0,0.0,39.0,16.0,352.0,986.0,4130.0,0.41948091983795166,-0.8038695454597473,578.0,13.008333206176758,-8.6875,0.0,0.0140411127358675,61.64710998535156,0.0,13367.5751953125,1.0,171.22531127929688,37.98118591308594,46.40824508666992,67.58856201171875,12,3.8285326717066996,37.88750076293945,14.129166603088379,2
S1326,745.0,72.53319184376402,670.5115356445312,223.53347241999836,25.700000762939453,18.0,0.0,0.0,0.0,1.0,0.0,52.0,0.0,1217.0,774.0,1683.0,0.1092836856842041,-0.130543053150177,66.0,1.9813148975372314,-1.25,0.0,0.0,98.82062530517578,0.0,5005.56689453125,1.0,192.38706970214844,55.75230026245117,104.2250747680664,51.790924072265625,4,3.135450760607433,54.88750076293945,24.079166412353516,1
S191,1865.0,217.51670435400044,1128.9146728515625,313.5167043540004,106.09996795654297,19.0,0.0,32.0,0.0,0.0,0.0,38.0,11.0,338.0,1552.0,3978.0,0.9013303518295288,-0.41834527254104614,1189.0,1.5126363039016724,0.75,1.558471441268921,0.0,91.87946319580078,0.0,7328.56787109375,1.0,200.0,53.9560546875,14.495848655700684,53.674049377441406,7,3.637507252611965,-11.479166984558105,27.670833587646484,2
G4216,731.0,58.5,737.716552734375,209.5,31.600000381469727,64.0,13.0,10.0,0.0,0.0,0.0,13.0,0.0,858.0,3777.0,2299.0,-0.9263017177581787,-0.3766249418258667,44.0,0.9391668438911438,0.875,0.0,9.838265419006348,48.91946792602539,0.0,4518.77099609375,31.0,200.0,57.144527435302734,70.40839385986328,61.64723587036133,4,3.47305283769702,59.37083435058594,24.587499618530273,2
G4701,727.0,58.5,693.5933227539062,214.5,32.50332260131836,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835.0,3555.0,2139.0,0.8944265246391296,-0.31622859835624695,54.0,0.1577492207288742,0.0,0.0,4.8644280433654785,1.1157333850860596,0.0,4562.4541015625,50.0,200.0,49.880428314208984,34.213340759277344,65.27039337158203,4,3.7895163447332822,58.36249923706055,26.637500762939453,3
S034,952.0,72.48346549204942,763.3272705078125,246.48337994805004,83.70001983642578,13.0,6.0,39.0,0.0,0.0,0.0,30.0,0.0,1040.0,714.0,3210.0,0.25877195596694946,-0.5182793140411377,6.5,2.1433968544006348,-2.375,1.4672085046768188,0.10116838663816452,6.774044513702393,0.0,5767.40380859375,14.0,196.47718811035156,39.09782409667969,64.90975189208984,61.56734848022461,4,3.931707968570821,42.57083511352539,130.78750610351562,4
S316,1136.0,14.433639448996363,471.18865966796875,236.40038061349952,103.5999984741211,48.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,188.0,290.0,6750.0,-0.9770559668540955,-0.21294371783733368,1342.0,1.4406712055206299,-1.6875,0.0,0.0,0.3214222192764282,0.0,2381.5986328125,6.0,200.0,48.05900192260742,38.49360656738281,69.62642669677734,4,4.532459693185123,43.52083206176758,117.1875,5
S1282,1663.0,257.5332302791943,3539.742431640625,308.51670671799906,23.505050659179688,55.0,0.0,0.0,12.0,0.0,0.0,17.0,16.0,1010.0,2789.0,2735.0,0.24764662981033325,0.28938084840774536,177.5,2.632180690765381,-2.0625,0.0,221.79800415039062,105.80604553222656,0.0,5925.02978515625,1.0,200.0,25.775741577148438,54.16712188720703,51.283931732177734,1,0.0,-6.554166793823242,106.75416564941406,2
S997,790.0,82.5,681.2569580078125,225.5,27.611724853515625,36.0,9.0,23.0,0.0,0.0,0.0,32.0,0.0,876.0,4628.0,2402.0,-0.9867961406707764,-0.005493617616593838,439.0,3.1204638481140137,4.125,0.0,0.0,163.9047088623047,0.0,8136.72607421875,1.0,200.0,46.513370513916016,43.78084945678711,51.745819091796875,4,0.0,49.545833587646484,12.987500190734863,6
G4911,1722.9998779296875,245.18432354906324,1958.1484375,309.2010430950631,50.0,45.0,0.0,0.0,44.0,0.0,0.0,11.0,0.0,632.0,1739.0,2817.0,-0.6302284002304077,-0.7758032083511353,278.5,7.992823123931885,-13.6875,0.0,44.37202835083008,45.2138671875,0.0,16243.0439453125,1.0,184.28627014160156,37.650455474853516,25.511882781982422,62.573265075683594,1,4.5325565051031065,20.170833587646484,-76.51249694824219,3
30MK,729.0,57.53322308751535,702.2984008789062,213.5,32.10334777832031,56.0,2.0,11.0,0.0,0.0,0.0,30.0,0.0,1163.0,3413.0,1451.0,0.8063359260559082,0.174788236618042,76.5,1.108412742614746,-0.375,0.0,0.0,140.2307586669922,0.0,5124.63671875,50.0,200.0,60.478965759277344,120.52310943603516,54.62286376953125,4,0.6931471805599453,58.295833587646484,26.670833587646484,7
S794,1445.0,139.60061412903235,2291.711181640625,222.5169862590334,60.49492645263672,47.0,0.0,17.0,0.0,0.0,0.0,36.0,0.0,491.0,2879.0,3304.0,0.7653936147689819,-0.5048885345458984,1113.5,13.526805877685547,0.1875,0.0,0.03919605910778046,0.0,0.0,17489.59375,1.0,189.3589630126953,37.03239059448242,141.38121032714844,49.926822662353516,4,3.855431501320617,32.72916793823242,-16.887500762939453,8
G4240,725.0,54.5,703.3817138671875,207.5,34.599998474121094,20.0,0.0,16.0,0.0,19.0,0.0,45.0,0.0,638.0,2628.0,3112.0,-0.47297537326812744,0.3353113532066345,48.5,0.5736136436462402,0.8125,0.0,0.0,143.94773864746094,0.0,4023.3349609375,24.0,200.0,57.78293228149414,152.8583221435547,50.60788345336914,4,3.1021173019848374,59.170833587646484,27.795833587646484,9
B7,735.0,58.5,692.2416381835938,215.5,32.70002746582031,74.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,332.0,904.0,3821.0,0.7071059942245483,-0.7071075439453125,42.0,0.2271840125322342,-0.3125,0.0,0.2407875806093216,34.83768844604492,0.0,4845.52099609375,41.0,200.0,50.06903839111328,90.87305450439453,60.53010177612305,4,0.0,58.42916488647461,26.5625,10
G3534,1698.0,246.334893088013,1459.3349609375,348.31817386201334,82.9999771118164,12.0,0.0,0.0,27.0,0.0,0.0,36.0,26.0,393.0,2295.0,3452.0,-0.43438953161239624,0.5793499946594238,616.0,13.482009887695312,-11.0,0.2643973231315613,0.0,92.7324447631836,0.0,9359.9775390625,1.0,126.1661148071289,38.853214263916016,33.91428756713867,58.97472381591797,1,4.297108513182558,19.504167556762695,97.97083282470703,4
S099,1643.0,232.43507844165953,3419.00390625,282.41856741386727,29.6966495513916,0.0,0.0,0.0,97.0,3.0,0.0,0.0,0.0,359.0,1437.0,4118.0,-0.3181248903274536,-0.9082294702529907,541.5,8.326163291931152,-1.4375,0.0,0.0,137.1031036376953,0.0,7955.79345703125,1.0,199.9781036376953,43.30076599121094,75.11959838867188,48.257850646972656,1,4.303984053378619,6.420833110809326,80.42082977294922,5
G4117,747.0,67.48323580999931,640.8838500976562,199.49971940095426,29.50332260131836,0.0,0.0,31.0,0.0,0.0,0.0,69.0,0.0,1082.0,4726.0,2180.0,-0.5773509740829468,-0.428278386592865,15.0,0.46684378385543823,-0.625,0.0,0.06701411306858063,59.193599700927734,0.0,7095.0927734375,37.0,171.30943298339844,64.28458404541016,91.30045318603516,55.92374801635742,4,2.7720885738213896,58.62083435058594,23.179166793823242,1
HB16,726.0,58.483542812290885,713.3417358398438,214.51648537970974,33.099998474121094,59.0,0.0,25.0,0.0,0.0,0.0,16.0,0.0,686.0,4573.0,2322.0,0.5752236843109131,0.15566414594650269,79.5,0.5106990337371826,0.1875,0.0,0.0,104.80587005615234,0.0,4962.17236328125,50.0,200.0,59.66758346557617,114.44145202636719,57.599552154541016,4,1.3862943611198906,58.22916793823242,26.962499618530273,2
G4988,1524.0,243.43182303581605,3029.514892578125,311.44861956581485,88.39832305908203,52.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,456.0,4646.0,3522.0,-0.12431318312883377,-0.5613102912902832,75.0,3.8952717781066895,-0.4375,0.0,0.8013822436332703,74.1760025024414,0.0,8918.2392578125,3.0,199.55145263671875,45.858489990234375,26.308746337890625,56.1905403137207,1,3.42305671949845,26.170833587646484,90.55416870117188,6
S232,1480.0,250.56523914709683,3626.4423828125,294.56523914709686,20.10332489013672,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,304.0,4267.0,5648.0,0.6100900173187256,-0.7837382555007935,276.5,14.429601669311523,4.1875,0.0,0.0,257.3704833984375,0.0,9935.025390625,2.0,187.85340881347656,44.08814239501953,99.662109375,44.626243591308594,1,2.224623551524334,-0.0625,114.01249694824219,7
S435,1701.0,171.48398485112253,1549.2103271484375,258.50070655712324,78.60163879394531,6.0,2.0,20.0,48.0,0.0,0.0,24.0,0.0,406.0,605.0,3140.0,-0.5107396245002747,0.8587173223495483,868.5,9.546150207519531,-1.8125,0.0,0.0,118.76302337646484,0.0,18488.119140625,1.0,138.48411560058594,42.784645080566406,47.66064453125,53.88936233520508,1,0.6931471805599453,-26.77083396911621,-65.32917022705078,8
46MR,724.0,57.5,691.3609008789062,213.5,32.6016731262207,97.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,444.0,2084.0,2624.0,-0.8192273378372192,-0.19197794795036316,83.0,0.39443516731262207,0.25,0.0,0.9440398216247559,19.044265747070312,0.0,4692.71533203125,50.0,200.0,52.80328369140625,35.6391716003418,65.23095703125,4,3.5551194805048847,58.24583435058594,26.820833206176758,3
2MR,733.0,58.5,704.2536010742188,215.5,32.70167541503906,0.0,0.0,0.0,0.0,61.0,0.0,39.0,0.0,458.0,-1168.0,3442.0,0.026279181241989136,-0.03422711417078972,78.0,0.5157454609870911,0.0,0.0,0.0,133.92906188964844,0.0,5282.18505859375,41.0,199.91363525390625,72.89749145507812,145.29229736328125,47.688289642333984,4,1.252762968495368,58.14583206176758,27.045833587646484,4
G4457,712.0,53.53322291447153,756.8816528320312,210.5332229144715,28.601675033569336,10.0,0.0,28.0,0.0,0.0,0.0,62.0,0.0,971.0,5240.0,2273.0,0.7007585763931274,-0.47425326704978943,188.0,1.0521485805511475,1.0,0.0,0.0,96.73137664794922,0.0,5219.89404296875,40.0,200.0,62.42892837524414,93.76220703125,52.429351806640625,4,0.0,57.50416564941406,27.09583282470703,5
S066,1214.9998779296875,104.33216405202622,1264.3248291015625,229.3324448575832,23.408384323120117,0.0,0.0,3.0,87.0,0.0,0.0,10.0,0.0,450.0,1285.0,3403.0,-0.396852970123291,-0.42220625281333923,690.5,5.588767051696777,-5.875,0.0,0.0,304.3655090332031,0.0,9565.7705078125,1.0,89.84028625488281,52.67678451538086,132.33595275878906,52.352394104003906,4,0.0,-37.52916717529297,145.5208282470703,6
25MR,728.0,58.5,708.7501220703125,215.5,32.900001525878906,31.0,1.0,7.0,0.0,13.0,0.0,48.0,0.0,1306.0,4688.0,2536.0,-0.5490025877952576,-0.3754076361656189,73.0,0.4187484383583069,-0.6875,0.0,0.0,82.1710205078125,0.0,4789.4658203125,50.0,200.0,65.66342163085938,125.28376007080078,52.628631591796875,4,0.6931471805599453,58.170833587646484,27.037500381469727,7
Camila39,441.9998779296875,22.384927856089046,1515.023193359375,98.35172854935024,20.303367614746094,0.0,0.0,1.0,27.0,0.0,41.0,0.0,31.0,2601.0,4203.0,1650.0,0.7283568382263184,-0.6846331357955933,415.0,12.017068862915039,-6.0625,0.0,0.0,104.3489761352539,0.0,8417.6826171875,0.0,115.55805969238281,56.46772003173828,166.78271484375,57.743804931640625,4,2.7724637234876686,-54.98749923706055,-67.67916870117188,8
G4759,732.0,58.500280624283384,690.4000244140625,215.5,32.303321838378906,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,1624.0,2494.0,0.11242890357971191,-0.7535539865493774,48.0,0.2947579622268677,0.0,0.0,0.0,0.8078222274780273,0.0,4022.744873046875,40.0,200.0,46.106388092041016,36.374725341796875,68.07478332519531,4,0.6931471805599453,58.37916564941406,26.5625,9
Darta16,712.0,64.5,747.7451782226562,210.49971941737672,29.101646423339844,39.0,7.0,23.0,0.0,0.0,0.0,31.0,0.0,363.0,-338.0,3393.0,-0.25724825263023376,-0.17547553777694702,90.0,0.39914631843566895,-0.125,0.0,0.0,72.22257995605469,0.0,6730.47509765625,48.0,200.0,61.01997756958008,79.92098999023438,55.864830017089844,4,1.9457672920630602,57.079166412353516,22.679166793823242,10
Darta21,749.0,68.48323642200192,804.3536376953125,212.48351699927062,29.501676559448242,20.0,0.0,16.0,0.0,18.0,0.0,46.0,0.0,467.0,2126.0,3338.0,0.19543862342834473,-0.45561063289642334,52.0,0.7928668260574341,-0.5625,0.0,0.0,102.69706726074219,0.0,7771.88916015625,24.0,196.82286071777344,64.05262756347656,97.74887084960938,49.26923751831055,4,1.3860443479890243,57.1875,21.90416717529297,1
G4276,741.0,64.48351621880708,726.2582397460938,185.5,34.89997482299805,45.0,0.0,20.0,0.0,0.0,0.0,36.0,0.0,456.0,2510.0,3800.0,-0.027581125497817993,-0.26892054080963135,13.0,0.3332005739212036,0.8125,0.0,0.03443113714456558,117.1457748413086,0.0,6742.93310546875,50.0,171.02789306640625,64.6484146118164,112.33724212646484,56.00642776489258,4,1.3862943611198906,58.92916488647461,23.587499618530273,2
S455,540.0,18.5,1162.780517578125,126.48325511800067,26.201675415039062,0.0,4.0,0.0,0.0,0.0,80.0,16.0,0.0,1388.0,4461.0,2825.0,0.8741570711135864,0.042841631919145584,325.0,0.3945547938346863,-0.25,0.0,0.00908649805933237,14.39964485168457,0.0,1824.4000244140625,1.0,188.19284057617188,59.79458999633789,108.18990325927734,53.01323699951172,6,2.707983505254231,65.86250305175781,-17.045833587646484,1
S094,611.0,45.532009587950014,602.54150390625,128.5484513147407,20.594995498657227,0.0,20.0,18.0,30.0,0.0,30.0,0.0,0.0,796.0,4342.0,2698.0,0.890562891960144,0.3484887182712555,175.5,5.002474784851074,-5.8125,0.0,0.0,111.00604248046875,0.0,6219.1005859375,2.0,199.606689453125,41.294437408447266,171.6554412841797,55.65310287475586,4,0.6931471805599453,-54.47916793823242,-67.44583129882812,3
S619,1969.999755859375,144.66697048005926,688.9559326171875,301.66697048005926,17.8033390045166,49.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1021.0,3026.0,2929.0,0.9761764407157898,-0.21696797013282776,1386.0,16.256519317626953,-6.1875,0.0,0.0,25.422222137451172,0.0,2617.25732421875,1.0,166.32598876953125,40.84775924682617,25.588632583618164,71.14501953125,12,1.9457672920630602,31.662500381469727,-6.987500190734863,3
Camila02,1221.0,259.5,3115.73583984375,299.5,30.19832992553711,0.0,0.0,0.0,67.0,0.0,1.0,0.0,0.0,943.0,2076.0,1856.0,-0.5152809619903564,0.26657938957214355,70.5,0.9043521285057068,-0.625,0.0,0.0,191.3016815185547,0.0,9864.982421875,24.0,200.0,34.43500900268555,42.72357940673828,52.01713943481445,1,3.468295148024332,-4.320833206176758,-69.99583435058594,9
G3050,1751.0,214.41589789164524,1871.603515625,335.4156170772884,128.80165100097656,19.0,0.0,28.0,0.0,0.0,0.0,36.0,16.0,232.0,2017.0,5621.0,-0.4723448157310486,-0.8814115524291992,713.5,4.023688316345215,0.625,0.27613046765327454,0.0,276.86114501953125,0.0,10867.8671875,3.0,152.89990234375,42.49439239501953,33.72117233276367,59.52894592285156,3,5.50349246437399,29.462499618530273,79.22916412353516,1
G4919,1959.0,263.466843330264,1177.788818359375,321.4835628042629,52.998329162597656,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,2150.0,2711.0,-0.3406345248222351,-0.910072922706604,28.5,0.7298692464828491,-0.1875,0.0,5.858525276184082,5.644266605377197,0.0,10668.2578125,26.0,200.0,31.66451072692871,19.49177360534668,70.9375,13,4.586914580735312,20.02083396911621,-75.77916717529297,1
G3585,724.0,68.51673743399897,701.6815185546875,203.48323606600025,30.0,57.0,0.0,23.0,0.0,0.0,4.0,16.0,0.0,902.0,4246.0,1893.0,-0.5144955515861511,0.5091840028762817,43.0,0.6170196533203125,-0.375,0.0,0.0,31.895288467407227,0.0,5779.70166015625,39.0,199.7099151611328,57.464569091796875,60.42692565917969,62.03127670288086,4,1.3862943611198906,57.4375,22.64583396911621,4
EE1,728.0,58.5,687.7838134765625,212.5,33.601646423339844,59.0,0.0,14.0,0.0,0.0,0.0,27.0,0.0,399.0,2523.0,4408.0,-0.7128453254699707,-0.5352506637573242,73.0,0.718384861946106,-0.6875,0.0,0.24284130334854126,82.0599136352539,0.0,5334.7998046875,19.0,200.0,52.64781188964844,85.3057632446289,55.21064758300781,4,0.6931471805599453,58.537498474121094,26.879167556762695,5
S799,1528.0,163.50068386518296,735.3775634765625,279.48367541612333,54.00334548950195,10.0,21.0,0.0,0.0,0.0,0.0,29.0,40.0,479.0,1256.0,3519.0,0.6506030559539795,-0.7594178915023804,386.0,7.082895278930664,-0.4375,0.24567000567913055,1.7809382677078247,16.07146644592285,0.0,12323.5341796875,2.0,200.0,36.06049346923828,23.226947784423828,71.4921875,12,2.7725261950126256,37.97916793823242,13.479166984558105,4
S008,2058.0,204.55068047371185,1042.3160400390625,288.5671751959853,100.79999542236328,0.0,0.0,0.0,0.0,0.0,45.0,22.0,33.0,788.0,1789.0,3557.0,-0.6376169323921204,-0.16271820664405823,914.5,2.8270177841186523,3.125,0.19209489226341248,0.0,41.62755584716797,0.0,8564.951171875,1.0,179.51023864746094,66.17606353759766,16.294239044189453,60.44464874267578,13,3.135407220461857,-22.5625,45.37916564941406,2
IHPR36,446.0,-10.41525981269388,1270.5399169921875,127.61850623863278,26.898324966430664,0.0,17.0,0.0,0.0,19.0,0.0,31.0,32.0,1880.0,312.0,1055.0,0.9796643853187561,-0.19920198619365692,685.0,10.173749923706055,4.625,0.0,0.0,29.81991195678711,0.0310213640332222,1140.8734130859375,0.0,107.77550506591797,52.34769821166992,158.07139587402344,50.29071044921875,11,0.0,68.42082977294922,18.379167556762695,1
EE2,729.0,58.5,700.0580444335938,214.51645727691178,32.803321838378906,31.0,1.0,31.0,0.0,4.0,0.0,32.0,0.0,774.0,1386.0,2317.0,0.5096241235733032,-0.8228925466537476,56.0,0.8838973641395569,-1.1875,0.0,0.0,48.065067291259766,0.0,5200.06298828125,35.0,200.0,51.706058502197266,76.86981201171875,59.01820755004883,4,1.3862943611198906,58.412498474121094,26.629167556762695,6
S1002,808.0,83.51670640599878,715.9765625,223.53315923554783,38.80331802368164,28.0,0.0,17.0,0.0,14.0,0.0,41.0,0.0,1240.0,4546.0,1857.0,-0.6260480880737305,-0.5701990127563477,525.5,3.0021538734436035,4.0,0.0,53.41032791137695,62.28515625,0.0,7190.7998046875,1.0,200.0,43.669532775878906,31.21097183227539,56.066654205322266,4,0.0,48.787498474121094,14.779166221618652,7
S1197,696.0,-50.66856211257396,803.6211547851562,198.2141307254264,93.69832611083984,0.0,0.0,0.0,0.0,20.0,0.0,80.0,0.0,320.0,3686.0,5143.0,-0.9841617345809937,-0.16360290348529816,886.5,9.942503929138184,-2.25,0.0,0.0,122.95946502685547,0.13800588250160217,5064.61279296875,1.0,184.78794860839844,39.382015228271484,139.96498107910156,53.418113708496094,5,3.2956887176204175,54.11249923706055,126.92082977294922,2
G5241,732.0,56.5,752.7266235351562,212.48351516714317,30.001646041870117,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,-1378.0,2643.0,-0.5116669535636902,0.70710688829422,69.0,0.21563664078712463,-0.0625,0.0,0.0685083344578743,0.36408889293670654,0.0,3947.0,50.0,200.0,41.154354095458984,77.52880859375,66.81365203857422,4,1.945624414659771,58.73749923706055,25.8125,8
S1353,498.0,-3.5332403385242386,1117.1927490234375,133.48350152347476,27.59835433959961,22.0,30.0,3.0,0.0,0.0,0.0,0.0,45.0,501.0,625.0,3058.0,0.4575297236442566,-0.843019962310791,678.0,1.1143721342086792,-0.375,0.0,0.0,27.43537712097168,0.002709970809519291,2259.0,0.0,193.2522735595703,54.26963806152344,141.43890380859375,51.45921325683594,11,1.252762968495368,66.6624984741211,15.429166793823242,2
BB10,712.0,55.48326223800086,733.1329345703125,210.51648526258776,30.901674270629883,31.0,0.0,20.0,0.0,4.0,0.0,45.0,0.0,587.0,1056.0,2647.0,0.6069695949554443,-0.17972084879875183,135.5,0.5111527442932129,-1.0625,0.0,0.0,109.6856918334961,0.0,5090.77685546875,28.0,200.0,62.70164489746094,105.65078735351562,51.42444610595703,4,0.0,58.12083435058594,26.712499618530273,9
G5047,1814.0,236.532852931634,1569.8470458984375,261.53285293163395,38.79498291015625,0.0,24.0,0.0,57.0,0.0,0.0,19.0,0.0,443.0,4110.0,3224.0,0.9184517860412598,-0.05490489304065704,471.5,12.43998908996582,-5.5625,0.0,0.0,171.5135955810547,0.0,14312.587890625,1.0,194.83277893066406,25.32500648498535,72.09093475341797,53.70783615112305,1,4.219463610791452,16.1875,-61.73749923706055,10
S1050,860.0,95.48326592600097,513.4663696289062,245.483265926001,39.1966552734375,61.0,19.0,0.0,0.0,0.0,0.0,20.0,0.0,1014.0,1493.0,1280.0,0.12126700580120087,-0.34380853176116943,155.0,0.3212850093841553,-0.6875,0.0,3.6720194816589355,26.294755935668945,0.0,5485.7998046875,50.0,200.0,41.75791931152344,29.549856185913086,69.45369720458984,4,0.6931471805599453,50.4375,14.162500381469727,10
S131,934.0,68.5,583.0466918945312,251.51645410613477,23.900028228759766,0.0,0.0,33.0,0.0,0.0,0.0,67.0,0.0,779.0,4467.0,2811.0,0.9728008508682251,0.10530717670917511,123.5,1.182431697845459,0.875,0.0,0.0,150.00889587402344,0.0,3496.2666015625,26.0,200.0,57.799930572509766,132.48104858398438,54.511558532714844,4,2.9702605942757407,51.912498474121094,39.462501525878906,1
G5295,727.0,58.5,693.5933227539062,214.5,32.50332260131836,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835.0,3555.0,2139.0,0.8944265246391296,-0.31622859835624695,54.0,0.1577492207288742,0.0,0.0,4.8644280433654785,1.1157333850860596,0.0,4562.4541015625,50.0,200.0,49.880428314208984,34.213340759277344,65.27039337158203,4,3.2573655362997593,58.36249923706055,26.637500762939453,2
G5156,429.0000305175781,-29.44973043800428,780.687744140625,113.5502695619957,30.49832534790039,0.0,54.0,0.0,0.0,0.0,0.0,0.0,46.0,1235.0,2919.0,2136.0,-0.33405953645706177,0.35707762837409973,837.5,5.806288719177246,4.6875,0.0,0.0,0.0,0.16434021294116974,1788.8411865234375,1.0,99.80192565917969,53.749427795410156,99.2486572265625,52.1767578125,11,2.397804322811827,69.36250305175781,21.120832443237305,3
S230,1781.0,231.5,1359.32177734375,320.5,61.09830093383789,45.0,0.0,16.0,0.0,0.0,5.0,34.0,0.0,425.0,587.0,3309.0,0.07071100175380707,0.30673614144325256,19.0,0.4386012554168701,-0.25,0.05702092498540878,0.0,132.58132934570312,0.0,6612.65283203125,50.0,200.0,77.16570281982422,62.59503936767578,58.412315368652344,8,0.6931471805599453,26.9375,-81.3375015258789,1
G4727,747.0,65.5,706.3321533203125,180.48354242406387,34.50002670288086,81.0,0.0,9.0,0.0,0.0,11.0,0.0,0.0,660.0,1395.0,2292.0,-0.964631974697113,-0.11043183505535126,7.0,0.28014644980430603,-0.1875,0.0,0.0843336284160614,10.180266380310059,0.0,7691.74365234375,42.0,175.57777404785156,58.26589584350586,62.14262008666992,60.54475784301758,4,4.051454440894869,58.98749923706055,23.1875,3
G4986,1536.0,230.4997191243657,3051.044189453125,290.5,80.80001068115234,32.0,0.0,18.0,0.0,0.0,0.0,51.0,0.0,185.0,-600.0,5443.0,0.9516116380691528,-0.02081570401787758,350.5,1.2156600952148438,-0.3125,0.28955894708633423,0.0,73.45582580566406,0.0,10519.5517578125,2.0,197.71612548828125,43.75635528564453,39.3375358581543,55.319095611572266,1,5.070406208317598,25.64583396911621,90.69583129882812,1
S1292,686.0,46.501084400452974,1111.6917724609375,191.50134611256567,27.39835548400879,0.0,0.0,0.0,0.0,86.0,0.0,11.0,0.0,911.0,2838.0,2656.0,0.9769298434257507,-0.21315130591392517,391.5,8.241011619567871,-6.1875,0.0,0.0,104.09101867675781,0.0,5507.63916015625,1.0,197.1939239501953,54.09081268310547,160.54214477539062,49.187015533447266,6,0.6931471805599453,59.4375,8.554166793823242,2
S059,1479.0,219.48355519739147,2527.927978515625,273.516712405999,39.096656799316406,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,420.0,2966.0,3382.0,0.5330998301506042,-0.7816210389137268,708.5,2.2411513328552246,-5.3125,0.3749969005584717,0.019409894943237305,289.6611633300781,0.0,10238.9404296875,2.0,200.0,42.25069808959961,56.62644958496094,48.11009216308594,1,1.3862943611198906,5.295833110809326,-59.912498474121094,2
