sample_id,CGIAR_PET,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Precipitation_Seasonality,ConsensusLandCover_Human_Development_Percentage,ConsensusLandCoverClass_Barren,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,ConsensusLandCoverClass_Herbaceous_Vegetation,ConsensusLandCoverClass_Mixed_Other_Trees,ConsensusLandCoverClass_Shrubs,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Slope,EarthEnvTopoMed_TopoPositionIndex,EsaCci_BurntAreasProbability,GHS_Population_Density,GlobBiomass_AboveGroundBiomass,GlobPermafrost_PermafrostExtent,MODIS_NPP,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,SG_Depth_to_bedrock,SG_Sand_Content_005cm,SG_SOC_Content_005cm,SG_Soil_pH_H2O_005cm,Resolve_Biome,ECM_diversity,Pixel_Lat,Pixel_Long,CV_Fold
S129,1272.9998779296875,124.51538455557046,942.92578125,237.51513592096615,51.90502166748047,16.0,15.0,16.0,0.0,0.0,0.0,53.0,0.0,669.0,4115.0,3009.0,0.8790380954742432,-0.4738690257072449,999.0,10.915212631225586,1.0625,0.0,0.0,79.05867004394531,0.0,12465.83203125,1.0,199.49703979492188,39.47901153564453,55.61162567138672,61.915611267089844,12,1.3862943611198906,37.90416717529297,13.995833396911621,3
G3242,726.0,57.516738417999015,715.2423706054688,205.53322303243803,34.00167465209961,18.0,0.0,8.0,0.0,24.0,0.0,51.0,0.0,816.0,2813.0,2675.0,0.7529029846191406,0.6580285429954529,31.5,0.8760712146759033,0.5,0.0,0.0,131.7653350830078,0.0,3931.08935546875,1.0,196.39134216308594,66.08734130859375,128.51620483398438,47.55957794189453,4,1.3862943611198906,59.48749923706055,25.362499237060547,3
S1247,1108.9998779296875,-20.53282245856643,640.781982421875,112.48369320828898,113.79500579833984,43.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,1060.0,3433.0,2790.0,0.9562872052192688,-0.2920360863208771,4771.0,1.8330013751983643,-0.25,0.0,0.0,0.0,0.0,1214.30126953125,4.0,200.0,54.01967239379883,50.068511962890625,73.14389038085938,10,5.310300261448595,30.579166412353516,90.6624984741211,9
G4164,706.0,56.51673783399929,790.7313842773438,210.49997247200193,28.898351669311523,88.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,502.0,927.0,3647.0,0.30944523215293884,-0.689460813999176,93.0,1.1251500844955444,0.5,0.0,2.12711763381958,23.375288009643555,0.0,5108.0087890625,1.0,200.0,52.647789001464844,43.40522003173828,60.63272476196289,4,3.0907242222971636,58.27083206176758,25.620832443237305,4
G4354,751.0,65.48323564200109,678.4702758789062,184.5,32.20335006713867,90.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,434.0,478.0,3178.0,-0.045268915593624115,0.41536229848861694,12.0,0.1593741476535797,0.0,0.0,0.14959245920181274,44.546844482421875,0.0,5840.08642578125,50.0,183.44287109375,56.49018096923828,62.5983772277832,61.69736862182617,4,3.851380854924149,58.67916488647461,23.52916717529297,5
S1161,1296.0,147.466791448867,867.0376586914062,269.50028037686724,46.49497604370117,51.0,13.0,11.0,0.0,0.0,0.0,25.0,0.0,1294.0,5191.0,2020.0,-0.7482300400733948,-0.536097526550293,253.0,1.0883901119232178,-0.0625,0.29424142837524414,0.045790668576955795,104.89866638183594,0.0,12511.8525390625,1.0,200.0,38.905704498291016,28.498567581176758,64.29866790771484,12,0.0,42.079166412353516,12.087499618530273,4
G4924,719.0,58.5,730.9170532226562,212.4997193836053,30.901674270629883,69.0,0.0,24.0,0.0,0.0,3.0,3.0,0.0,386.0,1557.0,3459.0,-0.1462612748146057,-0.36955681443214417,43.0,0.8374484777450562,-2.125,0.0,0.3482566177845001,26.543289184570312,0.0,4678.48291015625,45.0,200.0,52.630489349365234,59.484432220458984,65.03912353515625,4,3.0901784848026055,59.27083206176758,24.6875,6
G4781,748.0,64.48351623840685,729.8665161132812,183.5,35.1983528137207,16.0,0.0,20.0,0.0,0.0,0.0,63.0,0.0,1527.0,4895.0,1154.0,0.026278553530573845,-0.589697003364563,12.5,0.441842257976532,0.25,0.0,37.99208450317383,76.31004333496094,0.0,6931.2734375,50.0,179.01953125,61.8577880859375,129.1145782470703,55.41241455078125,4,0.6931471805599453,58.920833587646484,23.545833587646484,7
23MR,713.0,53.5,751.858154296875,204.48326159400085,35.599998474121094,0.0,0.0,0.0,0.0,70.0,0.0,30.0,0.0,726.0,1826.0,3603.0,-0.2988397479057312,0.545788049697876,85.0,0.8606351613998413,0.75,0.0,0.008675139397382736,79.00160217285156,0.0,4621.03125,46.0,200.0,74.26659393310547,131.41732788085938,46.38444137573242,4,0.6931471805599453,59.462501525878906,25.762500762939453,8
S995,800.0,75.48349400421192,995.9754028320312,214.499947712,20.49835205078125,36.0,3.0,17.0,0.0,14.0,0.0,30.0,0.0,723.0,5239.0,2565.0,0.8609229326248169,-0.4894924461841583,438.5,5.302499771118164,1.25,0.0,0.3598466217517853,88.66986846923828,0.0,7031.94580078125,1.0,200.0,31.57603645324707,38.52951431274414,56.86918640136719,4,4.318207865845691,50.65416717529297,15.120833396911621,9
G4708,1096.0,108.56629114152565,1766.1964111328125,267.5331455707628,70.29833221435547,0.0,0.0,2.0,0.0,49.0,0.0,49.0,0.0,888.0,1515.0,2216.0,-0.7891864776611328,0.2772718071937561,255.0,8.109073638916016,11.1875,0.0,0.0,204.79519653320312,0.0,8454.4033203125,1.0,200.0,29.134862899780273,88.18096160888672,54.12445831298828,8,5.1148511424211565,44.15416717529297,-123.42916870117188,2
S038,1084.0001220703125,115.49764611324773,2629.050537109375,263.4811088819264,41.801700592041016,0.0,0.0,0.0,0.0,20.0,0.0,80.0,0.0,300.0,-1252.0,3055.0,-0.8745394349098206,-0.1171787828207016,806.0,12.69093132019043,7.3125,0.0,0.0925038531422615,130.88230895996094,0.0,7624.015625,1.0,199.8821563720703,41.62550354003906,126.72079467773438,50.439334869384766,4,1.3862943611198906,35.05416488647461,136.42916870117188,10
G4630,734.0,57.5,713.8285522460938,214.5,31.80167579650879,0.0,0.0,30.0,0.0,0.0,0.0,70.0,0.0,289.0,-302.0,3889.0,-0.6254931688308716,0.5178382396697998,46.5,1.2169877290725708,-1.8125,0.0,0.16650427877902985,114.35111236572266,0.0,5210.00927734375,39.0,200.0,57.27705764770508,160.39297485351562,54.92144012451172,4,2.3975315966686765,58.52916717529297,26.362499237060547,1
Camila29,1305.0,266.4835710432098,2935.05419921875,301.48329161400034,47.00331497192383,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,243.0,2135.0,4606.0,-0.8905386924743652,0.3353428244590759,61.5,1.9747812747955322,0.6875,0.0,0.0,218.9710235595703,0.0,8070.1474609375,11.0,200.0,50.094146728515625,25.820392608642578,40.72588348388672,1,2.9442284459488772,-3.0791666507720947,-60.77916717529297,5
S520,709.0,-71.61836111104418,641.2868041992188,125.38191821156465,58.110042572021484,0.0,22.0,0.0,0.0,0.0,20.0,4.0,54.0,1017.0,1338.0,2492.0,0.7878278493881226,-0.02771550975739956,1646.5,4.830190181732178,-7.625,0.0,5.998589040245861e-05,2.5536000728607178,0.4980287551879883,1476.8798828125,0.0,153.3617401123047,49.5876579284668,103.81962585449219,53.75094985961914,6,0.0,61.212501525878906,-138.27915954589844,6
S318,1101.0,120.4502016729886,2996.947998046875,176.46675601149363,11.899999618530273,0.0,0.0,0.0,0.0,3.0,0.0,97.0,0.0,1148.0,1615.0,2075.0,-0.8559216260910034,-0.3391531705856323,189.5,11.096012115478516,-3.3125,0.0,0.0,179.42933654785156,0.0,11246.169921875,1.0,78.00443267822266,39.08403015136719,173.00967407226562,57.58147048950195,4,0.0,-42.11249923706055,171.3541717529297,2
S835,745.9998168945312,21.5811787859233,2342.66796875,161.54799381873278,32.20000457763672,0.0,1.0,22.0,0.0,11.0,0.0,65.0,0.0,1614.0,4913.0,2016.0,0.7693157196044922,0.6379097700119019,1514.5,25.18606948852539,-24.25,0.0,0.0,135.89759826660156,0.0,5865.24755859375,1.0,113.0119400024414,47.548789978027344,150.27468872070312,54.291114807128906,5,1.6094379124341003,47.57083511352539,13.054166793823242,9
G2969,1066.0,128.51926338332586,2443.602783203125,192.552505889431,76.48490142822266,19.0,0.0,0.0,30.0,8.0,0.0,29.0,14.0,707.0,2613.0,2978.0,-0.9601763486862183,0.27467045187950134,2082.5,16.724472045898438,-6.5,0.0,0.0,125.0094223022461,0.0,12936.845703125,1.0,131.5323028564453,39.2142333984375,91.70603942871094,48.938377380371094,1,3.981474450953168,22.320833206176758,103.7874984741211,6
S1324,745.0,72.53319184376402,670.5115356445312,223.53347241999836,25.700000762939453,18.0,0.0,0.0,0.0,1.0,0.0,52.0,0.0,1217.0,774.0,1683.0,0.1092836856842041,-0.130543053150177,66.0,1.9813148975372314,-1.25,0.0,0.0,98.82062530517578,0.0,5005.56689453125,1.0,192.38706970214844,55.75230026245117,104.2250747680664,51.790924072265625,4,5.147436367527257,54.88750076293945,24.079166412353516,3
G5062,841.0,94.55022439799723,918.9116821289062,212.5834341643418,9.301673889160156,21.0,0.0,33.0,0.0,0.0,6.0,40.0,0.0,528.0,2869.0,2735.0,0.5291411280632019,0.847406804561615,249.0,3.7664647102355957,0.875,0.0,0.47834229469299316,167.31378173828125,0.0,6963.44287109375,1.0,200.0,22.435178756713867,56.01921844482422,50.85985565185547,4,0.0,50.77083206176758,5.9708333015441895,4
S374,756.0,74.53351764399848,970.1630249023438,202.55027646599774,20.5,28.0,0.0,14.0,0.0,27.0,0.0,31.0,0.0,658.0,846.0,2111.0,0.37602880597114563,0.9257978200912476,59.5,1.9584987163543701,-0.5,0.0,0.18557801842689514,90.39857482910156,0.0,7833.30859375,1.0,181.0944061279297,58.2103385925293,104.56063079833984,44.93869400024414,4,3.0909515033717723,57.837501525878906,11.995833396911621,5
G4115,753.0,67.48326202600083,646.4786987304688,197.48323576600157,29.803321838378906,23.0,0.0,23.0,0.0,0.0,0.0,53.0,0.0,1218.0,4890.0,1112.0,-0.6810192465782166,-0.7071062326431274,10.0,0.632226824760437,-0.0625,0.0,0.0034350594505667686,80.59217834472656,0.0,6925.2001953125,37.0,179.7712860107422,63.58449172973633,94.77822875976562,56.478668212890625,4,0.0,58.5625,23.27083396911621,6
S1356,549.0000610351562,27.466514476001976,1456.8408203125,161.433290991364,23.701675415039062,0.0,12.0,15.0,0.0,9.0,0.0,36.0,28.0,928.0,3608.0,2587.0,0.008396029472351074,-0.254429429769516,142.0,1.1592668294906616,-1.4375,0.0,0.0,31.398399353027344,0.002520534209907055,2709.24755859375,1.0,183.0606231689453,58.21449661254883,164.06898498535156,49.586883544921875,11,2.397804322811827,68.5374984741211,17.27083396911621,8
S203,1514.0,209.73605334528455,3202.1728515625,256.76929368101537,20.798309326171875,19.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,720.0,5517.0,2426.0,0.7597916722297668,0.5916008949279785,1081.0,19.921823501586914,1.9375,0.0,0.0,214.63235473632812,0.0,9972.591796875,1.0,159.695068359375,38.0236930847168,70.91329956054688,48.002281188964844,1,0.6931471805599453,5.412499904632568,116.09583282470703,7
G4746,735.0,59.516737509999075,695.3786010742188,217.5,26.799999237060547,38.0,10.0,21.0,0.0,0.0,0.0,31.0,0.0,686.0,4074.0,2215.0,0.8333500027656555,-0.25699907541275024,56.0,0.6670958995819092,-0.875,0.0,0.16748712956905365,45.891021728515625,0.0,6426.60009765625,37.0,200.0,59.93421173095703,131.242431640625,54.610294342041016,4,4.126779493705531,57.59583282470703,26.35416603088379,7
IHPR16,365.9998474121094,-47.251652467259746,1136.4769287109375,84.76507070673814,29.99997329711914,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,5392.0,4242.0,2784.0,0.9889020323753357,-0.04405353218317032,1361.0,22.17015266418457,-0.875,0.0,0.0,0.15217778086662292,0.33948761224746704,224.66590881347656,0.0,95.50157928466797,51.66168975830078,104.45893096923828,52.98469924926758,11,0.0,67.59583282470703,17.462499618530273,9
G4951,1512.0,213.5,952.1260375976562,283.51648770873805,45.99999237060547,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,2423.0,4573.0,-0.6739221811294556,0.6001683473587036,1294.0,2.613316059112549,0.1875,0.3803390860557556,0.0,38.0880012512207,0.0,10033.3974609375,1.0,200.0,43.79348373413086,40.3854866027832,58.188655853271484,7,4.569677719356821,-0.004166666883975267,30.90416717529297,7
S580,703.0,61.5,774.9601440429688,218.5,27.5,14.0,0.0,3.0,0.0,0.0,0.0,83.0,0.0,445.0,-6.0,2994.0,-0.7604202628135681,0.5201718807220459,21.5,0.441842257976532,0.25,0.0,0.44425851106643677,103.59146881103516,0.0,5667.388671875,50.0,200.0,63.792938232421875,108.81088256835938,53.1799430847168,4,1.3862943611198906,58.27916717529297,24.72916603088379,8
S487,727.0,58.48354282592975,739.7117309570312,210.50002785200058,28.799999237060547,83.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,487.0,3088.0,3380.0,-0.657954216003418,0.7221307754516602,78.0,0.9129711389541626,-0.5,0.0,0.9003896713256836,0.6783999800682068,0.0,4462.16162109375,21.0,200.0,47.45868682861328,37.485939025878906,66.3895492553711,4,2.771963512531802,58.1875,26.212499618530273,9
TR064,722.0,58.51673792599922,694.4885864257812,213.51701855222535,33.400001525878906,97.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,377.0,1775.0,3916.0,0.07070981711149216,-0.5669277906417847,62.5,0.7916415929794312,1.1875,0.0,0.0,13.847822189331055,0.0,5010.1767578125,1.0,200.0,48.44224548339844,44.51447677612305,64.48712921142578,4,4.420610163784724,58.462501525878906,26.72083282470703,10
S838,718.0,62.5,698.8416748046875,180.5,33.598323822021484,6.0,0.0,0.0,0.0,49.0,0.0,37.0,0.0,535.0,1764.0,3811.0,0.2425358146429062,0.3162277340888977,12.0,0.22092440724372864,0.0625,0.0,0.0,121.82097625732422,0.0,5944.2001953125,50.0,142.83554077148438,69.03363800048828,152.79383850097656,52.18397903442383,4,0.6931471805599453,59.22083282470703,23.620832443237305,1
S238z,435.0,-10.533766604312037,652.056396484375,140.43272731169,37.99162673950195,0.0,8.0,6.0,0.0,17.0,0.0,30.0,27.0,1163.0,32.0,1685.0,0.14142057299613953,-0.8087367415428162,474.5,0.48216885328292847,-0.1875,0.0,0.0,38.086753845214844,0.1465725600719452,1439.800048828125,1.0,198.06874084472656,56.97888946533203,164.73500061035156,52.63279724121094,11,0.6931471805599453,68.97083282470703,20.9375,10
S334,783.0,71.48326231800093,646.9571533203125,180.51648309682213,31.399999618530273,0.0,0.0,0.0,0.0,19.0,0.0,74.0,0.0,609.0,1850.0,2700.0,-0.9735710024833679,0.22627589106559753,15.5,1.202998161315918,0.75,0.0,0.0,93.98542022705078,0.0,7598.2001953125,1.0,164.51943969726562,52.32440948486328,90.33869934082031,55.11030578613281,4,2.772151128416917,57.954166412353516,22.120832443237305,2
G4517,728.0,58.5,730.6531372070312,212.5,29.10002899169922,16.0,0.0,15.0,0.0,12.0,0.0,57.0,0.0,1008.0,4300.0,3404.0,-0.3162287473678589,0.11763647198677063,53.0,0.4220131039619446,-0.125,0.0,0.0,130.31057739257812,0.0,5469.7724609375,50.0,200.0,61.71888732910156,133.86181640625,52.94899368286133,4,3.736835941170866,58.462501525878906,25.829166412353516,3
G2742,1304.0,163.65031285282447,2965.1142578125,210.68328045848287,35.70164489746094,29.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,509.0,2733.0,3106.0,0.6359543800354004,0.771725058555603,1979.0,9.348814010620117,1.4375,0.0,0.0,155.8151092529297,0.0,16654.138671875,1.0,199.01341247558594,36.415809631347656,94.69073486328125,54.44830322265625,1,4.600047069338673,-6.1875,145.33749389648438,8
G4243,721.0,56.5,736.5289916992188,213.4832623620009,27.80002784729004,76.0,17.0,0.0,0.0,0.0,7.0,0.0,0.0,416.0,545.0,2959.0,-0.9084630608558655,-0.02061036229133606,102.5,0.5404223203659058,0.1875,0.0,7.324151992797852,3.339022159576416,0.0,4620.64306640625,32.0,200.0,47.77665710449219,50.1439094543457,64.42630767822266,4,4.599765592801411,57.86249923706055,26.612499237060547,4
S446,764.0,67.4997194002851,657.4016723632812,196.4997194002851,30.103349685668945,70.0,16.0,2.0,0.0,0.0,11.0,0.0,0.0,426.0,-695.0,3707.0,0.7784914970397949,0.4792674481868744,8.0,0.33115702867507935,-0.1875,0.0,0.14745813608169556,19.3969783782959,0.0,6123.39453125,50.0,186.18502807617188,54.66360092163086,84.61787414550781,62.04591751098633,4,2.3977134512660645,58.59583282470703,23.287500381469727,5
G4909,1881.0,252.48327941000025,1527.999755859375,300.48327941000025,55.79498291015625,42.0,0.0,28.0,0.0,0.0,14.0,16.0,0.0,792.0,5510.0,2662.0,-0.9897594451904297,0.07748758792877197,18.0,0.8306353092193604,-0.375,0.20275449752807617,0.0,53.225067138671875,0.0,8767.572265625,20.0,154.9115447998047,37.453636169433594,35.77139663696289,69.0462646484375,2,6.476021170715914,22.34583282470703,-78.82917022705078,6
IH_ME18,893.9998779296875,8.647851596631313,1939.4068603515625,165.61486585286076,12.50337028503418,32.0,0.0,8.0,0.0,0.0,36.0,0.0,23.0,2120.0,4912.0,1532.0,0.9453307390213013,0.32604628801345825,2183.5,38.09613037109375,-35.625,0.0,0.0,78.64498138427734,0.0259335208684206,3496.960693359375,1.0,95.92134857177734,53.32489776611328,150.3584747314453,53.24946594238281,4,3.6107287063814586,43.12083435058594,42.579166412353516,6
G5275,735.0,60.5,696.3367919921875,212.5164572087628,34.00167465209961,0.0,0.0,32.0,0.0,0.0,0.0,68.0,0.0,424.0,2479.0,3620.0,-0.38172149658203125,-0.3713906407356262,42.5,0.562433660030365,0.125,0.0,0.0,92.95235443115234,0.0,4893.96533203125,50.0,200.0,58.65534591674805,131.57472229003906,54.66694641113281,4,1.252762968495368,58.27916717529297,27.27916717529297,7
S1188,719.0,48.5,798.84912109375,213.5,34.403324127197266,17.0,0.0,18.0,0.0,0.0,0.0,65.0,0.0,299.0,-1590.0,3802.0,-9.417494197805354e-07,-0.29028409719467163,252.0,0.4910396337509155,-0.8125,0.0,0.0,108.31057739257812,0.0,5595.16064453125,2.0,200.0,47.321537017822266,164.95628356933594,49.83784103393555,4,2.9531378950288927,56.462501525878906,33.05416488647461,8
S1269,1801.0,270.53323418414686,2123.65283203125,313.4831989820087,70.71007537841797,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.0,-162.0,1385.0,0.6920813322067261,0.09190614521503448,12.5,0.36729663610458374,1.0,0.0,0.0,144.0492401123047,0.0,7090.97509765625,50.0,200.0,48.685123443603516,38.465965270996094,51.054290771484375,1,3.894917546217551,8.570833206176758,99.90416717529297,9
G5135,1950.0,262.5,1482.958984375,329.4835600196841,83.9000015258789,24.0,0.0,13.0,29.0,0.0,6.0,28.0,0.0,417.0,3619.0,3778.0,-0.6260170936584473,-0.5568322539329529,54.0,1.9374017715454102,1.4375,0.0,0.0,92.79769134521484,0.0,7424.89501953125,1.0,116.07049560546875,42.61474609375,33.04673385620117,70.49820709228516,2,4.116464747883716,19.77083396911621,-90.55416870117188,7
S1338,723.0,72.5,687.8300170898438,222.5,26.596677780151367,72.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,472.0,211.0,2513.0,0.9194216728210449,0.3162277340888977,78.0,0.3535057306289673,-0.25,0.0,0.25051677227020264,1.8119111061096191,0.0,5228.23681640625,38.0,200.0,49.90836715698242,34.207279205322266,65.71956634521484,4,5.2331652945964455,54.87083435058594,23.754167556762695,9
D6,720.0,54.53322314650276,726.8683471679688,211.5,31.899999618530273,47.0,2.0,7.0,0.0,0.0,0.0,43.0,0.0,836.0,4835.0,2498.0,-0.09805888682603836,0.09709896892309189,89.5,0.6845870018005371,0.1875,0.0,0.4133106768131256,95.00569152832031,0.0,4956.322265625,39.0,200.0,50.888397216796875,95.91681671142578,57.877079010009766,4,3.09086063182601,58.77083206176758,26.320833206176758,10
G4315,1718.0001220703125,61.0673252074402,534.9087524414062,237.0837434450139,48.5949821472168,0.0,0.0,0.0,0.0,26.0,8.0,36.0,30.0,592.0,2914.0,4967.0,-0.9408484697341919,-0.035778485238552094,2844.0,25.6110897064209,-13.3125,0.0,0.0,41.01368713378906,0.0,2363.389404296875,1.0,169.77362060546875,44.531463623046875,52.069488525390625,68.02628326416016,5,1.252762968495368,36.27916717529297,-115.67082977294922,10
G3318,772.0,69.48326216200076,601.4133911132812,204.51673783799924,27.49832534790039,47.0,5.0,13.0,0.0,0.0,0.0,35.0,0.0,925.0,4084.0,1598.0,-0.38172024488449097,0.6323659420013428,7.0,0.33411523699760437,0.0,0.0,0.9317371249198914,76.33333587646484,0.0,7503.2822265625,50.0,182.1744842529297,55.65967559814453,110.82917785644531,59.37565994262695,4,3.4375293305286894,58.27916717529297,22.462499618530273,1
A24,729.0,58.49971938301972,700.6669921875,215.46677735298067,27.200000762939453,17.0,0.0,0.0,0.0,19.0,0.0,64.0,0.0,700.0,3709.0,3207.0,0.22426792979240417,-0.9002448320388794,64.0,1.2685787677764893,-0.1875,0.0,0.0,109.99021911621094,0.0,4931.4267578125,1.0,200.0,67.89859771728516,113.69379425048828,50.07606887817383,4,2.397804322811827,57.97083282470703,26.0625,2
IHPR26,478.0000305175781,3.5164813487268383,967.4403076171875,146.48325728200098,26.896650314331055,0.0,25.0,0.0,0.0,4.0,0.0,17.0,33.0,541.0,-429.0,2901.0,0.16876906156539917,0.8574930429458618,400.0,0.47323811054229736,-0.4375,0.0,0.0,51.32533264160156,0.002260589972138405,2068.257568359375,10.0,185.3434295654297,53.713287353515625,120.16175079345703,48.61277389526367,11,0.6931471805599453,68.44583129882812,18.59583282470703,1
G4446,732.0,57.483262018000914,713.721923828125,214.5,32.50332260131836,24.0,0.0,34.0,0.0,0.0,0.0,42.0,0.0,298.0,480.0,4375.0,-0.15608197450637817,0.13741521537303925,56.5,0.6598174571990967,-0.5625,0.0,0.06143555790185928,112.482666015625,0.0,4748.46142578125,50.0,200.0,54.894920349121094,146.3590545654297,53.79486083984375,4,0.6931471805599453,58.579166412353516,26.4375,3
G5238,730.0,57.5,717.9268188476562,211.5,29.80002784729004,68.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,704.0,1556.0,2082.0,-0.1961168348789215,-0.3785150647163391,61.0,0.1577492207288742,0.0625,0.0,0.0,0.31004443764686584,0.0,4679.55029296875,50.0,200.0,44.67940139770508,48.65663528442383,66.21434020996094,4,2.3977134512660645,58.65416717529297,26.012500762939453,4
S1358,542.0,27.5,1611.6749267578125,160.5,23.701675415039062,0.0,12.0,24.0,0.0,4.0,0.0,27.0,33.0,669.0,4880.0,3253.0,-0.594612717628479,-0.7441277503967285,150.5,1.0634214878082275,0.875,0.0,0.0,31.558399200439453,0.0002922472485806793,2781.5283203125,23.0,183.992431640625,57.77505874633789,184.9306182861328,48.92576599121094,11,1.9457672920630602,68.5374984741211,17.22083282470703,2
S1052,866.0,86.48329275799917,612.3799438476562,227.44979882200278,33.39667892456055,74.0,3.0,16.0,0.0,0.0,7.0,0.0,0.0,1452.0,4152.0,1812.0,-0.984190821647644,-0.09148558974266052,374.0,2.5576565265655518,-2.875,0.0,13.346785545349121,27.452800750732422,0.0,5355.69189453125,1.0,200.0,36.15364456176758,23.140926361083984,62.91237258911133,4,2.772151128416917,49.712501525878906,14.887499809265137,5
MX30,1748.0,239.3328722840015,2403.345458984375,314.33259293852535,64.79668426513672,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,306.0,1620.0,3602.0,-0.6262369155883789,-0.7796252369880676,376.0,2.9487571716308594,-3.4375,0.0,0.0,141.8853302001953,0.0,10361.6611328125,1.0,138.47166442871094,42.52003479003906,37.45150375366211,62.6894416809082,1,5.555116198981448,16.8125,-91.11250305175781,10
S1232,1404.0,225.5,2706.05615234375,303.5,64.20166778564453,37.0,0.0,10.0,11.0,0.0,0.0,43.0,0.0,425.0,-182.0,3157.0,-3.1391647326017846e-07,0.5023143291473389,715.0,0.3212850093841553,0.25,0.06881315261125565,19.65958595275879,73.56941986083984,0.0,9144.5830078125,50.0,200.0,43.57362365722656,29.74021339416504,53.94023513793945,1,5.781243351670498,5.195833206176758,9.995833396911621,1
G5259,728.0,57.48326199400071,711.9185791015625,214.49971937511071,32.29999923706055,66.0,0.0,25.0,0.0,0.0,9.0,0.0,0.0,219.0,373.0,4350.0,-0.9690695405006409,0.16909265518188477,55.0,0.563644289970398,-0.0625,0.0,0.0,43.94773483276367,0.0,4776.52880859375,50.0,200.0,46.23870086669922,108.08853912353516,60.08726501464844,4,5.0964826553270965,58.62916564941406,26.387500762939453,6
Camila25,1331.0,262.5,2413.046142578125,304.5,33.10166931152344,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,509.0,3374.0,4085.0,0.4866045117378235,0.8100980520248413,29.5,1.1082855463027954,0.5625,0.0,0.010166814550757408,304.9150085449219,0.0,8693.384765625,15.0,200.0,33.749271392822266,58.33091735839844,40.367088317871094,1,1.6094379124341003,-1.9375,-61.454166412353516,2
S1283,1419.0,261.5169386699836,3525.030029296875,288.50039670511666,33.29329299926758,43.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,210.0,2799.0,4777.0,-0.8706924915313721,-0.3212912678718567,73.0,2.647153854370117,2.375,0.0,0.0,300.1838073730469,0.0,14888.990234375,13.0,200.0,38.76042938232422,99.7871322631836,50.737911224365234,1,4.262637645839017,-5.137499809265137,145.7708282470703,3
G4917,1401.0001220703125,204.60060445133925,1584.5823974609375,262.60088394667315,52.703346252441406,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,837.0,303.0,1890.0,0.11418233811855316,-0.5496618747711182,1024.0,11.992727279663086,21.0625,0.0,0.0,117.93244171142578,0.0,17003.099609375,1.0,173.685791015625,38.446632385253906,60.302040100097656,53.82453155517578,1,3.5450379181610816,20.012500762939453,-75.63749694824219,4
S791,1853.0,217.4500325486786,805.75048828125,300.4667396666789,107.1966552734375,17.0,0.0,0.0,0.0,0.0,0.0,53.0,30.0,181.0,-914.0,5079.0,-0.8229880332946777,-0.5673068761825562,1207.5,0.6503903865814209,-0.375,0.0,8.648857116699219,63.30204391479492,0.0,8482.693359375,2.0,200.0,63.67262649536133,14.051608085632324,60.1031494140625,7,1.9457672920630602,-5.7208333015441895,35.82083511352539,8
G5104,1330.0,235.15331296410872,1367.5047607421875,312.1037084591912,63.90333938598633,0.0,0.0,8.0,92.0,0.0,0.0,0.0,0.0,382.0,3451.0,4735.0,-0.8927326202392578,0.3956843316555023,136.5,19.633468627929688,-21.25,0.0,0.0,156.86595153808594,0.0,17270.75390625,1.0,164.12548828125,51.945674896240234,35.59235382080078,53.67564392089844,1,5.203781384960757,-22.59583282470703,-43.5625,5
G5018,557.9999389648438,-115.59853467559797,578.334228515625,103.40146532440201,78.77825927734375,0.0,52.0,0.0,0.0,0.0,7.0,0.0,0.0,2705.0,-1305.0,2874.0,0.8754920959472656,-0.482080340385437,1492.5,13.94489574432373,-17.0625,0.0,0.0,0.01137777790427208,1.0,332.7291564941406,0.0,3.77925968170166,55.39855194091797,145.80552673339844,52.07457733154297,11,1.3862943611198906,68.12916564941406,-149.47084045410156,3
