CGIAR_PET,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Precipitation_Seasonality,ConsensusLandCover_Human_Development_Percentage,ConsensusLandCoverClass_Barren,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,ConsensusLandCoverClass_Herbaceous_Vegetation,ConsensusLandCoverClass_Mixed_Other_Trees,ConsensusLandCoverClass_Shrubs,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Slope,EarthEnvTopoMed_TopoPositionIndex,EsaCci_BurntAreasProbability,GHS_Population_Density,GlobBiomass_AboveGroundBiomass,GlobPermafrost_PermafrostExtent,MODIS_NPP,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,SG_Depth_to_bedrock,SG_Sand_Content_005cm,SG_SOC_Content_005cm,SG_Soil_pH_H2O_005cm,target_marker,sequencing_platform,sample_type,primers,Resolve_Biome,AMF_diversity,Pixel_Lat,Pixel_Long,CV_Fold
1320.0,116.4172592163086,1046.8701171875,235.41726684570312,23.510122299194336,14.0,0.0,17.0,69.0,0.0,0.0,0.0,0.0,834.0,2974.0,2730.0,-0.2408648133277893,0.871792197227478,996.0,6.491284370422363,9.9375,0.0258176326751709,1.377563714981079,209.7393798828125,0.0,14450.2587890625,1.0,63.25675582885742,63.99805450439453,53.76908493041992,53.97813034057617,2,1,2,5,4,1.0,-33.65416717529297,150.2708282470703,8
3006.0,233.5,317.4983215332031,368.5,65.40335083007812,0.0,54.0,0.0,0.0,0.0,0.0,0.0,46.0,526.0,2028.0,6445.0,0.7245627641677856,-0.38172176480293274,562.0,0.13105204701423645,-0.0625,0.1366405487060547,0.0,0.0,0.0,1218.63623046875,50.0,197.6275634765625,75.10026550292969,4.343532085418701,73.21626281738281,2,1,2,5,13,0.0,-22.912500381469727,132.6458282470703,6
663.0,43.51673889160156,706.7766723632812,198.5502471923828,32.09835433959961,0.0,0.0,0.0,0.0,36.0,0.0,64.0,0.0,624.0,2634.0,4076.0,0.7654263973236084,-0.3028097152709961,126.0,1.428774118423462,1.125,0.0,0.0,104.9349365234375,0.0,4677.60009765625,1.0,199.5269317626953,56.99150466918945,107.32784271240234,45.47724533081055,1,0,2,22,6,0.0,61.51250076293945,24.170833587646484,8
829.0,86.56668090820312,757.140625,218.56695556640625,11.001675605773926,28.0,4.0,29.0,0.0,0.0,0.0,39.0,0.0,483.0,2427.0,2742.0,0.6893700957298279,-0.35318899154663086,381.5,3.2649598121643066,4.375,0.0,0.0,189.4801788330078,0.0,7109.79296875,1.0,200.0,34.12364196777344,56.96813201904297,53.577056884765625,1,1,2,21,4,0.0,50.3125,8.595833778381348,9
1682.0,257.4835510253906,3098.85302734375,294.4835510253906,56.5016975402832,7.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,611.0,4125.0,3166.0,-0.5556440353393555,0.6175602078437805,73.5,5.533782005310059,1.5,0.0,0.0,208.14434814453125,0.0,9345.35546875,4.0,199.9374542236328,39.83009338378906,165.15667724609375,52.67265701293945,1,1,2,22,1,0.0,9.145833015441895,-79.84583282470703,8
694.0,80.5164794921875,882.0057373046875,201.49972534179688,20.600000381469727,71.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,1150.0,2965.0,1455.0,0.9663803577423096,0.15291011333465576,65.5,0.8383168578147888,0.25,0.0,47.46280288696289,32.466487884521484,0.0,5879.359375,28.0,200.0,73.60694122314453,36.46384048461914,56.34760665893555,1,1,2,22,4,13.666999816894531,55.670833587646484,9.545833587646484,10
1455.0,241.5005645751953,2179.03076171875,279.4506530761719,19.803346633911133,12.0,0.0,6.0,81.0,0.0,0.0,0.0,0.0,439.0,471.0,3312.0,0.60289466381073,-0.15521515905857086,106.5,3.8187427520751953,-4.6875,0.0,0.026475045830011368,131.4705810546875,0.0,13308.6337890625,1.0,199.8284149169922,45.604957580566406,63.66986083984375,51.00461959838867,1,2,1,20,1,0.0,-14.470833778381348,-39.07083511352539,9
1166.0,154.48318481445312,1444.3621826171875,308.4831848144531,38.99330139160156,94.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2564.0,2879.0,1989.0,-0.6316819787025452,-0.6453930139541626,73.5,2.3952717781066895,-0.375,0.0,492.2081298828125,27.23057746887207,0.0,7668.2001953125,13.0,200.0,30.837684631347656,26.023557662963867,59.05972671508789,1,0,1,12,4,0.0,35.02083206176758,135.78750610351562,1
1164.0,154.4826202392578,1452.92578125,308.48260498046875,38.6949462890625,99.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2608.0,2817.0,1781.0,0.37395691871643066,-0.8378344178199768,74.5,1.3540217876434326,-0.375,0.0,489.4573669433594,30.39288902282715,0.0,8675.2001953125,16.0,200.0,30.83078956604004,26.291980743408203,59.2201042175293,1,0,1,12,4,0.0,35.02916717529297,135.78750610351562,2
1058.0,119.58318328857422,1036.4267578125,250.56674194335938,13.4033203125,64.0,21.0,12.0,0.0,0.0,0.0,4.0,0.0,388.0,1606.0,3268.0,-0.02880888059735298,0.9003787040710449,305.5,2.902736186981201,3.3125,0.0,5.595859527587891,74.981689453125,0.0,11331.02734375,1.0,200.0,37.176658630371094,33.9411506652832,61.119407653808594,1,2,1,11,4,0.0,45.07083511352539,1.4541666507720947,3
1300.0,178.58370971679688,1989.5390625,323.6004333496094,57.10169982910156,27.0,0.0,2.0,0.0,23.0,0.0,43.0,5.0,220.0,1835.0,5126.0,0.8810861706733704,-0.14052420854568481,211.0,8.864578247070312,-1.3125,0.0,0.0,52.60639953613281,0.0,6168.77734375,1.0,200.0,30.19355010986328,23.291282653808594,58.31625747680664,2,0,2,5,4,0.0,29.129167556762695,117.9124984741211,4
1884.0,163.5664520263672,1051.89013671875,302.5664367675781,79.40331268310547,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1084.0,5329.0,2748.0,0.6766579151153564,0.6677895784378052,294.0,2.1221933364868164,1.4375,0.028169196099042892,0.0,196.23146057128906,0.0,13786.763671875,1.0,200.0,73.53323364257812,40.31623840332031,59.731529235839844,2,1,2,5,12,23.25,-32.5625,116.12083435058594,9
1300.0,178.58370971679688,1989.5390625,323.6004333496094,57.10169982910156,27.0,0.0,2.0,0.0,23.0,0.0,43.0,5.0,220.0,1835.0,5126.0,0.8810861706733704,-0.14052420854568481,211.0,8.864578247070312,-1.3125,0.0,0.0,52.60639953613281,0.0,6168.77734375,1.0,200.0,30.19355010986328,23.291282653808594,58.31625747680664,2,0,2,5,4,0.0,29.129167556762695,117.9124984741211,5
1618.0,194.5,1291.8516845703125,340.5167236328125,15.899999618530273,0.0,0.0,17.0,0.0,43.0,0.0,40.0,0.0,515.0,2098.0,3045.0,0.26548004150390625,-0.8741840124130249,109.0,1.059929609298706,-1.375,0.0,0.0,146.72283935546875,0.0,3528.639892578125,1.0,200.0,63.694679260253906,17.938188552856445,50.96292495727539,1,0,2,10,5,1.0,31.112499237060547,-95.15416717529297,4
757.0,21.483266830444336,774.2052001953125,234.5,37.498355865478516,0.0,0.0,0.0,0.0,43.0,0.0,57.0,0.0,837.0,386.0,2621.0,-0.20226968824863434,-0.26235130429267883,449.0,0.6072856187820435,-1.6875,0.0,0.0,85.70150756835938,0.0,7070.0205078125,23.0,200.0,49.35100555419922,218.17776489257812,49.88694763183594,1,0,2,10,6,0.0,49.07083511352539,-89.38749694824219,9
1135.0,105.5,959.3780517578125,279.51641845703125,22.401670455932617,77.0,0.0,4.0,0.0,0.0,19.0,0.0,0.0,810.0,2052.0,2044.0,-0.940542995929718,-0.09816018491983414,238.5,0.9965451955795288,0.1875,0.0,0.9378426671028137,57.26417922973633,0.0,6137.4765625,26.0,200.0,26.140249252319336,27.208833694458008,63.87435531616211,1,0,2,8,4,0.0,41.0625,-83.76249694824219,6
1622.0,209.51669311523438,1845.4967041015625,309.4999694824219,22.200000762939453,21.0,0.0,3.0,57.0,0.0,0.0,17.0,2.0,582.0,-733.0,2330.0,0.5896964073181152,-0.4253312945365906,182.0,2.2130377292633057,-2.625,0.0,0.7698831558227539,66.21564483642578,0.0,12765.2451171875,6.0,200.0,44.26481246948242,36.700408935546875,53.9583740234375,2,0,1,5,1,17.999000549316406,-26.995832443237305,-55.23749923706055,10
822.0,86.55027770996094,1194.6295166015625,222.56732177734375,27.796649932861328,16.0,0.0,10.0,0.0,10.0,0.0,65.0,0.0,1002.0,442.0,2799.0,-0.1341618001461029,0.8148373365402222,529.5,3.9721617698669434,5.6875,0.0,0.030061837285757065,211.87554931640625,0.0,7224.09375,4.0,200.0,42.3652458190918,71.3814468383789,53.25759506225586,1,1,2,21,4,0.0,48.0625,13.129166603088379,7
1354.0,119.55043029785156,1117.6717529296875,184.56687927246094,92.50167083740234,0.0,0.0,24.0,0.0,27.0,0.0,49.0,0.0,524.0,1526.0,2984.0,0.05921050161123276,-0.948262631893158,277.5,6.7359418869018555,4.4375,0.0,0.010739575140178204,158.42701721191406,0.0,13748.2236328125,1.0,196.8366241455078,50.05002212524414,59.197410583496094,53.91312026977539,2,0,2,5,5,0.0,38.09583282470703,-122.88749694824219,5
1376.9998779296875,-3.5,496.9823303222656,142.5,107.99999237060547,47.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,1769.0,4733.0,1562.0,-0.9627390503883362,0.18025809526443481,4265.0,0.9139236211776733,0.0,0.0,0.0,0.5847111344337463,0.0,1972.1505126953125,9.0,200.0,48.60807800292969,56.41780471801758,72.95933532714844,1,1,2,10,10,3.0,30.454166412353516,91.05416870117188,7
904.0,113.48328399658203,1444.4910888671875,206.4832763671875,48.20330810546875,36.0,0.0,0.0,38.0,0.0,0.0,26.0,0.0,390.0,1974.0,3158.0,-0.2010607123374939,-0.5983134508132935,79.0,2.756636619567871,-4.1875,0.0,0.0,148.16586303710938,0.0,12912.6142578125,6.0,200.0,29.140897750854492,105.38683319091797,57.26384353637695,2,0,2,5,4,2.5,-40.787498474121094,-72.94583129882812,8
1936.0,165.48345947265625,507.2107238769531,287.5166931152344,44.801719665527344,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937.0,499.0,1035.0,0.02171763963997364,-0.9805805087089539,47.5,0.70677649974823,-0.1875,0.0,2.031071901321411,21.305421829223633,0.0,5174.5859375,27.0,200.0,75.63999938964844,15.866121292114258,69.12483215332031,2,1,2,5,12,29.25,-34.65416717529297,138.70416259765625,10
1885.0,162.58314514160156,968.2233276367188,303.5831298828125,78.69998931884766,0.0,0.0,6.0,87.0,0.0,0.0,2.0,5.0,281.0,2469.0,5706.0,0.8398969173431396,0.1554776132106781,312.5,4.004459381103516,4.625,0.07027087360620499,0.0,84.33564758300781,0.0,10723.7763671875,1.0,198.5,72.8016586303711,30.083261489868164,59.92565155029297,2,1,2,5,12,0.0,-32.57083511352539,116.22083282470703,1
866.0,78.51701354980469,591.8787841796875,221.5005645751953,36.698299407958984,0.0,0.0,3.0,0.0,14.0,0.0,83.0,0.0,826.0,2446.0,2730.0,-0.806099534034729,-0.20348845422267914,534.0,2.3061227798461914,0.25,0.0,0.0,219.8607940673828,0.0,6784.6787109375,1.0,200.0,40.05971145629883,57.799102783203125,46.508731842041016,1,1,2,22,4,0.0,49.32083511352539,16.72083282470703,9
807.0,74.51701354980469,867.9983520507812,203.5170135498047,13.60332202911377,41.0,0.0,40.0,0.0,0.0,0.0,19.0,0.0,337.0,1338.0,3348.0,-0.8166524171829224,-0.3498479425907135,488.0,2.48921275138855,2.375,0.0,0.12660275399684906,160.5740509033203,0.0,6825.82861328125,1.0,200.0,26.306955337524414,75.30534362792969,56.706398010253906,2,0,2,5,4,1.0,51.19583511352539,10.320833206176758,10
584.0,32.5,673.37890625,182.5,34.90003204345703,0.0,6.0,0.0,0.0,48.0,0.0,46.0,0.0,1223.0,3583.0,2740.0,0.3162265121936798,-0.7071075439453125,300.0,0.09266787767410278,0.0,0.0,0.0,77.24551391601562,0.0,4423.39990234375,50.0,200.0,51.08213424682617,156.74655151367188,47.99699401855469,1,3,2,24,6,0.0,63.51250076293945,14.754166603088379,10
1456.0,95.71544647216797,945.5466918945312,231.68252563476562,71.69332885742188,33.0,19.0,0.0,0.0,2.0,11.0,11.0,23.0,1037.0,1929.0,3241.0,0.9700562357902527,-0.23936694860458374,1682.5,10.372432708740234,10.3125,0.0,6.768496990203857,45.52817916870117,0.0,3691.552978515625,1.0,194.884765625,37.864070892333984,46.507652282714844,63.09893798828125,1,1,1,20,12,0.0,36.69583511352539,-5.020833492279053,2
791.0,74.48326873779297,866.77587890625,202.48326110839844,14.100000381469727,9.0,16.0,43.0,0.0,0.0,0.0,32.0,0.0,268.0,1797.0,3817.0,-0.9166010618209839,0.0420340895652771,483.0,2.5958633422851562,-2.8125,0.0,0.0,162.7427520751953,0.0,6752.65478515625,1.0,199.99835205078125,27.633380889892578,92.16185760498047,50.30290985107422,2,0,2,5,4,4.0,51.27916717529297,10.229166984558105,1
1414.0,146.5,549.0816040039062,318.5,102.99999237060547,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,2040.0,1244.0,-0.02664780616760254,-0.35507363080978394,51.0,0.3356247842311859,0.6875,0.32856300473213196,201.83055114746094,0.4323555529117584,0.0,3259.329833984375,50.0,200.0,25.27181625366211,8.396438598632812,80.88884735107422,1,1,2,10,4,1.0,36.22916793823242,115.04582977294922,2
560.0,12.432729721069336,759.1488037109375,188.41598510742188,30.903322219848633,0.0,0.0,25.0,0.0,7.0,0.0,68.0,0.0,729.0,4140.0,2801.0,-0.9566428065299988,-0.29126372933387756,123.5,7.41693115234375,0.25,0.0,0.0,98.14453125,0.0,3564.0185546875,1.0,200.0,59.30522537231445,141.50674438476562,47.30068588256836,1,3,2,24,6,0.0,66.50416564941406,22.629167556762695,1
806.0,77.46709442138672,926.6033325195312,214.4506378173828,27.303377151489258,65.0,19.0,2.0,0.0,0.0,13.0,0.0,0.0,387.0,80.0,3125.0,-0.9609299898147583,-0.12205932289361954,673.5,2.3312792778015137,-1.75,0.0,8.226558685302734,10.537955284118652,0.0,6589.14013671875,1.0,200.0,43.51586151123047,32.2016487121582,59.52705764770508,1,1,0,21,4,24.666000366210938,48.412498474121094,14.370833396911621,3
1306.0,182.449462890625,1977.5009765625,328.41619873046875,57.003326416015625,19.0,0.0,3.0,0.0,27.0,0.0,49.0,3.0,460.0,666.0,4685.0,-0.9445911645889282,-0.3282312750816345,118.0,4.885825157165527,-3.375,0.0,7.575045585632324,42.4456901550293,0.0,6005.83935546875,1.0,200.0,31.572431564331055,19.429378509521484,58.02475357055664,2,0,2,5,4,1.0,29.120832443237305,117.90416717529297,4
670.0,62.500282287597656,610.6968383789062,186.46678161621094,29.701677322387695,0.0,11.0,0.0,0.0,35.0,0.0,31.0,0.0,1066.0,1206.0,1917.0,-0.42582887411117554,0.5810577869415283,3.0,0.9653413891792297,-0.4375,0.0,5.371652603149414,66.11253356933594,0.0,6513.29541015625,22.0,159.55355834960938,53.47730255126953,119.18550109863281,51.03070068359375,1,3,2,20,4,2.5,60.34583282470703,19.929166793823242,5
1130.0,101.5,1220.8509521484375,279.5,9.101644515991211,11.0,0.0,54.0,0.0,0.0,4.0,31.0,0.0,632.0,1576.0,2887.0,0.6081603765487671,0.3933301568031311,73.0,0.8058508634567261,0.9375,0.0,20.449586868286133,82.21688842773438,0.0,8757.189453125,33.0,200.0,54.728973388671875,153.60110473632812,50.68589782714844,1,1,2,20,4,0.0,42.412498474121094,-71.32917022705078,6
793.0,75.50030517578125,869.3887329101562,203.51705932617188,14.001673698425293,13.0,8.0,53.0,0.0,0.0,0.0,26.0,0.0,230.0,1812.0,3576.0,-0.926891028881073,0.05751626938581467,471.0,1.7503271102905273,2.25,0.0,0.0,173.25973510742188,0.0,6737.60009765625,1.0,199.92660522460938,25.059444427490234,95.10527038574219,53.403560638427734,2,0,2,5,4,0.0,51.27083206176758,10.237500190734863,7
566.0,13.467055320739746,730.9312744140625,189.46705627441406,31.00167465209961,0.0,0.0,15.0,0.0,15.0,0.0,70.0,0.0,614.0,3901.0,3235.0,-0.5212040543556213,-0.8529264330863953,130.5,0.7818223834037781,-0.0625,0.0,0.0,87.32124328613281,0.0,4325.34326171875,18.0,200.0,60.329566955566406,173.4563751220703,45.84186935424805,1,3,2,24,6,0.0,66.57917022705078,22.412500381469727,2
1354.0,154.5,951.7514038085938,311.5,80.70166778564453,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.0,2147.0,2362.0,0.3162272572517395,-0.4165405035018921,53.5,0.22092440724372864,-0.1875,0.41812407970428467,10.211979866027832,2.777600049972534,0.0,4062.145263671875,50.0,200.0,22.494897842407227,11.636478424072266,77.90187072753906,1,1,2,10,4,6.0,33.36249923706055,114.27083587646484,8
1300.0,178.58370971679688,1989.5390625,323.6004333496094,57.10169982910156,27.0,0.0,2.0,0.0,23.0,0.0,43.0,5.0,220.0,1835.0,5126.0,0.8810861706733704,-0.14052420854568481,211.0,8.864578247070312,-1.3125,0.0,0.0,52.60639953613281,0.0,6168.77734375,1.0,200.0,30.19355010986328,23.291282653808594,58.31625747680664,2,0,2,5,4,0.0,29.129167556762695,117.9124984741211,9
670.0,62.500282287597656,610.6968383789062,186.46678161621094,29.701677322387695,0.0,11.0,0.0,0.0,35.0,0.0,31.0,0.0,1066.0,1206.0,1917.0,-0.42582887411117554,0.5810577869415283,3.0,0.9653413891792297,-0.4375,0.0,5.371652603149414,66.11253356933594,0.0,6513.29541015625,22.0,159.55355834960938,53.47730255126953,119.18550109863281,51.03070068359375,1,3,1,20,4,1.0,60.34583282470703,19.929166793823242,10
753.0,67.5,644.2786865234375,204.46678161621094,28.806671142578125,51.0,8.0,9.0,0.0,22.0,10.0,1.0,0.0,850.0,293.0,1795.0,-0.894427478313446,-0.3939186632633209,7.0,0.2767089903354645,0.1875,0.0,44.10432052612305,6.867199897766113,0.0,5574.42333984375,50.0,199.08909606933594,56.92375946044922,60.22391128540039,62.05529022216797,2,0,2,9,4,0.0,58.829166412353516,22.77083396911621,1
1599.0,258.5002746582031,2960.412109375,299.5,49.006717681884766,3.0,0.0,0.0,83.0,0.0,0.0,0.0,14.0,332.0,85.0,4226.0,0.014303788542747498,0.02354896254837513,50.0,0.6692993640899658,0.75,0.0,0.0,248.0067596435547,0.0,9416.375,1.0,200.0,39.79167175292969,25.728939056396484,47.9477424621582,1,2,1,20,1,1.0,5.304166793823242,-53.045833587646484,1
747.0001220703125,46.097747802734375,2104.072265625,196.09774780273438,60.615089416503906,28.0,0.0,0.0,0.0,11.0,3.0,39.0,20.0,878.0,5701.0,2110.0,0.4557529091835022,0.7733755111694336,1818.0,19.169445037841797,25.6875,0.0,0.0,145.51466369628906,0.0,8273.3173828125,0.0,145.93173217773438,43.51084899902344,137.26341247558594,50.740074157714844,1,1,2,26,5,0.0,35.912498474121094,138.79583740234375,6
787.0,98.5,922.6592407226562,215.5,14.300000190734863,16.0,0.0,12.0,0.0,15.0,0.0,57.0,0.0,623.0,2620.0,2488.0,-0.9153785109519958,-0.3991678059101105,36.0,0.8777737021446228,0.9375,0.0,1.840263843536377,220.34596252441406,0.0,7446.2001953125,30.0,200.0,87.73081970214844,108.03813171386719,44.29734420776367,1,1,2,21,4,0.0,52.24583435058594,5.629166603088379,2
773.9998779296875,50.69927215576172,1941.0054931640625,186.74916076660156,27.30669403076172,26.0,0.0,0.0,0.0,25.0,0.0,49.0,0.0,1090.0,2622.0,1573.0,0.9729632139205933,0.1421383172273636,1298.5,24.165273666381836,-15.0625,0.0,0.49763038754463196,153.43003845214844,0.0,6451.97802734375,1.0,147.90928649902344,40.11700439453125,164.32916259765625,53.69834899902344,1,1,2,21,5,1.0,46.454166412353516,14.4375,7
922.0,110.46678924560547,972.9864501953125,260.4503479003906,25.49835205078125,86.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,278.0,2051.0,3833.0,-0.28904038667678833,-0.5598911643028259,234.0,2.783877372741699,-5.6875,0.0,0.0,125.08088684082031,0.0,9069.6513671875,11.0,200.0,37.50281524658203,38.13235855102539,56.46704864501953,1,1,2,21,4,0.0,46.12083435058594,15.637499809265137,3
1905.0,160.46620178222656,607.1898803710938,279.46649169921875,48.39835739135742,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1343.0,3413.0,2134.0,-0.2567741870880127,-0.9076007008552551,102.5,4.313206672668457,1.375,0.0,24.607486724853516,56.138309478759766,0.0,4714.2001953125,4.0,197.08078002929688,68.65234375,21.16075325012207,65.08232116699219,2,1,2,5,12,6.0,-34.75416564941406,138.6875,3
790.0,76.51673126220703,813.515380859375,213.5334930419922,28.508346557617188,36.0,1.0,8.0,0.0,14.0,0.0,41.0,0.0,869.0,4395.0,2097.0,0.7343941926956177,0.6786739826202393,673.5,2.1195147037506104,0.5625,0.0,0.0,34.530845642089844,0.0,7481.7001953125,1.0,200.0,44.26976776123047,45.537635803222656,55.118099212646484,1,1,0,21,4,36.49599838256836,48.5625,14.345833778381348,4
1514.0,127.50028228759766,881.3355102539062,321.5169982910156,54.199974060058594,39.0,0.0,0.0,0.0,0.0,57.0,4.0,0.0,778.0,510.0,3344.0,0.9714105129241943,0.14673924446105957,361.5,2.361262083053589,-1.4375,0.8060045838356018,0.0,33.204978942871094,0.0,2870.9375,1.0,200.0,15.661138534545898,26.347654342651367,67.03620910644531,1,1,2,7,8,0.0,39.23749923706055,-96.60416412353516,6
793.0,75.50030517578125,869.3887329101562,203.51705932617188,14.001673698425293,13.0,8.0,53.0,0.0,0.0,0.0,26.0,0.0,230.0,1812.0,3576.0,-0.926891028881073,0.05751626938581467,471.0,1.7503271102905273,2.25,0.0,0.0,173.25973510742188,0.0,6737.60009765625,1.0,199.92660522460938,25.059444427490234,95.10527038574219,53.403560638427734,2,0,2,5,4,0.0,51.27083206176758,10.237500190734863,5
821.0,37.4832649230957,708.4807739257812,214.4996795654297,21.196685791015625,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,293.0,1903.0,6347.0,-0.9576879739761353,0.201810821890831,867.5,1.2576098442077637,0.5,0.0,0.0,146.92018127441406,0.0,4482.447265625,13.0,200.0,53.163204193115234,162.41310119628906,51.97542953491211,1,1,2,18,5,5.0,54.337501525878906,-123.27083587646484,8
1164.0,154.4826202392578,1452.92578125,308.48260498046875,38.6949462890625,99.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2608.0,2817.0,1781.0,0.37395691871643066,-0.8378344178199768,74.5,1.3540217876434326,-0.375,0.0,489.4573669433594,30.39288902282715,0.0,8675.2001953125,16.0,200.0,30.83078956604004,26.291980743408203,59.2201042175293,1,0,1,12,4,0.0,35.02916717529297,135.78750610351562,6
1346.0,158.43276977539062,422.1260070800781,306.41632080078125,21.09333038330078,89.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1090.0,1758.0,1541.0,-0.945026159286499,-0.3263533115386963,81.5,1.8044612407684326,-0.625,0.0,3.8388264179229736,0.0,0.0,5316.775390625,5.0,200.0,45.13117980957031,14.19161605834961,73.47120666503906,1,1,2,21,12,1.0,40.704166412353516,23.1875,4
663.0,43.51673889160156,706.7766723632812,198.5502471923828,32.09835433959961,0.0,0.0,0.0,0.0,36.0,0.0,64.0,0.0,624.0,2634.0,4076.0,0.7654263973236084,-0.3028097152709961,126.0,1.428774118423462,1.125,0.0,0.0,104.9349365234375,0.0,4677.60009765625,1.0,199.5269317626953,56.99150466918945,107.32784271240234,45.47724533081055,1,0,2,22,6,0.0,61.51250076293945,24.170833587646484,3
997.0,86.4997329711914,1292.439453125,257.4830017089844,11.49832820892334,0.0,0.0,88.0,0.0,0.0,0.0,12.0,0.0,463.0,2874.0,3675.0,0.5998680591583252,-0.7417598962783813,327.5,6.11978816986084,-1.9375,0.0,0.0,173.80267333984375,0.0,8278.5234375,3.0,199.4342498779297,53.588706970214844,166.89682006835938,47.349456787109375,1,1,2,20,4,9.0,42.12916564941406,-73.25416564941406,7
775.0,71.5,607.7183837890625,198.5164794921875,29.89832305908203,0.0,0.0,10.0,0.0,17.0,0.0,73.0,0.0,1471.0,3503.0,1981.0,-0.81986403465271,-0.2981243133544922,12.0,0.6133425831794739,-0.625,0.0,0.044233765453100204,100.6366195678711,0.0,6498.0,50.0,167.531005859375,60.325435638427734,137.11590576171875,54.267906188964844,2,0,2,9,4,0.0,58.27083206176758,21.9375,8
1253.0,189.4832763671875,1717.8287353515625,333.4997253417969,48.90332794189453,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.0,2974.0,3303.0,-0.30000030994415283,0.3162279725074768,73.0,0.22092440724372864,-0.125,0.0,53.33879852294922,1.6337777376174927,0.0,4539.689453125,23.0,200.0,28.68464469909668,11.939713478088379,58.42439270019531,1,1,0,10,1,0.0,27.370832443237305,114.6875,2
907.0,90.70084381103516,1192.8131103515625,231.75103759765625,30.40502166748047,0.0,0.0,25.0,0.0,0.0,0.0,75.0,0.0,409.0,1874.0,3365.0,0.77273029088974,0.16570359468460083,614.0,10.056726455688477,9.5625,0.0,0.7089073061943054,165.4465789794922,0.0,7284.39990234375,1.0,200.0,28.08134651184082,72.2467269897461,60.23701095581055,1,1,2,21,5,0.0,46.32083511352539,14.979166984558105,9
563.0,76.48352813720703,1570.19482421875,162.50025939941406,33.40334701538086,0.0,0.0,0.0,0.0,69.0,0.0,7.0,0.0,883.0,-1261.0,1650.0,0.9947211742401123,-0.10259267687797546,212.5,4.142303466796875,-1.8125,0.0,0.0,65.18009185791016,0.0,3926.0,1.0,198.5966339111328,56.89046859741211,189.63037109375,47.42363357543945,1,0,2,10,5,0.0,56.67916488647461,-4.329166889190674,10
1872.0,161.4834747314453,1106.7021484375,299.5002746582031,80.09666442871094,0.0,0.0,0.0,60.0,0.0,33.0,0.0,7.0,571.0,2268.0,3278.0,0.2245560884475708,-0.8901293873786926,325.0,1.502251148223877,-1.25,0.4312930107116699,0.0,216.40533447265625,0.0,13766.5556640625,1.0,200.0,70.20635223388672,54.32258605957031,59.14488983154297,2,1,2,5,12,4.0,-32.57083511352539,116.07083129882812,5
1306.0,182.449462890625,1977.5009765625,328.41619873046875,57.003326416015625,19.0,0.0,3.0,0.0,27.0,0.0,49.0,3.0,460.0,666.0,4685.0,-0.9445911645889282,-0.3282312750816345,118.0,4.885825157165527,-3.375,0.0,7.575045585632324,42.4456901550293,0.0,6005.83935546875,1.0,200.0,31.572431564331055,19.429378509521484,58.02475357055664,2,0,2,5,4,0.0,29.120832443237305,117.90416717529297,9
457.0,-7.5,657.03515625,159.5,44.1016731262207,0.0,19.0,4.0,0.0,26.0,0.0,21.0,28.0,508.0,3372.0,3893.0,0.9767122268676758,0.16707319021224976,341.5,0.6328607797622681,-0.25,0.0,0.0,14.83822250366211,0.020901750773191452,2520.941162109375,36.0,196.3563690185547,57.79582595825195,126.94637298583984,47.675411224365234,1,2,2,20,6,0.0,68.48750305175781,24.704166412353516,4
1490.0,170.43338012695312,1183.1324462890625,229.4664764404297,20.900012969970703,0.0,0.0,2.0,42.0,0.0,0.0,20.0,0.0,1320.0,-35.0,1749.0,-0.8934917449951172,-0.3541874289512634,21.0,3.3048837184906006,-2.25,0.0,0.25999775528907776,125.71182250976562,0.0,10455.734375,7.0,198.94949340820312,62.52599334716797,51.37894821166992,57.20912551879883,2,1,2,5,4,0.0,-35.162498474121094,150.67083740234375,10
