CGIAR_PET,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Precipitation_Seasonality,ConsensusLandCover_Human_Development_Percentage,ConsensusLandCoverClass_Barren,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,ConsensusLandCoverClass_Herbaceous_Vegetation,ConsensusLandCoverClass_Mixed_Other_Trees,ConsensusLandCoverClass_Shrubs,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Slope,EarthEnvTopoMed_TopoPositionIndex,EsaCci_BurntAreasProbability,GHS_Population_Density,GlobBiomass_AboveGroundBiomass,GlobPermafrost_PermafrostExtent,MODIS_NPP,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,SG_Depth_to_bedrock,SG_Sand_Content_005cm,SG_SOC_Content_005cm,SG_Soil_pH_H2O_005cm,dist1,dist2,dist3,dist4,dist5,obs1,obs2,obs3,obs4,obs5,Resolve_Biome,ECM_diversity,Pixel_Lat,Pixel_Long,source,CV_Fold
822.0,88.5,597.574768066406,224.5,20.004997253418,17,0,10,0,17,0,55,0,1456,5366,2724,-0.555618166923523,0.171991214156151,85.5,1.05399250984192,2.75,0.0,0.0,208.829864501953,0.0,6765.0947265625,16,200.0,81.7535095214844,54.6626167297363,47.415454864502,0.0343591519298762,0.0416660308837891,0.120184266654393,0.133331298828125,0.134369858453601,3.71557008719527,3.91196303658904,3.97960685451705,4.08424370925308,4.53380306439565,4,3.57231752014351,53.0541648864746,13.8458337783813,GlobalFungi,1
971.999877929687,20.6855697631836,920.542175292969,198.669036865234,89.4016799926758,24,0,17,0,12,23,23,0,371,2693,3669,0.844986021518707,0.533899366855621,2012.5,15.8872413635254,-24.5,0.0,4.72148561477661,26.1361770629883,0.0,2907.93408203125,1,180.088531494141,41.6907920837402,76.5551834106445,63.707160949707,0.153656315968948,0.449226468087319,1.56287398953146,1.57914341999818,1.70418678776953,0.693147180559945,1.09861228866811,0.916290731874155,0.0,2.92046974792463,4,0.0,39.0875015258789,113.670829772949,GlobalFungi,2
1078.99975585938,95.4164886474609,1148.9755859375,195.40007019043,34.2000160217285,0,0,0,100,0,0,0,0,598,1304,2324,0.869004845619202,-0.494007349014282,443.5,8.52855491638184,-6.9375,0.0,0.0,212.371383666992,0.0,17307.173828125,1,2.90230870246887,53.3475875854492,96.8618545532227,52.5350227355957,0.0117822357949174,0.495110296135242,0.495533708958369,0.538588112032526,0.645604450320308,4.33367636092109,1.6094379124341,1.44680133748452,5.17209349836174,4.6104462364099,4,0.693147180559945,-41.6791648864746,146.637496948242,GlobalFungi,3
741.0,15.4499225616455,815.545471191406,180.433227539063,26.7966442108154,0,0,0,0,83,0,17,0,1204,1406,2385,0.28541111946106,-0.936030268669128,1055.5,2.87447428703308,-1.125,0.0,0.0,117.994491577148,0.0,4948.044921875,5,199.612899780273,49.4604873657227,103.56095123291,52.4244270324707,2.29166412353516,3.05407013369962,3.70959410077154,3.71620194419397,4.95363420513288,4.99191449718199,6.41246749503199,5.01390660986666,7.93778067191921,4.97055604193089,5,7.88288761020898,54.6124992370605,-126.3125,GlobalFungi,1
1446.0,116.483268737793,423.99658203125,303.5,92.2000198364258,100,0,0,0,0,0,0,0,959,2746,2103,-0.223607018589973,-0.707106232643127,770.0,0.134805351495743,0.0,0.0,72.5719375610352,0.0,0.0,2951.0,50,200.0,38.2227783203125,11.6399374008179,80.3193054199219,0.870384136960426,1.35741261362872,1.65548365875719,1.80648768591166,2.16682632053728,0.693147180559945,1.09861228866811,0.693147180559945,0.0,0.0,4,0.693147180559945,37.6875,112.529167175293,GlobalFungi,4
775.0,71.5,607.718383789063,198.516479492188,29.898323059082,0,0,10,0,17,0,73,0,1471,3503,1981,-0.81986403465271,-0.298124313354492,12.0,0.613342583179474,-0.625,0.0,0.0442337654531002,100.636619567871,0.0,6498.0,50,167.531005859375,60.3254356384277,137.115905761719,54.2679061889649,0.0333328247070312,0.0506886007579641,0.0716865021317956,0.147667157708331,0.161803462826533,2.39789527279837,1.41694480910508,1.70456627070612,5.35564244757598,5.591960336229,4,2.74064644006651,58.2708320617676,21.9375,GlobalFungi,5
670.0,62.5002822875977,610.696838378906,186.466781616211,29.7016773223877,0,11,0,0,35,0,31,0,1066,1206,1917,-0.425828874111176,0.581057786941528,3.0,0.96534138917923,-0.4375,0.0,5.37165260314941,66.1125335693359,0.0,6513.29541015625,22,159.553558349609,53.4773025512695,119.185501098633,51.0307006835938,0.360649836100227,0.398347226888943,0.411636893242562,1.92905341105001,2.23510487027146,0.405465108108164,0.0,2.19700234652906,4.96913946063871,4.60391440056612,4,1.38629436111989,60.345832824707,19.9291667938232,GlobalFungi,6
1498.0,221.415557861328,3076.54296875,257.3994140625,23.1966571807861,8,0,0,92,0,0,0,0,458,-273,2786,0.763933420181274,-0.17880380153656,739.0,4.04971122741699,-8.4375,0.0,0.0,107.825775146484,0.0,14093.1875,1,200.0,30.228666305542,108.185646057129,48.2962646484375,0.00833892822265625,0.0166702270507812,0.0263537212070321,0.0300436863136543,0.0300473891879317,2.35137525716348,3.15700042115011,3.69716999697151,3.56235204233888,3.25809653802148,1,3.82861966906428,18.2958335876465,-65.8041687011719,GlobalFungi,1
2438.0,221.5,632.815063476563,328.5,112.39835357666,28,0,0,0,0,0,47,25,348,2803,5413,-3.13916473260178e-07,0.753553628921509,1064.0,0.123748794198036,-0.125,2.58844971656799,0.0,32.698844909668,0.0,4868.0380859375,1,200.0,74.7617492675781,8.62856101989746,62.2355003356934,2.71739648365483,4.34425818186849,4.35530582426234,4.4350253038666,4.52427107089916,3.88493956711958,4.06039131348514,4.16080313105393,4.2194342134548,4.61010800234825,7,4.07064938954345,-18.0708332061768,25.4958324432373,GlobalFungi,1
1158.0,163.414810180664,1543.05944824219,294.398010253906,61.1050071716309,27,0,24,11,0,0,27,11,311,872,3996,0.59393036365509,-0.786782145500183,618.5,17.9857902526855,-9.8125,0.0,0.0,32.3043556213379,0.0,6688.38525390625,1,198.339584350586,29.0575523376465,26.6952266693115,63.6416320800781,0.0527068393299412,2.03866610348515,2.10444519214256,2.12841225613486,2.15839870358826,4.28851922362701,1.6094379124341,3.97967231319774,4.02979715703899,3.92080437394643,4,2.37024372364217,31.2374992370605,110.195831298828,GlobalFungi,7
1140.99987792969,16.4828281402588,345.933868408203,194.499557495117,62.7100448608398,0,50,0,0,0,27,0,23,548,2341,7789,0.591354668140411,0.75301331281662,1871.0,2.71215438842773,-1.4375,0.0,0.0,0.0,0.0,867.575866699219,2,200.0,45.6692810058594,16.288423538208,82.3641052246094,0.13436891213347,0.221417643761488,0.419404396935513,0.549367406014102,1.25355268723897,0.693147180559945,1.79175946922805,2.39789527279837,3.09095150337177,5.5789068947899,10,1.25276296849537,44.6208343505859,81.5458297729492,GlobalFungi,1
1333.0,145.533416748047,106.999229431152,241.516998291016,104.504989624023,0,32,0,0,0,0,5,64,772,4393,6230,-0.559695303440094,-0.828248143196106,241.0,11.6024379730225,-6.0,0.0,0.0,0.0,0.0,1586.09045410156,2,110.08145904541,63.8332595825195,17.5857276916504,75.9868774414062,0.217307234463493,0.433412525086869,0.611293365390026,1.41283757800029,1.9140742995403,0.0,3.13549421592915,0.0,3.3322045101752,2.83321334405622,12,3.25809653802148,-29.3125,-71.2458343505859,GlobalFungi,1
754.0,60.4835433959961,715.168640136719,216.5,33.0999984741211,0,0,0,0,36,0,64,0,453,-1646,3252,-0.519296824932098,0.777413368225098,60.5,0.602883160114288,0.25,0.0,0.0660938620567322,100.018669128418,0.0,4836.62353515625,50,199.513305664063,74.4377822875977,149.918838500977,48.5994567871094,0.287710641553457,0.289275622918262,0.311135199919949,0.325428111796684,0.330194476588434,4.79213095379248,4.47157025725386,5.06094175834328,4.62071869245538,5.14435004240766,4,5.18236767126835,57.8791656494141,27.6875,GlobalFungi,8
1633.0,227.600982666016,1769.84204101563,271.617797851562,44.2731056213379,3,0,0,97,0,0,0,0,571,2587,3074,-0.0113549157977104,0.814704179763794,680.0,5.93936538696289,-2.0625,0.147029146552086,0.0,190.635192871094,0.0,13923.1416015625,1,200.0,38.6095161437988,35.2472839355469,50.0712814331055,0.0166664123535156,0.0186327625676102,0.024993896484375,0.0343512877167746,2.14793169550999,5.37278458594975,5.06360083452023,3.53120175502997,4.4277048453992,3.93959923804199,1,4.86281564583711,-9.4375,147.379165649414,GlobalFungi,2
2187.0,269.516815185547,1908.43225097656,339.516937255859,123.79663848877,0,0,0,10,0,0,57,33,524,3388,5618,0.110431835055351,0.447213530540466,12.0,0.278427720069885,-0.4375,1.77798962593079,2.86101749225054e-05,57.6570663452148,0.0,4590.57421875,48,200.0,61.9831466674805,35.3183288574219,60.9919815063477,0.008331298828125,0.231691295680014,0.253036324432772,0.260338904424107,0.368179471959416,3.02647970281973,0.693147180559945,3.4760883861669,3.30108236853581,3.28023432255244,7,3.453932145331,-13.6041669845581,141.6875,GlobalFungi,2
587.0,33.4835395812988,665.664001464844,181.500305175781,36.6016731262207,0,0,0,0,58,0,42,0,834,4936,2971,-0.954151749610901,0.289436638355255,296.0,1.65524888038635,0.75,0.0,0.0,77.3432922363281,0.0,4913.2001953125,1,199.938430786133,51.7224807739258,111.80052947998,47.7475471496582,0.0235698663864443,0.0920440477489088,0.109607157084221,0.115770384890491,0.116963888962185,3.19755003191837,2.7872310027359,2.57402342910115,3.15591475356363,2.76124335434835,6,3.01886271107121,63.1708335876465,15.1708335876465,GlobalFungi,1
