sample_id,CGIAR_PET,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Precipitation_Seasonality,ConsensusLandCover_Human_Development_Percentage,ConsensusLandCoverClass_Barren,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,ConsensusLandCoverClass_Herbaceous_Vegetation,ConsensusLandCoverClass_Mixed_Other_Trees,ConsensusLandCoverClass_Shrubs,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Slope,EarthEnvTopoMed_TopoPositionIndex,EsaCci_BurntAreasProbability,GHS_Population_Density,GlobBiomass_AboveGroundBiomass,GlobPermafrost_PermafrostExtent,MODIS_NPP,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,SG_Depth_to_bedrock,SG_Sand_Content_005cm,SG_SOC_Content_005cm,SG_Soil_pH_H2O_005cm,target_marker,sequencing_platform,sample_type,primers,Resolve_Biome,arbuscular_mycorrhizal_richness,Pixel_Lat,Pixel_Long,source,CV_Fold
GF4T1113otu,940.0,67.5,583.7098999023438,249.51673480599857,24.200029373168945,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,290.0,-39.0,5122.0,0.7322614192962646,0.3825589418411255,134.0,0.3763624131679535,0.6875,0.02594764716923237,0.0,149.77883911132812,0.0,4442.49072265625,36.0,192.64260864257812,58.96253204345703,130.83779907226562,51.56270217895508,2,4,1,25,4,0.6931471805599453,51.962501525878906,39.47083282470703,GlobalFungi,5
GF4S14126b,2152.0,143.50027936072152,276.375,316.5,61.99835205078125,0.0,0.0,0.0,0.0,0.0,34.0,10.0,56.0,145.0,-130.0,9191.0,0.4969593286514282,-0.7387242317199707,1644.5,0.6187208890914917,0.5,0.0,0.0,0.0,0.0,1148.2637939453125,14.0,200.0,62.835968017578125,6.526297092437744,79.12584686279297,1,2,1,1,13,2.7515565777240156,34.3125,-106.69583129882812,GlobalFungi,1
GF4T462otu,1465.0,240.5002794320568,946.7445678710938,293.516699242,51.105003356933594,59.0,0.0,0.0,2.0,0.0,9.0,0.0,17.0,777.0,3881.0,2921.0,0.9805803894996643,0.0,7.0,0.24155306816101074,0.125,0.0,0.4168162941932678,17.86737823486328,0.0,10166.158203125,50.0,200.0,61.10110855102539,17.17709732055664,61.53681182861328,2,4,1,25,1,2.890316231316615,-22.129167556762695,-41.34583282470703,GlobalFungi,6
S00D582,719.0,56.5,723.0664672851562,211.46705681402977,35.79999923706055,34.0,0.0,8.0,0.0,16.0,0.0,42.0,0.0,1281.0,5510.0,1491.0,0.8349114060401917,0.3162279725074768,53.5,0.5787041187286377,0.4375,0.0,0.0,120.0517349243164,0.0,4384.359375,50.0,200.0,61.467994689941406,133.27992248535156,50.970951080322266,1,0,1,12,4,0.0,59.10416793823242,27.420833587646484,GlobalFungi,6
GF4S19776b,737.0,64.5167370339991,684.9647827148438,213.5167370339991,27.5,57.0,1.0,25.0,0.0,0.0,0.0,16.0,0.0,393.0,667.0,3541.0,0.8968961834907532,-0.349622517824173,107.0,0.5097020864486694,-0.625,0.0,1.2841627597808838,100.03449249267578,0.0,6166.60009765625,30.0,200.0,58.001441955566406,64.56281280517578,58.646446228027344,2,4,1,25,4,0.0,56.60416793823242,22.85416603088379,GlobalFungi,7
GF4T833otu,1682.0,264.48352474094634,1218.6558837890625,360.4835247409463,79.50334167480469,18.0,0.0,0.0,0.0,0.0,0.0,51.0,32.0,320.0,1860.0,5257.0,0.16059145331382751,-0.8116319179534912,298.0,1.2548397779464722,-2.0625,1.0064667463302612,2.444521188735962,12.192355155944824,0.0,4442.0166015625,3.0,200.0,67.4446029663086,13.963920593261719,61.43145751953125,2,4,1,25,7,3.8139469726212285,8.462499618530273,4.670833110809326,GlobalFungi,5
GF4S20734b,725.0,57.5,710.9329833984375,207.5,33.20000076293945,36.0,5.0,12.0,0.0,14.0,0.0,32.0,0.0,941.0,4332.0,2468.0,0.9817261695861816,-0.10048498213291168,37.0,0.8012377023696899,0.625,0.0,0.0,54.12284469604492,0.0,4246.69970703125,28.0,200.0,57.438018798828125,68.63375091552734,58.044288635253906,2,4,1,25,4,0.6931471805599453,59.454166412353516,25.22083282470703,GlobalFungi,8
GF4S21867b,880.0,96.5,551.6929931640625,243.50028046183894,42.29829788208008,97.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1036.0,1879.0,1757.0,0.9483376741409302,0.2104877233505249,197.0,0.5975097417831421,0.4375,0.0,26.95161247253418,6.718577861785889,0.0,5638.2412109375,34.0,200.0,32.69052505493164,24.0097599029541,72.4087905883789,2,4,1,25,4,1.4469189829363254,50.204166412353516,14.529166221618652,GlobalFungi,9
GF4T1545otu,875.0,26.917415652761907,1473.45556640625,173.88391184476535,24.215089797973633,40.0,0.0,4.0,0.0,4.0,0.0,52.0,0.0,1482.0,5500.0,1528.0,-0.73830246925354,0.6155903339385986,2042.5,22.141494750976562,-19.4375,0.0,0.0,89.54898071289062,0.00024213905271608382,5762.771484375,1.0,165.0906524658203,47.235565185546875,123.9067611694336,53.92796325683594,2,4,1,25,4,0.0,43.454166412353516,41.712501525878906,GlobalFungi,10
S000764,683.0,60.5,780.85986328125,212.53322204526148,27.5,43.0,0.0,8.0,0.0,0.0,4.0,45.0,0.0,989.0,3819.0,2013.0,-0.4152992069721222,0.7541331052780151,67.5,0.6518336534500122,1.375,0.0,0.0,137.53546142578125,0.0,4973.0,23.0,200.0,56.446922302246094,149.04261779785156,55.15279006958008,1,0,1,12,4,0.0,58.045833587646484,24.712499618530273,GlobalFungi,1
GF3S02171a,1013.0,30.482258978536663,707.7379760742188,249.48225897853666,103.59832763671875,0.0,0.0,13.0,0.0,10.0,0.0,77.0,0.0,441.0,2007.0,3697.0,-0.36518746614456177,-0.5642989873886108,408.5,5.35673713684082,-1.375,0.0,0.0,92.6081771850586,0.0,2318.61376953125,1.0,194.36090087890625,32.325218200683594,100.16465759277344,57.21082305908203,1,2,1,29,4,0.6931471805599453,45.40416717529297,127.6624984741211,GlobalFungi,2
GF4S02416b,786.0,74.51647721493221,954.183349609375,206.53295442986442,21.296649932861328,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0,2886.0,2535.0,-0.4429370164871216,0.7122294306755066,752.5,3.042037010192871,0.9375,0.0,7.85371208190918,7.635200023651123,0.0,6732.84716796875,1.0,200.0,22.895587921142578,39.836402893066406,63.69184875488281,1,0,1,27,4,2.456764328147414,48.420833587646484,9.495833396911621,GlobalFungi,3
GF4T582otu,842.999755859375,-15.550948058840309,2183.68408203125,139.43264536801507,15.713397026062012,9.0,0.0,12.0,0.0,0.0,37.0,13.0,28.0,773.0,697.0,2009.0,0.897881031036377,-0.313324511051178,2682.5,17.208852767944336,-12.9375,0.0,0.0,55.56533432006836,0.30485716462135315,2833.86181640625,0.0,92.04341125488281,42.94574737548828,152.9338836669922,52.74048614501953,2,4,1,25,4,0.0,42.94583511352539,43.09583282470703,GlobalFungi,4
N1758,745.0,84.54995026114048,731.9249877929688,193.53347262799798,17.996679306030273,70.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0,480.0,2351.0,3086.0,0.9906840324401855,0.05474279075860977,81.5,2.7696619033813477,2.75,0.0,1.0902080535888672,50.55484390258789,0.0,6465.0,13.0,199.8117218017578,59.41994094848633,30.65673065185547,59.198936462402344,1,2,1,29,4,1.0986122886681098,55.10416793823242,10.495833396911621,GlobalFungi,5
S000851,1117.0,142.59974163352197,2467.717529296875,207.63298415142322,76.28822326660156,15.0,0.0,3.0,41.0,4.0,0.0,0.0,37.0,754.0,2650.0,2510.0,0.6968014240264893,0.6526920795440674,1877.0,15.150976181030273,-9.25,0.0,0.0,126.30791473388672,0.0,12372.3837890625,1.0,175.51316833496094,36.88453674316406,70.68816375732422,52.126590728759766,1,0,1,12,1,0.6931471805599453,22.35416603088379,103.77916717529297,GlobalFungi,7
GF4S19639b,733.0,58.533222961657444,701.1343994140625,213.53322296165743,30.500028610229492,43.0,2.0,16.0,0.0,24.0,0.0,16.0,0.0,1136.0,2032.0,2051.0,-0.4100496768951416,-0.2775469422340393,64.0,0.8241108655929565,0.625,0.0,0.0,82.35359954833984,0.0,5276.0361328125,1.0,200.0,56.644893646240234,88.3258285522461,56.62213134765625,2,4,1,25,4,0.0,58.25416564941406,26.445833206176758,GlobalFungi,6
GF4T325otu,1512.0,241.51676750600015,1305.7548828125,323.51671024599995,47.10334777832031,46.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,281.0,4430.0,4844.0,0.9474186897277832,0.292510449886322,728.5,1.191501259803772,-0.8125,0.0,0.0,134.45457458496094,0.0,16006.92578125,20.0,199.71229553222656,40.81170654296875,27.56397819519043,56.44926452636719,2,4,1,25,7,0.6931471805599453,0.7958333492279053,30.087499618530273,GlobalFungi,6
GF4T468otu,1185.0,157.49879774702637,2371.22265625,223.48209862902692,69.80501556396484,0.0,0.0,3.0,97.0,0.0,0.0,0.0,0.0,389.0,3468.0,3615.0,-0.3954845070838928,0.918185830116272,1579.5,17.557340621948242,-5.125,0.0,0.0,210.5823974609375,0.0,17502.15625,1.0,179.6654052734375,45.35857009887695,54.53548812866211,48.69258117675781,2,4,1,25,7,1.252762968495368,-22.387500762939453,-44.76250076293945,GlobalFungi,7
FMS06169v3,1490.0,232.68284474926972,1330.2669677734375,311.6992842007278,80.40670013427734,27.0,0.0,0.0,57.0,0.0,0.0,0.0,17.0,371.0,313.0,3547.0,0.795138418674469,-0.3499355912208557,683.5,12.248291015625,17.375,0.0,1.00534188747406,140.00355529785156,0.0,13445.8701171875,1.0,181.57156372070312,37.497581481933594,35.66303253173828,53.65857696533203,1,2,1,23,1,1.3862943611198906,21.912500381469727,101.2874984741211,GlobalFungi,8
S000581,1218.0,254.48357140273637,3673.878173828125,298.51644016526313,28.598358154296875,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,164.0,62.0,5562.0,-0.6402842402458191,0.70710688829422,127.0,0.7932289838790894,-0.3125,0.0,0.0,258.4631042480469,0.0,9001.5771484375,24.0,200.0,47.08211135864258,39.944217681884766,42.66314697265625,1,0,1,12,1,0.0,-3.995833396911621,-69.89583587646484,GlobalFungi,9
GF3S01499a,825.9999389648438,11.06702447004688,2261.280517578125,150.08375668804644,11.79832649230957,6.0,14.0,15.0,0.0,25.0,34.0,0.0,6.0,928.0,3246.0,1484.0,-0.9340325593948364,0.35299456119537354,1893.5,26.588775634765625,-15.625,0.0,0.0,6.811733245849609,0.04769769310951233,4236.7998046875,1.0,59.5662841796875,53.02777862548828,165.2079620361328,53.575862884521484,1,2,1,27,5,1.8718021769015913,46.57083511352539,8.370833396911621,GlobalFungi,6
GF4T1478otu,1142.0,141.43276237811898,1793.455078125,217.49945852423446,49.69500732421875,0.0,0.0,0.0,0.0,67.0,0.0,33.0,0.0,585.0,4005.0,4251.0,-0.008277037180960178,-0.9807764291763306,158.5,6.606003761291504,-4.9375,0.2859269678592682,0.013361658900976181,68.96622467041016,0.0,10998.2001953125,1.0,189.46446228027344,54.328163146972656,65.05560302734375,53.72011947631836,2,4,1,25,4,0.0,41.712501525878906,-8.837499618530273,GlobalFungi,7
S000663,1999.0,187.48357976273246,683.5079345703125,275.5,95.89668273925781,11.0,0.0,23.0,0.0,0.0,0.0,57.0,9.0,446.0,5719.0,5240.0,-0.7924251556396484,0.25036561489105225,1306.0,0.8151109218597412,1.0625,0.003188428236171603,0.0,56.66417694091797,0.0,4817.81005859375,3.0,200.0,66.61595153808594,13.34378433227539,61.15407180786133,1,0,1,12,7,0.0,-20.02083396911621,29.47916603088379,GlobalFungi,8
FMS02352v3,1547.0,162.33188385971835,648.6318969726562,240.36505855428732,72.10496520996094,8.0,19.0,6.0,22.0,0.0,6.0,24.0,15.0,730.0,5405.0,3534.0,-0.8905335068702698,-0.45127928256988525,476.5,15.498373031616211,1.0,0.0,0.0,75.97742462158203,0.0,14330.6005859375,1.0,167.65953063964844,37.22063446044922,32.497398376464844,68.83058166503906,1,2,1,12,12,2.2512917986064953,36.77083206176758,11.995833396911621,GlobalFungi,8
FMS05373v3,1386.0,154.5,940.4500122070312,311.5,75.50499725341797,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,-1032.0,3684.0,0.7604197263717651,-0.09805776178836823,34.0,0.20721092820167542,0.375,0.520759642124176,24.582767486572266,6.575110912322998,0.0,4467.201171875,50.0,200.0,17.31966781616211,10.419099807739258,78.99493408203125,1,2,0,12,4,0.6931471805599453,33.22916793823242,115.62916564941406,GlobalFungi,8
GF4S20835b,732.0,59.51648534330493,675.7450561523438,216.51648534330494,33.599998474121094,85.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,665.0,1599.0,1965.0,-0.8894878029823303,0.12592713534832,33.0,0.8867570757865906,-0.9375,0.0,0.8002104163169861,84.04924774169922,0.0,4680.9638671875,26.0,200.0,51.89700698852539,111.26111602783203,58.62556076049805,2,4,1,25,4,1.945624414659771,58.35416793823242,26.887500762939453,GlobalFungi,9
FMS17582v2,917.0001831054688,-37.932317915609595,644.7181396484375,134.90061759429798,92.7949447631836,39.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,839.0,263.0,2289.0,0.5081040263175964,0.42013609409332275,4322.5,25.287506103515625,30.75,0.0,0.0,0.0,0.0006908552022650838,1252.6448974609375,0.0,192.90061950683594,42.90585708618164,56.26436996459961,71.68034362792969,1,2,1,12,10,1.3862943611198906,33.01250076293945,96.9124984741211,GlobalFungi,6
FMS24717v2,997.0,86.49973249206028,1292.439453125,257.4830145900594,11.49832820892334,0.0,0.0,88.0,0.0,0.0,0.0,12.0,0.0,463.0,2874.0,3675.0,0.5998680591583252,-0.7417598962783813,327.5,6.11978816986084,-1.9375,0.0,0.0,173.80267333984375,0.0,8278.5234375,3.0,199.4342498779297,53.588706970214844,166.89682006835938,47.349456787109375,1,2,1,27,4,2.1102132003465894,42.12916564941406,-73.25416564941406,GlobalFungi,10
GF4S02615b,825.0,90.51647929338333,543.847900390625,228.5,21.803348541259766,73.0,11.0,0.0,0.0,0.0,15.0,0.0,0.0,713.0,4220.0,1982.0,0.927375316619873,0.2296167016029358,18.5,1.1652109622955322,-1.125,0.0,0.048205237835645676,30.843555450439453,0.0,6364.0,17.0,200.0,64.76736450195312,59.25560760498047,61.490753173828125,1,0,1,27,4,1.791759469228055,53.087501525878906,13.979166984558105,GlobalFungi,1
GF4S19710b,728.0,60.466776562447286,715.7534790039062,212.5,34.70332336425781,42.0,0.0,22.0,0.0,0.0,0.0,36.0,0.0,1032.0,4702.0,2617.0,-0.19717255234718323,0.24123749136924744,47.0,0.922866940498352,-1.1875,0.0,0.11244262754917145,117.81439971923828,0.0,5116.82373046875,50.0,200.0,60.14216232299805,145.1334228515625,52.10356903076172,2,4,1,25,4,0.0,58.545833587646484,27.162500381469727,GlobalFungi,2
FMS17294v2,1532.0,137.5161686173408,506.5904235839844,307.48296808967245,42.00164794921875,55.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,867.0,1511.0,2734.0,0.07603010535240173,-0.9770358800888062,856.5,3.7950515747070312,-0.8125,0.0,0.0072622443549335,1.959822177886963,0.0,3658.480712890625,1.0,200.0,35.0595703125,13.438349723815918,77.34587097167969,1,2,1,27,12,2.4849066497880004,40.07083511352539,-2.9041666984558105,GlobalFungi,9
GF4S20909b,703.0,51.516485377342974,818.6419677734375,207.51648537734297,28.203323364257812,36.0,11.0,21.0,0.0,0.0,0.0,31.0,0.0,570.0,815.0,2116.0,0.07748293876647949,0.006617270410060883,227.0,4.011089324951172,3.25,0.0,0.0,88.88693237304688,0.0,5105.5166015625,16.0,199.9375,50.37096405029297,103.19296264648438,52.187232971191406,2,4,1,25,4,0.6931471805599453,57.545833587646484,26.945833206176758,GlobalFungi,3
GF3S04550a,687.0,47.48323462200278,654.5154418945312,211.48323462200278,30.4000244140625,47.0,7.0,0.0,0.0,0.0,0.0,46.0,0.0,1106.0,1271.0,2292.0,-0.1104324534535408,-0.70710688829422,76.5,0.595750093460083,0.1875,0.0,185.9063262939453,12.433422088623047,0.0,4017.4541015625,50.0,200.0,38.2666015625,68.08573150634766,54.98463821411133,1,2,1,26,6,1.9459101490553132,60.962501525878906,25.65416717529297,GlobalFungi,7
GF4S21095b,723.0,57.5,771.00830078125,212.5,30.801645278930664,45.0,0.0,23.0,0.0,0.0,0.0,32.0,0.0,514.0,1989.0,2549.0,-0.938579797744751,-0.09805744886398315,55.5,0.6103566288948059,0.1875,0.0,0.0,81.71182250976562,0.0,4625.26708984375,32.0,200.0,49.99176025390625,70.8458023071289,63.11611557006836,2,4,1,25,4,1.385544074480041,59.07083511352539,24.47916603088379,GlobalFungi,4
GF4S21770b,730.0,59.46677769910435,753.4764404296875,210.5,30.10002899169922,25.0,0.0,21.0,0.0,0.0,0.0,54.0,0.0,445.0,1031.0,3267.0,-0.673646092414856,-0.70710688829422,43.0,0.671915590763092,-0.1875,0.0,0.0,84.31786346435547,0.0,5752.056640625,50.0,200.0,53.245933532714844,110.30462646484375,61.16865539550781,2,4,1,25,4,0.0,59.02083206176758,24.27916717529297,GlobalFungi,5
GF3S00722a,1493.0001220703125,105.41732241620667,636.24853515625,264.45052148080185,53.38996505737305,0.0,0.0,0.0,0.0,51.0,0.0,0.0,35.0,317.0,1043.0,5643.0,-0.9983936548233032,0.04142796993255615,1710.0,9.580382347106934,3.4375,0.0,0.0,55.89529037475586,0.0,6299.0,1.0,197.68789672851562,45.22644805908203,42.03778839111328,65.86170196533203,1,2,1,23,12,1.5040773967762742,37.037498474121094,-2.9708333015441895,GlobalFungi,10
GF4S02545b,807.0,83.48328939400017,774.4581298828125,216.46683547221264,13.501701354980469,82.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,3415.0,3544.0,-0.9604928493499756,0.2539065480232239,301.0,2.393134117126465,-2.0625,0.0,0.7172858715057373,4.352711200714111,0.0,5868.0,1.0,200.0,23.392520904541016,31.2514705657959,67.9999008178711,1,0,1,27,4,2.590242178866575,51.02916717529297,10.512499809265137,GlobalFungi,6
FMS21755v2,804.0,77.49974310345158,812.5697021484375,207.49974310345158,14.0,38.0,3.0,26.0,0.0,0.0,0.0,32.0,0.0,416.0,2301.0,2927.0,-0.9460601806640625,-0.32398688793182373,414.5,2.7857325077056885,2.0625,0.0,0.0,181.0247039794922,0.0,6303.57763671875,1.0,200.0,26.082782745361328,51.16315841674805,55.62544250488281,2,0,1,5,4,1.252762968495368,51.27083206176758,10.3125,GlobalFungi,7
GF4T1581otu,1544.0,251.53319900255303,1090.7340087890625,328.53319900255303,53.299991607666016,86.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,404.0,403.0,3523.0,-0.014088918454945087,0.9274246692657471,197.0,2.486945390701294,-4.5,0.0,0.0,18.41048812866211,0.0,11611.4892578125,1.0,200.0,52.692893981933594,19.365434646606445,59.823673248291016,2,4,1,25,7,2.7724011884439546,-4.887499809265137,38.82083511352539,GlobalFungi,9
GF4S21992b,1393.0,178.34944438729514,2625.81298828125,244.34944438729514,61.594974517822266,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,404.0,4487.0,4250.0,-0.49492454528808594,-0.46599042415618896,1042.0,5.347029685974121,-10.75,0.0,0.0,150.44871520996094,0.0,18740.25,1.0,188.8426513671875,49.05329513549805,48.2062873840332,48.76089859008789,1,2,1,28,1,0.6931471805599453,-18.97916603088379,48.462501525878906,GlobalFungi,10
N1011,1302.0,150.48355248947354,1250.651611328125,306.4832729340005,18.10167121887207,67.0,0.0,0.0,0.0,0.0,13.0,20.0,0.0,1205.0,3442.0,1873.0,-0.3983287215232849,0.9172301292419434,277.5,1.573567271232605,0.375,0.0,3.504621744155884,12.740266799926758,0.0,8296.7998046875,1.0,200.0,30.278608322143555,20.265914916992188,57.098453521728516,1,2,0,12,4,1.6582280766035324,35.837501525878906,-83.9625015258789,GlobalFungi,8
GF4T1014otu,1355.0,256.4994857244823,2643.842529296875,328.48300792024224,72.69664764404297,20.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,264.0,-695.0,3976.0,0.12383206188678741,0.42557036876678467,107.0,2.645965576171875,0.5625,0.0,0.0,244.8641815185547,0.0,9845.9677734375,1.0,200.0,50.0052490234375,27.90205955505371,50.82615280151367,2,4,1,25,1,0.6931471805599453,4.495833396911621,9.995833396911621,GlobalFungi,1
GF4T1518otu,1063.0,-22.803948554682776,1142.04931640625,168.2804527211405,18.808353424072266,0.0,0.0,0.0,0.0,26.0,31.0,36.0,7.0,832.0,2441.0,2778.0,-0.46247369050979614,-0.827987790107727,3477.0,21.608123779296875,-12.625,0.0,0.0,58.52195739746094,0.677997887134552,2295.162841796875,1.0,190.29620361328125,55.57896423339844,118.55484771728516,50.65760803222656,2,4,1,25,5,0.0,39.12083435058594,-106.52916717529297,GlobalFungi,7
GF4S14669b,728.0,42.68355795955038,1261.00537109375,171.73375774554867,18.403348922729492,0.0,0.0,0.0,0.0,85.0,0.0,15.0,0.0,1210.0,2138.0,3336.0,0.9525671005249023,-0.09216690808534622,1264.5,9.021341323852539,1.75,0.0,0.0,153.14292907714844,0.0,6185.39990234375,1.0,150.6828155517578,48.022586822509766,137.72171020507812,45.219974517822266,1,2,1,29,4,0.0,48.74583435058594,13.920833587646484,GlobalFungi,9
GF4T834otu,1672.0,263.5167553020001,1232.6214599609375,359.5331891771887,79.203369140625,41.0,0.0,0.0,0.0,0.0,0.0,28.0,31.0,377.0,2916.0,4934.0,-0.5438528060913086,0.8274865746498108,325.0,2.7926769256591797,1.5,0.48304930329322815,0.8019528388977051,8.938311576843262,0.0,4675.0068359375,1.0,200.0,73.73924255371094,10.6832275390625,61.80047607421875,2,4,1,25,7,2.3977134512660645,8.454166412353516,4.662499904632568,GlobalFungi,10
GF4T1626otu,1495.0,180.44953629284046,599.5947875976562,286.4665444280017,68.5882797241211,4.0,6.0,0.0,0.0,0.0,28.0,4.0,10.0,1843.0,-599.0,1741.0,-0.9168987274169922,-0.35112258791923523,0.0,2.7967727184295654,-2.125,0.0,3.8248510360717773,0.0,0.0,5609.0,4.0,200.0,36.97394943237305,23.252077102661133,75.93514251708984,2,4,1,25,12,0.0,37.337501525878906,13.387499809265137,GlobalFungi,1
GF4S20599b,764.0,64.5,684.9166870117188,188.5167644020003,31.50167465209961,66.0,22.0,0.0,0.0,0.0,12.0,0.0,0.0,423.0,484.0,3111.0,-0.70710688829422,0.2561721205711365,15.0,0.1558241844177246,0.0625,0.0,0.03514927625656128,22.009599685668945,0.0,5615.7998046875,50.0,197.47531127929688,61.20433044433594,50.45976638793945,65.71236419677734,2,4,1,25,4,1.3862943611198906,58.65416717529297,23.620832443237305,GlobalFungi,10
GF4S20564b,738.0,60.5,690.1201782226562,213.5,33.001644134521484,43.0,0.0,9.0,0.0,9.0,22.0,0.0,0.0,889.0,3519.0,3040.0,0.22882410883903503,-0.23470555245876312,49.0,0.36828312277793884,-0.625,0.0,0.0,37.5006217956543,0.0,5524.17822265625,50.0,200.0,53.64170837402344,152.0996551513672,53.91611099243164,2,4,1,25,4,0.0,58.170833587646484,27.304166793823242,GlobalFungi,1
GF3S09234b,869.0,93.5,539.4983520507812,230.5,23.600000381469727,89.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,753.0,3665.0,2330.0,0.9896795749664307,0.00632863212376833,142.5,1.8099169731140137,2.0,0.0,3.8658573627471924,7.975822448730469,0.0,5584.45556640625,1.0,200.0,20.44659996032715,25.265371322631836,72.07742309570312,1,2,1,27,4,3.5336865647082343,51.62916564941406,11.704166412353516,GlobalFungi,2
GF4S12800b,936.0,72.51643673909702,913.6019287109375,250.5331680010967,13.600000381469727,0.0,0.0,73.0,0.0,2.0,0.0,20.0,0.0,741.0,1784.0,1527.0,0.058202922344207764,-0.12306419014930725,137.0,1.3306657075881958,1.0,0.0,0.5238316655158997,121.8656005859375,0.0,7134.39990234375,1.0,123.81117248535156,50.56288146972656,89.97872161865234,55.11027908325195,1,2,1,1,4,0.0,44.579166412353516,-76.32917022705078,GlobalFungi,3
GF4S14624b,719.0,52.5169875344188,1478.9639892578125,184.5504804944182,17.200000762939453,0.0,9.0,33.0,0.0,4.0,0.0,54.0,0.0,696.0,3277.0,2591.0,-0.21896009147167206,0.1907440423965454,1036.0,3.945986747741699,1.625,0.0,0.0,91.05741882324219,0.0,7641.90087890625,1.0,177.93017578125,47.77461624145508,100.86239624023438,48.76774978637695,1,2,1,29,4,0.0,48.92916488647461,13.637499809265137,GlobalFungi,4
GF4S20067b,707.0,57.53294186762588,706.4155883789062,193.5,31.601675033569336,0.0,0.0,14.0,0.0,0.0,0.0,86.0,0.0,758.0,2150.0,1913.0,0.6095961928367615,-0.3138566315174103,29.5,1.0525848865509033,-1.5625,0.0,0.0,103.3331527709961,0.0,5657.140625,22.0,177.94430541992188,62.27549362182617,96.27344512939453,53.06666564941406,2,4,1,25,4,0.6931471805599453,59.39583206176758,24.287500381469727,GlobalFungi,5
FMS05349v3,1464.0,145.5,746.1884765625,306.5,93.00167846679688,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1239.0,1308.0,1947.0,0.780868411064148,-0.11043276637792587,41.0,0.25161850452423096,0.25,0.0,129.1392364501953,0.988444447517395,0.0,3657.098388671875,50.0,200.0,29.583520889282227,11.355277061462402,75.84998321533203,1,2,0,12,4,1.3862943611198906,35.00416564941406,116.99583435058594,GlobalFungi,6
FMS16BI1576v2,2326.0,272.53380091066515,1406.85791015625,369.53352001600433,107.10002899169922,0.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,1158.0,2203.0,2404.0,0.5295052528381348,0.46638911962509155,85.5,2.635636806488037,-6.75,2.2506144046783447,0.0,31.025243759155273,0.0,3418.89697265625,1.0,150.32655334472656,62.45677947998047,19.916532516479492,60.33552551269531,2,2,1,5,7,1.0986122886681098,-13.520833015441895,132.45416259765625,GlobalFungi,1
GF4T364otu,1436.0,151.38352238198877,917.6832885742188,226.40002639599425,71.29331970214844,16.0,0.0,0.0,53.0,8.0,0.0,8.0,16.0,479.0,2841.0,3424.0,-0.8876001834869385,0.3341025710105896,1641.5,24.799802780151367,26.6875,0.0,1.7654727697372437,161.4076385498047,0.0,14379.685546875,1.0,169.16993713378906,49.48873519897461,68.55973052978516,62.66062545776367,2,4,1,25,4,1.3862943611198906,27.64583396911621,89.8125,GlobalFungi,7
FMS17244v2,1067.0,-0.4835476436457024,313.1195373535156,248.5326234310638,119.90167236328125,30.0,20.0,0.0,0.0,0.0,50.0,0.0,0.0,405.0,2500.0,5206.0,-0.5281593203544617,-0.8174790740013123,734.5,2.712350845336914,2.5,0.0,0.0,0.0,0.005290206056088209,2047.4964599609375,1.0,191.04298400878906,43.60158920288086,31.041593551635742,78.01947784423828,1,2,1,27,8,4.143134726391533,49.52916717529297,117.27083587646484,GlobalFungi,7
GF4S21060b,723.0,53.5,674.8615112304688,208.5,37.801673889160156,75.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,673.0,2524.0,1975.0,0.17222729325294495,-0.806763768196106,86.0,0.42152896523475647,-0.25,0.0,11.20559310913086,33.09724426269531,0.0,4012.800048828125,49.0,200.0,49.80072021484375,57.12491226196289,65.3351821899414,2,4,1,25,4,2.8900939881680254,59.30416488647461,26.454166412353516,GlobalFungi,8
