Mean_R2,StDev_R2,Mean_RMSE,StDev_RMSE,Mean_MAE,StDev_MAE,cName
0.5998819039112464,0.050778926254231395,1.0522963482717071,0.039141181721520174,0.7638421221613656,0.03621748075263497,ECM_diversity_rf_VPS7_LP2_REGRESSION
0.5996174079750749,0.04561856375788621,1.0530788150950434,0.03102223189128707,0.7697721738950117,0.03231972112061053,ECM_diversity_rf_VPS5_LP2_REGRESSION
0.5990030236859962,0.048129899754494346,1.0538532324511483,0.03736792952357698,0.7663719559530641,0.03682247329272255,ECM_diversity_rf_VPS6_LP2_REGRESSION
0.5985409075449422,0.047863231873422396,1.0544665406132727,0.036541290517401556,0.7659128249713701,0.03561927450891252,ECM_diversity_rf_VPS7_LP3_REGRESSION
0.5970858608584189,0.046768923374385055,1.0564805465460865,0.03488298766296608,0.7701889618174533,0.034909544312691936,ECM_diversity_rf_VPS6_LP3_REGRESSION
0.5952774595324871,0.04755563299857791,1.058970446946474,0.038901359045935724,0.7699115528017026,0.03627750301087321,ECM_diversity_rf_VPS7_LP4_REGRESSION
0.5943375620091788,0.04647836040478075,1.0601125245070842,0.03373524716391775,0.7767362501894028,0.035922184480665205,ECM_diversity_rf_VPS5_LP3_REGRESSION
0.5939203354277979,0.044178265651467735,1.0607226252544577,0.029558571451494473,0.7812623484109006,0.03426827085290575,ECM_diversity_rf_VPS4_LP2_REGRESSION
0.5920162983137066,0.04546503238772677,1.0634025108358138,0.03578690220283069,0.7751138871189328,0.034732691362668086,ECM_diversity_rf_VPS6_LP4_REGRESSION
0.5918766515906264,0.04755282605537906,1.063349407407456,0.03684882593004556,0.7745110459975494,0.03450887021526443,ECM_diversity_rf_VPS7_LP5_REGRESSION
0.5901429053679731,0.04342407852736856,1.0659642420674047,0.032223239802686786,0.7847124251222034,0.03346497182310868,ECM_diversity_rf_VPS4_LP3_REGRESSION
0.5895720832901878,0.047704322497168515,1.0664477258349196,0.03806514614594812,0.7777223856150111,0.03451856531421918,ECM_diversity_rf_VPS7_LP6_REGRESSION
0.5893162607026949,0.04628549450203314,1.0669469876300812,0.03666421449895673,0.7784031098362484,0.03431086650231251,ECM_diversity_rf_VPS6_LP5_REGRESSION
0.5890376036789204,0.04387457619657303,1.0674382800345261,0.033498984116946046,0.7823202816259032,0.033824265285223205,ECM_diversity_rf_VPS5_LP4_REGRESSION
0.5879297115297571,0.041321037706656426,1.068846913003291,0.025670357153210057,0.7932156523472023,0.03130189983273936,ECM_diversity_rf_VPS3_LP2_REGRESSION
0.5868065181338632,0.046369324757745356,1.0703214046660263,0.03937399424903685,0.7806121367131155,0.03478430995960707,ECM_diversity_rf_VPS7_LP7_REGRESSION
0.5856115086039526,0.04557621448168537,1.0717903306126408,0.034760103822667456,0.7847961673787196,0.03409897490012013,ECM_diversity_rf_VPS6_LP6_REGRESSION
0.5850987570309136,0.0443211681397349,1.0725784867948194,0.03382547268715075,0.7872102977068832,0.03267665593722102,ECM_diversity_rf_VPS5_LP5_REGRESSION
0.5842434532224742,0.042319961927558755,1.0737724888367055,0.031101862994197278,0.792168886214886,0.034016724366236206,ECM_diversity_rf_VPS4_LP4_REGRESSION
0.5837047579309809,0.04440728284467907,1.0743582155874305,0.0337907341258733,0.7868640230115876,0.03245123989772056,ECM_diversity_rf_VPS6_LP7_REGRESSION
0.5829653560328966,0.04291056126596133,1.0754869354710173,0.03203736404789832,0.7910542290506739,0.03190646586608153,ECM_diversity_rf_VPS5_LP6_REGRESSION
0.5814234987321447,0.04036043992949359,1.0775561728303618,0.027086689524212944,0.8014760380398431,0.031049342979531342,ECM_diversity_rf_VPS3_LP3_REGRESSION
0.5797214824309485,0.04276396199805478,1.079745065308911,0.03295684300861891,0.7954188456961592,0.031635260082206004,ECM_diversity_rf_VPS5_LP7_REGRESSION
0.5796082295547368,0.04118016480188636,1.0800066894228368,0.031717103980228666,0.7988132213817275,0.032567095378655,ECM_diversity_rf_VPS4_LP5_REGRESSION
0.576222998077322,0.03856291495872264,1.0845116256908942,0.026891355301894956,0.8088311036521325,0.029219489110600638,ECM_diversity_rf_VPS3_LP4_REGRESSION
0.5750380830366051,0.043747850055302656,1.0856740386433361,0.03334017070359383,0.8050628991583121,0.031336477159733214,ECM_diversity_rf_VPS4_LP6_REGRESSION
0.5719007726334211,0.04129489773861741,1.0901118968212113,0.03440875258538489,0.808919776937367,0.03147845505353643,ECM_diversity_rf_VPS4_LP7_REGRESSION
0.5702392303548672,0.04069393836830813,1.0921633715673287,0.03159951822067282,0.8165830335495716,0.030227081000641514,ECM_diversity_rf_VPS3_LP5_REGRESSION
0.5678700876541285,0.04097729095890473,1.0951431873165618,0.030260114148684424,0.8216826263721586,0.03539848439757738,ECM_diversity_rf_VPS2_LP2_REGRESSION
0.5655311841458852,0.04066352766355046,1.0984040914928506,0.034686656550267723,0.8227349972524121,0.028925637151589835,ECM_diversity_rf_VPS3_LP6_REGRESSION
0.5610089761683662,0.039750511460608595,1.104062543439485,0.0310481543558666,0.8308327417880802,0.032388793291378,ECM_diversity_rf_VPS2_LP3_REGRESSION
0.559386537128924,0.03992262357755141,1.1062711730483286,0.03401201853524352,0.8293781458687863,0.029944920557986768,ECM_diversity_rf_VPS3_LP7_REGRESSION
0.5530515787238064,0.04039661588435463,1.1141584929072743,0.03364564425657486,0.8402416493376998,0.03242876773121209,ECM_diversity_rf_VPS2_LP4_REGRESSION
0.5460360105849114,0.03763430893140177,1.1232571213306477,0.03342574778950511,0.8487504346594106,0.030785910327143333,ECM_diversity_rf_VPS2_LP5_REGRESSION
0.5389290920024717,0.03696624641151003,1.1324492909112638,0.038087611105482866,0.8566881715922143,0.03190352546853498,ECM_diversity_rf_VPS2_LP6_REGRESSION
0.5316348964813955,0.03722209984586193,1.1414681058185536,0.03934158123697334,0.8651262635665166,0.03314807983962776,ECM_diversity_rf_VPS2_LP7_REGRESSION
