,StDev_MAE,cName,Mean_MAE,Mean_R2,Mean_RMSE,StDev_RMSE,StDev_R2
0,0.09034929941485594,Funneliformis_rf_VPS2_LP4,0.39509315289083957,0.17568673932507034,1.6427946541088663,0.923824087948934,0.14677248296443865
1,0.0890433342166292,Funneliformis_rf_VPS2_LP6,0.3988649160906995,0.17470807079025447,1.6513261704757831,0.9312191575528164,0.13210117686819448
2,0.08972978028930863,Funneliformis_rf_VPS2_LP5,0.39664445335199117,0.1739151335337325,1.6477750404804488,0.9267874214370807,0.1366914323539071
3,0.08894676396770916,Funneliformis_rf_VPS2_LP7,0.3999967280310438,0.1735851171761357,1.654406603279948,0.9330172548537693,0.1253368755466141
4,0.08845122895567947,Funneliformis_rf_VPS3_LP6,0.394195294842029,0.16966268966313874,1.6455099523367658,0.9250987743856031,0.1633312698380164
5,0.08881501964012872,Funneliformis_rf_VPS3_LP5,0.39204563296246886,0.16966225433791476,1.6406544266872056,0.9199605762999458,0.17144640416662535
6,0.08831991046323799,Funneliformis_rf_VPS3_LP7,0.39593398134329105,0.16784387030824127,1.648081360100801,0.9257838150611682,0.15623635115101112
7,0.08857072395165769,Funneliformis_rf_VPS3_LP4,0.3923989912527373,0.16435775022308122,1.639042096181332,0.9155433194448576,0.1826907204103321
8,0.08892644379100371,Funneliformis_rf_VPS4_LP6,0.39324276852170964,0.16375579482251917,1.6456197614607142,0.9227747171668024,0.17201906641159226
9,0.08911847709897203,Funneliformis_rf_VPS4_LP7,0.39493901756859834,0.16177469716398907,1.6508368389424213,0.9267730798017751,0.16493188312913942
