,lower,mean,upper,latitude
0,,,,-60.0
0,,,,-59.0
0,,,,-58.0
0,0.16052399575710297,0.21186072341466355,0.2764989137649536,-57.0
0,0.15966157615184784,0.22518881561094625,0.3149792104959488,-56.0
0,0.15675457673413412,0.21934395393711412,0.31503891199827194,-55.0
0,0.13339440822601317,0.1994239141036196,0.3085739016532898,-54.0
0,0.10658176722271102,0.18372360170119648,0.2898256331682205,-53.0
0,0.09082632903989993,0.16454989653739202,0.26899435619513196,-52.0
0,0.07476525910590824,0.1360092349117864,0.257280695438385,-51.0
0,0.06530620157718658,0.12951356707483597,0.2549552594621976,-50.0
0,0.04998961463570595,0.12566740798169573,0.26460652947425845,-49.0
0,0.04798009480113414,0.131013089278038,0.2688242018222809,-48.0
0,0.0478591065091843,0.15375700682322474,0.2801937162876129,-47.0
0,0.044008950332125416,0.15365260222075952,0.2920593708753586,-46.0
0,0.0420955760842737,0.14083972165478623,0.2975419133901596,-45.0
0,0.04209787868287252,0.14557240740887484,0.2975306442150703,-44.0
0,0.04396611061620425,0.15770922480076038,0.30967860330234875,-43.0
0,0.046064101109680324,0.13966008833748228,0.3213903605937958,-42.0
0,0.04413272498115416,0.11745682174639968,0.32898924748102826,-41.0
0,0.044039367740854214,0.11722439350190596,0.3254005789756775,-40.0
0,0.04402180269287138,0.12006401043312506,0.3071793019771576,-39.0
0,0.04402891839067685,0.11363380589802424,0.29788943007588387,-38.0
0,0.042007346327106156,0.10085538555265659,0.2882676395502957,-37.0
0,0.042074515378659534,0.09709856636772965,0.2702672210606662,-36.0
0,0.040102478622119554,0.09731435881934716,0.2528556395660747,-35.0
0,0.03774993565320125,0.09523497526194873,0.24807010750685418,-34.0
0,0.03770436479308217,0.08590113111022622,0.2323019449648104,-33.0
0,0.03621315998427662,0.0766887828303786,0.21602367481281018,-32.0
0,0.03428490819160973,0.0725139514365077,0.21391290106943675,-31.0
0,0.03426753715006474,0.07271283277716216,0.21596455574035645,-30.0
0,0.03432332108648519,0.07502495934627071,0.20814530178904533,-29.0
0,0.03426318614589936,0.07915489784907231,0.21177389650117784,-28.0
