,StDev_MAE,cName,Mean_MAE,Mean_R2,Mean_RMSE,StDev_RMSE,StDev_R2
0,1.4129880407396225,myco_diversity_rf_VPS5_LP6,29.57213644283353,0.23048436312990458,57.02691735493941,6.855591977647854,0.06077846592191176
1,1.3988294816848554,myco_diversity_rf_VPS5_LP5,29.546133511456514,0.22922004820986192,57.03357531874823,6.740491990054883,0.06428274704758814
2,1.4406543577086997,myco_diversity_rf_VPS7_LP7,29.547916611596428,0.22911473154548162,57.06965306773982,6.849153798859434,0.062531021041945
3,1.3540967117831304,myco_diversity_rf_VPS4_LP5,29.64897844017248,0.22882789278678603,57.05830898110053,6.792396915123629,0.06482927123868513
4,1.4654585816358772,myco_diversity_rf_VPS6_LP5,29.429991637088087,0.22844450975227204,57.061531502675045,6.76325596941504,0.06646334671781798
5,1.367311227493964,myco_diversity_rf_VPS5_LP7,29.663633703253737,0.22787744013040506,57.124128324689046,6.85416209729339,0.05950503448520404
6,1.4430069189869992,myco_diversity_rf_VPS7_LP6,29.51430725166759,0.22727474804633796,57.11421032200258,6.757450657604018,0.06283458969185697
7,1.47175501805144,myco_diversity_rf_VPS6_LP7,29.59252600374804,0.22662092455975716,57.19643233890498,6.959999755619519,0.059819891703516606
8,1.3295461002357265,myco_diversity_rf_VPS5_LP4,29.539157562285546,0.2264730447521993,57.0482871580049,6.485629495976276,0.07213099009200898
9,1.433193793286109,myco_diversity_rf_VPS6_LP6,29.584699093651608,0.2259702302030921,57.16978217698438,6.796615526257428,0.06349741439879206
