Mean_R2,StDev_R2,Mean_RMSE,StDev_RMSE,Mean_MAE,StDev_MAE,cName
0.5221845291076592,0.07652707906663139,1949.647775905146,613.2434965667121,319.8848486538343,71.22298150735254,ECM_diversity_rf_VPS7_LP6
0.5217571800502141,0.07886261117879592,1951.2930251502112,616.111321843696,320.71549817409056,71.78959954441389,ECM_diversity_rf_VPS6_LP6
0.5216107946186794,0.07672187240063748,1957.1954959327418,627.4780116685064,332.5308175515158,75.43739575589991,ECM_diversity_rf_VPS3_LP7
0.5215990714018378,0.07825425813294833,1954.2827356260698,621.769416287361,329.04886919485546,74.85664398867061,ECM_diversity_rf_VPS3_LP6
0.5205833595823932,0.07856903183933742,1954.3451823752393,618.0888895116975,323.13180529536726,73.73614521638984,ECM_diversity_rf_VPS5_LP6
0.5205487587245949,0.07697273239770372,1956.3638642962003,621.5563430033528,329.2992580862852,74.73914784395772,ECM_diversity_rf_VPS4_LP7
0.5203843516824784,0.07767449516430333,1954.8317945718381,618.0960464683534,323.84306929063206,71.01579282651973,ECM_diversity_rf_VPS7_LP7
0.5201402745079892,0.07908262373689345,1958.4669542377435,625.6108509409944,326.65653955812286,74.32413086066637,ECM_diversity_rf_VPS5_LP7
0.5194616737156592,0.07838624100502974,1956.0560810498841,617.4943385929213,325.53156745764954,74.33039487633167,ECM_diversity_rf_VPS4_LP6
0.5193603546213424,0.07880951400595802,1957.3708205327468,619.957448585187,333.2236398914571,75.01136137594735,ECM_diversity_rf_VPS2_LP5
0.5188589504920087,0.08579474749010792,1954.0992077339768,613.8825020817342,319.5225729615059,73.39249259208759,ECM_diversity_rf_VPS5_LP5
0.5187802582867883,0.07881981690571264,1959.915928530174,623.439583503433,325.9098710681819,72.82511613407509,ECM_diversity_rf_VPS6_LP7
0.5186424374522403,0.0846990961482166,1954.8066094962405,613.7851210967567,321.2936199236372,73.91361853724835,ECM_diversity_rf_VPS4_LP5
0.5185783667368662,0.08533555625937625,1953.91006849221,612.3595937163652,318.2709374209579,71.64483821554158,ECM_diversity_rf_VPS6_LP5
0.518308246658995,0.08592477606312454,1958.5704777073415,621.3742232022978,324.894597495075,74.38989828122949,ECM_diversity_rf_VPS3_LP5
0.51766643093844,0.08437188251016317,1954.6630949258008,609.8898192134586,316.8799359144906,71.4802082101525,ECM_diversity_rf_VPS7_LP5
0.5172862356868847,0.07669857591974959,1964.463711151639,626.4433984995377,337.7954680795945,75.34080098629458,ECM_diversity_rf_VPS2_LP6
0.5150689946107319,0.07765282795286317,1970.9052210028856,632.1974466013171,342.3136862973041,76.39401036122092,ECM_diversity_rf_VPS2_LP7
0.514982977702642,0.08935153171090672,1964.005714212788,621.4513693429976,328.6317752764753,75.69815338095215,ECM_diversity_rf_VPS2_LP4
0.5129974976318088,0.09846568634072839,1963.951609312105,617.9322451318453,316.29160846965306,73.81314517921214,ECM_diversity_rf_VPS5_LP4
0.5108820616054974,0.1005820474719687,1969.523480933671,622.8941523596532,321.2095785143489,75.87117878667799,ECM_diversity_rf_VPS3_LP4
0.5101069650495604,0.10204438538918148,1969.0076558625317,619.5599022713691,318.4825486474675,75.62595607691705,ECM_diversity_rf_VPS4_LP4
0.5096680510636091,0.10209144988081509,1969.2442094708183,618.4589992624077,316.2773618703974,73.0713542269927,ECM_diversity_rf_VPS6_LP4
0.5076376201458973,0.10300905701113396,1972.9736905371803,618.8729067969607,315.4703625532353,73.12591535652382,ECM_diversity_rf_VPS7_LP4
