,lower,mean,upper,latitude
0,0.04010647329955529,0.14435181250235576,0.3056333144100345,-27.0
0,0.04510215355990232,0.14676921496369544,0.31448409391774074,-26.0
0,0.04908299489552271,0.15162528848648102,0.3299590453325984,-25.0
0,0.04910286471799568,0.15785470179975922,0.34183834131919977,-24.0
0,0.049021511730944614,0.16648872298792758,0.3650959902339511,-23.0
0,0.04894933653812782,0.1700189296065121,0.3691417989207477,-22.0
0,0.04903207931848087,0.16897243512214252,0.3338687894708019,-21.0
0,0.05291906992594401,0.17200838208478805,0.3261824565775254,-20.0
0,0.056686481427961746,0.17741246303932628,0.35760664608743453,-19.0
0,0.06455556061360743,0.1841866909324967,0.38032691375068994,-18.0
0,0.06838720700015193,0.19183309567337936,0.3806990412995219,-17.0
0,0.07220916005392228,0.19639981907673387,0.3654034422791522,-16.0
0,0.08000621690668842,0.20201507309710484,0.35717663168907166,-15.0
0,0.10731321837632887,0.20512240276038535,0.34543766719954355,-14.0
0,0.11631099095470027,0.20095521368696276,0.29961015329216467,-13.0
0,0.119106521443376,0.2029393145749484,0.3064402098005468,-12.0
0,0.1271563244654852,0.21802005954390194,0.4237465514586522,-11.0
0,0.13477529683765374,0.2371269791897526,0.47060507759451864,-10.0
0,0.13874164118309212,0.2585788288228985,0.5054900004313543,-9.0
0,0.14670969895694566,0.28578344569254066,0.6032816876064647,-8.0
0,0.15051340526252083,0.3112611475522433,0.6976544188730645,-7.0
0,0.1503184918963581,0.32656468213612094,0.693014397703368,-6.0
0,0.15438825664195147,0.32296526411245696,0.6231173199992026,-5.0
0,0.15037427667309256,0.3223927702410069,0.5564929090795063,-4.0
0,0.1465684784608975,0.3364613794653021,0.5489094628477996,-3.0
0,0.13465332577103062,0.34800016029496966,0.5760112210761669,-2.0
0,0.10336199693255506,0.3369308625611536,0.5722554081525558,-1.0
0,0.09562490994208737,0.3086708852443931,0.5214813960923089,0.0
0,0.09198686204451535,0.28557273990074294,0.49788724346594376,1.0
0,0.07635634747289476,0.2604328895082805,0.4707497037806601,2.0
0,0.060579291754094516,0.23961668899572044,0.4396464800348087,3.0
0,0.060571494540001485,0.225457435291945,0.4314248243043589,4.0
0,0.05269365892584982,0.21080145377340836,0.4083818153788646,5.0
0,0.05648706192046069,0.19780278507622934,0.38070313009348783,6.0
0,0.060532393981702626,0.18548465368281603,0.34955115685096155,7.0
0,0.05656753249303268,0.17369097107156942,0.3183663621544838,8.0
0,0.06156457047308645,0.16290166826449354,0.3018669806144856,9.0
0,0.053749970098336534,0.15021373757454037,0.307676257358657,10.0
0,0.04202130277683626,0.1340533943307272,0.3096784722805023,11.0
0,0.038130708370238436,0.11852146632903962,0.30177268261710805,12.0
0,0.03759608495732851,0.10884800732010771,0.2987580206245184,13.0
0,0.03344624513198459,0.10998421956338351,0.3102885237399568,14.0
0,0.03350447295529019,0.11723703662327795,0.30226728904481026,15.0
0,0.033501334710542216,0.12942113725917476,0.2947800496350164,16.0
0,0.029697538648023564,0.14718018971298455,0.31432959735393523,17.0
0,0.02967092711995873,0.15894658063228043,0.3221896832639521,18.0
0,0.03217677042839375,0.16064494311399533,0.2977202080544971,19.0
0,0.038144869108994804,0.15998225648133751,0.29770939764769183,20.0
0,0.042014792519673876,0.1678675851427296,0.3153385923189275,21.0
0,0.0331045122121472,0.17174714182665698,0.32598047256469725,22.0
