,lower,mean,upper,latitude
0,0.04265403002500534,0.1941887333277048,0.6018957495689392,22.0
0,0.014218009077012539,0.19626009119721913,0.5971564054489136,23.0
0,0.014218009077012539,0.19705936780550096,0.549763023853302,24.0
0,0.02369668334722519,0.1978736954674235,0.5308057069778442,25.0
0,0.05213269963860512,0.19795855756022104,0.5118483304977417,26.0
0,0.056872036308050156,0.193089308976416,0.4739336371421814,27.0
0,0.061611372977495193,0.18558677314618904,0.43127962946891785,28.0
0,0.07109005004167557,0.18370154750615258,0.3886255919933319,29.0
0,0.08056872338056564,0.18553843321033112,0.3886255919933319,30.0
0,0.08530806005001068,0.18960888328422357,0.4028435945510864,31.0
0,0.09004739671945572,0.19355870978869172,0.4123222827911377,32.0
0,0.04265403002500534,0.19457559518046105,0.3838862478733063,33.0
0,0.08530806005001068,0.19406491147814953,0.3412322402000427,34.0
0,0.09004739671945572,0.19593457602849593,0.31753554940223694,35.0
0,0.009478673338890076,0.19539624493966004,0.3222748935222626,36.0
0,0.004739336669445038,0.19428392643484163,0.3270142078399658,37.0
0,0.004739336669445038,0.1960076312249233,0.3222748935222626,38.0
0,0.01895734667778015,0.20072953977069682,0.31753554940223694,39.0
0,0.056872036308050156,0.20732893514843329,0.3270142078399658,40.0
0,0.009478673338890076,0.21286122299991186,0.33175355195999146,41.0
0,0.009478673338890076,0.21730994338484813,0.3270142078399658,42.0
0,0.009478673338890076,0.2170483424296425,0.31753554940223694,43.0
0,0.014218009077012539,0.21442298794051112,0.3222748935222626,44.0
0,0.014218009077012539,0.21375232889737686,0.3270142078399658,45.0
0,0.0379146933555603,0.21523316609342627,0.31753554940223694,46.0
0,0.04265403002500534,0.21672163025830996,0.3127962052822113,47.0
0,0.04265403002500534,0.21731180652879056,0.30805686116218567,48.0
0,0.04739336669445038,0.21722972494832485,0.2985782027244568,49.0
0,0.10900473594665527,0.21617558373233217,0.2985782027244568,50.0
0,0.0995260700583458,0.21258683334141534,0.29383885860443115,51.0
0,0.028436018154025078,0.20658937862565538,0.27962085604667664,52.0
0,0.02369668334722519,0.19993519208016397,0.274881511926651,53.0
0,0.01895734667778015,0.19414686438996628,0.274881511926651,54.0
0,0.01895734667778015,0.18969399941783815,0.2654028534889221,55.0
0,0.01895734667778015,0.18343998076891138,0.25592416524887085,56.0
0,0.02369668334722519,0.1770548203484599,0.24170616269111633,57.0
0,0.01895734667778015,0.170065071362231,0.23222748935222626,58.0
0,0.01895734667778015,0.1613962337127364,0.21800947189331055,59.0
0,0.01895734667778015,0.1537316122215119,0.20853079855442047,60.0
0,0.014218009077012539,0.14534041362975156,0.1990521401166916,61.0
0,0.014218009077012539,0.13533695262321307,0.19431279599666595,62.0
0,0.014218009077012539,0.12435924091235653,0.18009479343891144,63.0
0,0.014218009077012539,0.1137411995560698,0.17061612010002136,64.0
0,0.009478673338890076,0.10603544113591531,0.1611374467611313,65.0
0,0.009478673338890076,0.10072911392224805,0.15639810264110565,66.0
0,0.004739336669445038,0.09310076606171759,0.14691942930221558,67.0
0,0.004739336669445038,0.08196545639781201,0.1374407559633255,68.0
0,0.004739336669445038,0.07028956221958038,0.12322274595499039,69.0
0,0.004739336669445038,0.05845783039123718,0.11374407261610031,70.0
0,0.004739336669445038,0.04775461727660135,0.0995260700583458,71.0
0,0.004739336669445038,0.0388079869626746,0.08530806005001068,72.0
0,0.004739336669445038,0.02963301380504811,0.07109005004167557,73.0
0,0.004739336669445038,0.02371580016382047,0.04739336669445038,74.0
0,0.004739336669445038,0.021907426782114228,0.04265403002500534,75.0
0,0.004739336669445038,0.018688241031284848,0.0379146933555603,76.0
0,0.004739336669445038,0.015978267583492176,0.033175356686115265,77.0
0,0.004739336669445038,0.015266938486317607,0.033175356686115265,78.0
0,0.004739336669445038,0.01686125491288611,0.033175356686115265,79.0
0,0.004739336669445038,0.02168691132682485,0.033175356686115265,80.0
