Mean_R2_Random,Mean_R2_Spatial,Mean_MAE_Random,StDev_R2_Spatial,Mean_MAE_Spatial,Mean_RMSE_Spatial,StDev_MAE_Spatial,StDev_RMSE_Random,Mean_RMSE_Random,cName,StDev_R2_Random,StDev_MAE_Random,StDev_RMSE_Spatial
0.6595508776163612,-0.5465161859233126,0.4013941324562933,2.334990426504223,0.6398689854542655,0.8014951103291875,0.10649609720126489,0.021657522912963693,0.5440734303417659,rwr_rf_VPS4_LP6_REGRESSION,0.025540326764637376,0.019493656914092845,0.13723710668715886
0.6436027956063584,-0.6323995707565688,0.4147290318416649,2.5678249088912533,0.6488012889604478,0.8086392626441032,0.10492404034432928,0.023872936203339624,0.5568146218296393,rwr_rf_VPS4_LP12_REGRESSION,0.026696023022060866,0.020156559214359288,0.13043662621828434
0.6537391517446529,-0.6431197844279337,0.4061507667908632,2.6130618937314667,0.6462584182266526,0.8072471159363958,0.10719226820856649,0.022591933839805553,0.5487381168847258,rwr_rf_VPS4_LP8_REGRESSION,0.026230985966883256,0.01984247210514126,0.13308895459224218
0.664326727365329,-0.6570465730961116,0.39805778314950324,2.6336703477608077,0.6480685846925099,0.8087005297248027,0.10297101742678719,0.02036484988100397,0.5401829238214049,rwr_rf_VPS4_LP4_REGRESSION,0.024795704575254728,0.019108284127003446,0.13310559889461476
0.6679847888775632,-0.6779881783023464,0.3946831099183938,2.72305264023417,0.6451941248767248,0.8068331050077585,0.10911380079378936,0.020357607523917635,0.5371929955724565,rwr_rf_VPS4_LP2_REGRESSION,0.025414124361683593,0.019500755261445558,0.1375084469844936
0.6482512044214587,-0.6905775005810492,0.4106155285214387,2.7439966316280575,0.6498632914139258,0.8097735765070462,0.10637127265684532,0.022897268361201446,0.5530756526165373,rwr_rf_VPS4_LP10_REGRESSION,0.026777816154163345,0.019895321554424236,0.1320513755230733
0.6585336360536014,-0.7217315980843282,0.4004955072250535,2.780372635174276,0.6572403641131574,0.818303255019359,0.11335896993943397,0.0224474973243968,0.5448409278669409,rwr_rf_VPS8_LP10_REGRESSION,0.027272092485389712,0.019446866006875056,0.1388999953390249
0.6547474715721856,-0.7390206304520786,0.40359762912989555,2.8333061876352277,0.658657512704086,0.8197761714552171,0.11354940650687803,0.022810842241442416,0.5478894760204023,rwr_rf_VPS8_LP12_REGRESSION,0.027262984829183046,0.019719397335512145,0.13821048705046496
0.6600153391047335,-0.7555604857953645,0.399905016933494,2.895996431956492,0.6561442190157842,0.8170364624498015,0.10990244221021007,0.021811935076070915,0.5436249012338409,rwr_rf_VPS6_LP8_REGRESSION,0.02693810330259312,0.019557783136528614,0.1338899128701231
0.6523538214864989,-0.7596371224927445,0.4064967263278622,2.9162014913262526,0.6566030737346411,0.8175434340630724,0.11335490761691866,0.0229070332324532,0.5497814157396949,rwr_rf_VPS6_LP12_REGRESSION,0.027559088518648786,0.01951271328513452,0.13563979683712116
