Mean_R2,StDev_R2,Mean_RMSE,StDev_RMSE,Mean_MAE,StDev_MAE,cName
0.1710917491707248,0.1512296472269087,0.17559067334348627,0.033540670131703365,0.03083208456521889,0.012130498771232255,ECM_diversity_rf_VPS3_LP5
0.1710917491707248,0.1512296472269087,0.17559067334348627,0.033540670131703365,0.03083208456521889,0.012130498771232255,ECM_diversity_rf_VPS4_LP6
0.1710917491707248,0.1512296472269087,0.17559067334348627,0.033540670131703365,0.03083208456521889,0.012130498771232255,ECM_diversity_rf_VPS5_LP6
0.15056543338125108,0.16229565341212898,0.177044923897974,0.03241348169307211,0.0313449050780394,0.011786942087650657,ECM_diversity_rf_VPS4_LP5
0.15002507491881895,0.15167631246344732,0.17845097165178836,0.03555924712382751,0.03184474928346736,0.01287214561429722,ECM_diversity_rf_VPS3_LP6
0.13752489284071068,0.13899879278927965,0.17850221229179575,0.031191325475729722,0.03186303979306531,0.011416807598309393,ECM_diversity_rf_VPS5_LP5
0.13391630237041796,0.23939551993864397,0.1770213275112535,0.032366568209492935,0.03133655039384646,0.011782971452977914,ECM_diversity_rf_VPS3_LP4
0.1338879242563223,0.21912275172043763,0.1770953747990183,0.030331681856183554,0.031362771775204766,0.011357976092257298,ECM_diversity_rf_VPS5_LP4
0.10365964461376032,0.20009446467976497,0.1799627739353042,0.028438085682142525,0.03238660000248939,0.010765361646154114,ECM_diversity_rf_VPS4_LP4
0.10203386657150178,0.11553315586588027,0.1841252056638477,0.03605541240619672,0.033902091360754213,0.01339197693803259,ECM_diversity_rf_VPS2_LP4
0.10203386657150178,0.11553315586588027,0.1841252056638477,0.03605541240619672,0.033902091360754213,0.01339197693803259,ECM_diversity_rf_VPS2_LP5
0.044914116168172966,0.10870382097598211,0.18957366177718238,0.03571612677555994,0.035938173239609544,0.013290805846340743,ECM_diversity_rf_VPS2_LP6
