Mean_R2_Random,Mean_R2_Spatial,Mean_MAE_Random,StDev_R2_Spatial,Mean_MAE_Spatial,Mean_RMSE_Spatial,StDev_MAE_Spatial,StDev_RMSE_Random,Mean_RMSE_Random,cName,StDev_R2_Random,StDev_MAE_Random,StDev_RMSE_Spatial
0.6152525554690234,0.27367604633488285,0.303388841606883,0.16661304963116194,0.4876721214112303,0.6412231416526268,0.04011982600991677,0.013095785391398196,0.47452924428554694,rwr_rf_VPS12_LP10_REGRESSION,0.01337019246992482,0.007535173181338408,0.058940557340958454
0.6086114608767579,0.2704490546811139,0.3070037649809506,0.15547672807305843,0.4883218101784611,0.6439417062529976,0.04310777687606213,0.012931191637934067,0.478582699953399,rwr_rf_VPS12_LP12_REGRESSION,0.014011806517331134,0.007339830685318611,0.06187147661555435
0.622933890717009,0.2661340095326536,0.299596220959207,0.16291990897029052,0.49187874591739333,0.6450787820754594,0.041917631252371974,0.012668994089427944,0.46974199533054706,rwr_rf_VPS12_LP8_REGRESSION,0.013542621985448238,0.007182683804712558,0.05990621537996832
0.6310032138781986,0.2654195485392984,0.29495257606072756,0.16967487292577013,0.49332029199662264,0.6446920258102145,0.041606413152341745,0.012454376676307752,0.4646800378173154,rwr_rf_VPS12_LP6_REGRESSION,0.013433445764313668,0.006951989557439076,0.05845736846171522
0.6022783914579548,0.2653368225245507,0.30967367908655036,0.1560260982725313,0.4926479117093502,0.6459633685187584,0.043695650845362234,0.012487477326029412,0.4824240807219094,rwr_rf_VPS10_LP12_REGRESSION,0.013601059707435376,0.0073726920641563965,0.06015718922991803
0.617887648676959,0.26478491451709674,0.30186713133076426,0.15509921165904145,0.4943503042893627,0.6461593552685967,0.0442760529128089,0.012708508343791074,0.4728720762855457,rwr_rf_VPS10_LP8_REGRESSION,0.013776161406763706,0.007217101851888299,0.05980941828503495
0.6101246186178175,0.26433897769717374,0.30570667127119255,0.17001118690482186,0.4937086539160006,0.6452562779893751,0.043267049151697566,0.012914602514463178,0.4776657652738418,rwr_rf_VPS10_LP10_REGRESSION,0.01356990694485993,0.007556148329856572,0.058876229192343844
0.6268971916222548,0.2620464264086549,0.2972446846819222,0.16396621046849472,0.49609265095673705,0.6465850327849832,0.041809451317320834,0.01207339709214012,0.46723517588651214,rwr_rf_VPS10_LP6_REGRESSION,0.013544067447124582,0.00670358221418919,0.0582757532678322
0.6349799263835616,0.25957996098904645,0.2922342051195094,0.16472831837266275,0.49892473937471343,0.6478120718926611,0.04448151700893613,0.012149464921846483,0.46215324260440244,rwr_rf_VPS10_LP4_REGRESSION,0.01345673575001818,0.006620530091294248,0.05936229672692608
0.6381088054182282,0.2584676559575002,0.2907382540621309,0.16561758765898293,0.49773794728022197,0.6481700014499507,0.041742200184903884,0.012773147570767869,0.4601964522536244,rwr_rf_VPS12_LP4_REGRESSION,0.013667974750955287,0.006812886530467239,0.05871048333389554
0.5947506315410672,0.25672201095107655,0.3130378224049065,0.16553049690061422,0.49776311957742614,0.6491222771346481,0.0439352982152414,0.012462697376522851,0.48696706799587774,rwr_rf_VPS8_LP12_REGRESSION,0.013563616615909142,0.007638584055640351,0.05977912858476086
0.6030222596964114,0.25361598648739625,0.3090559101561502,0.164405784536062,0.5012195121072882,0.6506103347659632,0.04252235042800544,0.012743147311715433,0.4819819067593984,rwr_rf_VPS8_LP10_REGRESSION,0.013815387311095495,0.007594053959730004,0.059599453499955504
0.6209171156135512,0.2526012862533392,0.29997171951101975,0.17143290038697767,0.5032383304151805,0.6502164466320745,0.04002990655256331,0.012326456586943249,0.4709782209099474,rwr_rf_VPS8_LP6_REGRESSION,0.013526229152295061,0.007056813206569404,0.05761429795224438
0.6111266483303082,0.2508834793207865,0.30488807089508707,0.1719245609217328,0.5027818577492441,0.6509083716252929,0.04123017851985493,0.012553868449300391,0.47703257873300253,rwr_rf_VPS8_LP8_REGRESSION,0.01358902876617825,0.00741219844983293,0.05742372341988634
0.6302585676454139,0.24886116770907263,0.29438166170443475,0.16849118493394072,0.5065276554892616,0.6524549410223774,0.04488504820150788,0.01277024770385561,0.4651599106856064,rwr_rf_VPS8_LP4_REGRESSION,0.013707741783704132,0.007107602854411049,0.059897866073665394
0.6082664141204551,0.2468694071073334,0.30570703475220296,0.1730381724068345,0.5061043556236597,0.6525967010834269,0.041689591479060796,0.011625089881388315,0.4787591603373188,rwr_rf_VPS6_LP6_REGRESSION,0.012456181491545228,0.0068975941922393745,0.05730131663091404
0.597406531758749,0.24510256638571817,0.31111033078000006,0.17082864885055513,0.5063041975151098,0.6538669170737526,0.04555201624387637,0.012334749562297952,0.48537041531532726,rwr_rf_VPS6_LP8_REGRESSION,0.013150739095198911,0.007476669676487494,0.0596259183102262
0.5885597009141277,0.24439678167390025,0.31565076631849415,0.17854527643640947,0.5057770583942609,0.6535262154745151,0.041506720150637014,0.012252038339530135,0.4906693746808016,rwr_rf_VPS6_LP10_REGRESSION,0.013170695490822216,0.007668285033500051,0.058669313321963734
0.6393227102392107,0.2393793917531029,0.2875614091378321,0.19209261290174037,0.5038023277606374,0.6545847410824377,0.04100110800227547,0.012799386325489485,0.45940029202559596,rwr_rf_VPS12_LP2_REGRESSION,0.014642006554940853,0.006339952207639846,0.057545406479694285
0.5801555658452046,0.23879077839843688,0.3196932190189229,0.17831673906120715,0.5073866620707717,0.6558063035030697,0.04166543342387972,0.012442203883401682,0.49567233454927684,rwr_rf_VPS6_LP12_REGRESSION,0.012691982264800391,0.007723967915954669,0.057400889816232196
0.6197034743666978,0.23660886741613027,0.2994226978021616,0.17325706111795208,0.5129923685525707,0.6570318579967082,0.04418481084591675,0.01160727685875721,0.4717065202533407,rwr_rf_VPS6_LP4_REGRESSION,0.013031071216519344,0.006833610255432655,0.05704493652515334
0.637223728543624,0.23538900072370067,0.28887887820417435,0.20370501126681084,0.5086456428925673,0.655077432327583,0.04039487692542371,0.013698166697483673,0.4608007690104759,rwr_rf_VPS10_LP2_REGRESSION,0.014119661796493682,0.007185416797790007,0.055121025877164304
0.63386263743331,0.23279387758298772,0.29005990949472926,0.15605355064843995,0.5142382103257945,0.6613195936710319,0.053133231278849884,0.013230425349828538,0.46289012387147704,rwr_rf_VPS8_LP2_REGRESSION,0.01462098111888222,0.006815905702403105,0.06476428103631358
0.6302489368647917,0.2274798018253708,0.2930398700241792,0.18511755671691837,0.5198769864252117,0.6598313335079972,0.0402608019536569,0.011854116826298925,0.46513142177458516,rwr_rf_VPS6_LP2_REGRESSION,0.013077667555411844,0.0065338660843926736,0.05448060595835694
0.5750513651711944,0.2207287705528112,0.3213661061194652,0.1743774422734257,0.5194715272838546,0.664269037270895,0.045754920794189385,0.012047971312484694,0.49866964554135335,rwr_rf_VPS4_LP6_REGRESSION,0.011871905588927872,0.007463245741752947,0.05914162515004426
0.5457205715460398,0.22030953915988344,0.3358352412851898,0.17824698426744814,0.5171495705472957,0.6639950427015534,0.043945343315287586,0.012610733576371741,0.5156057597014319,rwr_rf_VPS4_LP12_REGRESSION,0.012308428058179876,0.00737368271878514,0.057808785699935195
0.5883459855616083,0.21790516876486335,0.31460046939638153,0.18584689217764627,0.5222623378576265,0.6646365461319031,0.04447108613170422,0.012248844412847279,0.49081686621827814,rwr_rf_VPS4_LP4_REGRESSION,0.0120433655646946,0.00743661078271824,0.05864440315956138
0.5535686132303939,0.21769183894946248,0.33184817477547,0.1790243771868976,0.5185685607222975,0.6653594423500696,0.04625699577171479,0.012703484441063732,0.5111303413658044,rwr_rf_VPS4_LP10_REGRESSION,0.01285056005595582,0.007672401276048319,0.05959547711390192
0.5636808713462981,0.21554644274212248,0.32687084200264305,0.17794566427908556,0.5203466411246005,0.6662480893123509,0.044426003583936224,0.01287647022716814,0.5053167620865698,rwr_rf_VPS4_LP8_REGRESSION,0.013007469036593408,0.007830763018397188,0.05884912983710796
0.6053596076171204,0.21510885915747044,0.30601278001119503,0.1871048319802618,0.5248299483805831,0.665387377111657,0.04524216789923631,0.012085425665178921,0.48056699377955636,rwr_rf_VPS4_LP2_REGRESSION,0.011834039224843976,0.006629587906530746,0.05651200540484534
